Company Name,Subindustry,Sub Subindustry,Address,Phone,Website,Borough,Postcode,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,Location 1
Coldstone Creamery,Quick Serve,Dessert,"1501 Broadway, Suite 1604",(212) 398-1882,www.coldstonecreamery.com,1,10036,40.757103,-73.986193,5,3,119,1024706,1010150029,Midtown-Midtown South                                                      ,"{'latitude': '40.757103', 'needs_recoding': False, 'longitude': '-73.986193', 'human_address': '{""address"":""1501 Broadway, Suite 1604"",""city"":"""",""state"":"""",""zip"":""""}'}"
Havana Central,Full Serve,Cuban,151 West 46th Street,2123987440,www.havanacentral.com,1,10036,40.757998,-73.983667,5,4,125,1022663,1009990009,Midtown-Midtown South                                                      ,"{'latitude': '40.757998', 'needs_recoding': False, 'longitude': '-73.983667', 'human_address': '{""address"":""151 West 46th Street"",""city"":"""",""state"":"""",""zip"":""""}'}"
Domino's Pizza,Quick Serve,Pizza,230 W 41st St,2129440400,,1,10036,40.755802,-73.988482,5,3,113,1080830,1010120015,Midtown-Midtown South                                                      ,"{'latitude': '40.755802', 'needs_recoding': False, 'longitude': '-73.988482', 'human_address': '{""address"":""230 W 41st St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Hurley's Steak and Seafood,Full Serve,Steakhouse,232 W 48th St,(212) 765-8981,,1,10036,40.760441,-73.985622,5,3,125,1024770,1010190054,Midtown-Midtown South                                                      ,"{'latitude': '40.760441', 'needs_recoding': False, 'longitude': '-73.985622', 'human_address': '{""address"":""232 W 48th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Pinnacle Bar,Full Serve,American,"234 W 42nd St
25th Floor",212-642-2607,www1.hilton.com/en_US/hi/hotel/NYCTSHF-Hilton-Times-Square-New-York/dining.do,1,10036,40.756747,-73.988659,5,3,113,1024665,1010130012,Midtown-Midtown South                                                      ,"{'latitude': '40.756747', 'needs_recoding': False, 'longitude': '-73.988659', 'human_address': '{""address"":""234 W 42nd St 25th Floor"",""city"":"""",""state"":"""",""zip"":""""}'}"
Applebee's Neighborhood Grill and Bar,Full Serve,American,234 W 42nd St,914-777-2331 Ext.116,www.ApplebeesNY.com,1,10036,40.756747,-73.988659,5,3,113,1024665,1010130012,Midtown-Midtown South                                                      ,"{'latitude': '40.756747', 'needs_recoding': False, 'longitude': '-73.988659', 'human_address': '{""address"":""234 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Chock full o' Nuts Cafe,Café / Deli,,234 W 42nd St,2127645969,www.chockfullonuts.com,1,10036,40.756747,-73.988659,5,3,113,1024665,1010130012,Midtown-Midtown South                                                      ,"{'latitude': '40.756747', 'needs_recoding': False, 'longitude': '-73.988659', 'human_address': '{""address"":""234 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Juniors Restaurant,Full Serve,American,1515 Broadway,212-302-2000,www.juniorscheescake.com,1,10036,40.757636,-73.985804,5,3,119,1024714,1010160036,Midtown-Midtown South                                                      ,"{'latitude': '40.757636', 'needs_recoding': False, 'longitude': '-73.985804', 'human_address': '{""address"":""1515 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Dave & Buster's,Full Serve,American,2481 Manana Drive,(646) 495-2015,www.daveandbusters.com,1,,,,,,,,,,"{'latitude': '32.873859', 'needs_recoding': False, 'longitude': '-96.894618', 'human_address': '{""address"":""2481 Manana Drive"",""city"":"""",""state"":"""",""zip"":""""}'}"
Dippin' Dots,Quick Serve,Dessert,234 W 42nd St,,www.dippindots.com,1,10036,40.756747,-73.988659,5,3,113,1024665,1010130012,Midtown-Midtown South                                                      ,"{'latitude': '40.756747', 'needs_recoding': False, 'longitude': '-73.988659', 'human_address': '{""address"":""234 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Manchu WOK,Quick Serve,Chinese,234 W 42nd St,,www.manchuwok.com,1,10036,40.756747,-73.988659,5,3,113,1024665,1010130012,Midtown-Midtown South                                                      ,"{'latitude': '40.756747', 'needs_recoding': False, 'longitude': '-73.988659', 'human_address': '{""address"":""234 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Ranch 1,Quick Serve,Fast Food,234 W 42nd St,,,1,10036,40.756747,-73.988659,5,3,113,1024665,1010130012,Midtown-Midtown South                                                      ,"{'latitude': '40.756747', 'needs_recoding': False, 'longitude': '-73.988659', 'human_address': '{""address"":""234 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
EASY INTERNET CAFE TIME SQUARE LLC,Café / Deli,,258 W 42nd St,,,1,10036,40.756895,-73.989009,5,3,113,1024669,1010130057,Midtown-Midtown South                                                      ,"{'latitude': '40.756895', 'needs_recoding': False, 'longitude': '-73.989009', 'human_address': '{""address"":""258 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Howard Johnson's Cafe',Café / Deli,,1551-1553 Broadway,,,1,10036,40.758805,-73.985312,5,3,125,1083727,1010180026,Midtown-Midtown South                                                      ,"{'latitude': '40.758805', 'needs_recoding': False, 'longitude': '-73.985312', 'human_address': '{""address"":""1551-1553 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Bar 10,Bar / Lounge,,270 W 43rd St,(212) 201-2764,www.westinny.com,1,10036,40.757482,-73.988309,5,3,119,1087141,1010140058,Midtown-Midtown South                                                      ,"{'latitude': '40.757482', 'needs_recoding': False, 'longitude': '-73.988309', 'human_address': '{""address"":""270 W 43rd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Dale & Thomas Popcorn,Quick Serve,Other,1592 Broadway,(212) 581-1872,www.daleandthomas.com,1,10036,40.759963,-73.984883,5,4,125,1024757,1010197501,Midtown-Midtown South                                                      ,"{'latitude': '40.759963', 'needs_recoding': False, 'longitude': '-73.984883', 'human_address': '{""address"":""1592 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Encore Restaurant @ Marriott Marquis,Full Serve,American,"1535 Broadway
5th Floor",(212) 704-8849,www.NYMarriottMarquis.com,1,10036,40.758267,-73.985468,5,3,119,1024727,1010170029,Midtown-Midtown South                                                      ,"{'latitude': '40.758267', 'needs_recoding': False, 'longitude': '-73.985468', 'human_address': '{""address"":""1535 Broadway 5th Floor"",""city"":"""",""state"":"""",""zip"":""""}'}"
The Two Times Square Restaurant,Full Serve,American,714 Seventh Ave,(212) 261-5200,www.twotimessquarerestaurant.com,1,10036,40.759581,-73.984366,5,4,125,1024757,1010197501,Midtown-Midtown South                                                      ,"{'latitude': '40.759581', 'needs_recoding': False, 'longitude': '-73.984366', 'human_address': '{""address"":""714 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
The View Restaurant & Lounge @ Marriott Marquis,Full Serve,American,"1535 Broadway
48th Floor",(212) 704-8849,www.NYMarriottMarquis.com,1,10036,40.758267,-73.985468,5,3,119,1024727,1010170029,Midtown-Midtown South                                                      ,"{'latitude': '40.758267', 'needs_recoding': False, 'longitude': '-73.985468', 'human_address': '{""address"":""1535 Broadway 48th Floor"",""city"":"""",""state"":"""",""zip"":""""}'}"
Applebee's,Full Serve,American,205 W 50th St,(212) 262-4022,www.applebeesny.com,1,10019,40.761382,-73.983926,5,4,131,1024810,1010220026,Midtown-Midtown South                                                      ,"{'latitude': '40.761382', 'needs_recoding': False, 'longitude': '-73.983926', 'human_address': '{""address"":""205 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Social Bar NYC & Latitude Bar Grill,Full Serve,American,795 Eighth Avenue,(212) 459-0643,www.manhattan.crowneplaza.com,1,10019,40.761212,-73.9869,4,3,127,1025142,1010390030,Clinton                                                                    ,"{'latitude': '40.761212', 'needs_recoding': False, 'longitude': '-73.9869', 'human_address': '{""address"":""795 Eighth Avenue"",""city"":"""",""state"":"""",""zip"":""""}'}"
The Long Room,Bar / Lounge,,120 West 44th St.,(212) 997-3933,www.thelongroomnyc.com,1,10036,40.756461,-73.983952,5,4,119,1022616,1009960043,Midtown-Midtown South                                                      ,"{'latitude': '40.756461', 'needs_recoding': False, 'longitude': '-73.983952', 'human_address': '{""address"":""120 West 44th St."",""city"":"""",""state"":"""",""zip"":""""}'}"
Scott Alling-Convivial Catering,Catering,,130 W 42nd St,,,1,10036,40.755278,-73.985172,5,4,113,1022577,1009940045,Midtown-Midtown South                                                      ,"{'latitude': '40.755278', 'needs_recoding': False, 'longitude': '-73.985172', 'human_address': '{""address"":""130 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Gingers Restaurant,Full Serve,American,1568 Broadway,(212) 403-6371,www.nyc.doubletreehotels.com,1,10036,40.759055,-73.98471,5,4,125,1000000,1009990061,Midtown-Midtown South                                                      ,"{'latitude': '40.759055', 'needs_recoding': False, 'longitude': '-73.98471', 'human_address': '{""address"":""1568 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Scott Alliang-Demonstration Room,Catering,,130 W 42nd St,,,1,10036,40.755278,-73.985172,5,4,113,1022577,1009940045,Midtown-Midtown South                                                      ,"{'latitude': '40.755278', 'needs_recoding': False, 'longitude': '-73.985172', 'human_address': '{""address"":""130 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Blockheads,Full Serve,Mexican,825 Eighth Ave,,,1,10019,40.762074,-73.986275,4,3,127,1076203,1010400029,Clinton                                                                    ,"{'latitude': '40.762074', 'needs_recoding': False, 'longitude': '-73.986275', 'human_address': '{""address"":""825 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
David's Potbelly Stove Cafe,Café / Deli,,1501 Broadway,(212) 626-9000,,1,10036,40.757103,-73.986193,5,3,119,1024706,1010150029,Midtown-Midtown South                                                      ,"{'latitude': '40.757103', 'needs_recoding': False, 'longitude': '-73.986193', 'human_address': '{""address"":""1501 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Time Square Deli,Café / Deli,,1501 Broadway,(212) 840-7983,,1,10036,40.757103,-73.986193,5,3,119,1024706,1010150029,Midtown-Midtown South                                                      ,"{'latitude': '40.757103', 'needs_recoding': False, 'longitude': '-73.986193', 'human_address': '{""address"":""1501 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Baja Fresh Mexican Grill,Quick Serve,Mexican,1441 Broadway,(212) 764-9084,,1,10018,40.754707,-73.986753,5,3,113,1022569,1009930055,Midtown-Midtown South                                                      ,"{'latitude': '40.754707', 'needs_recoding': False, 'longitude': '-73.986753', 'human_address': '{""address"":""1441 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Bobby Van's Steakhouse,Full Serve,American,120 West 45th Street,,,1,10036,40.757117,-73.983544,5,4,119,1069581,1009970041,Midtown-Midtown South                                                      ,"{'latitude': '40.757117', 'needs_recoding': False, 'longitude': '-73.983544', 'human_address': '{""address"":""120 West 45th Street"",""city"":"""",""state"":"""",""zip"":""""}'}"
F & H Liquor Center Inc,Consumables,Beverages,810 7th Ave,(212) 247-4991,,1,10019,40.762639,-73.982146,5,4,131,1024828,1010240038,Midtown-Midtown South                                                      ,"{'latitude': '40.762639', 'needs_recoding': False, 'longitude': '-73.982146', 'human_address': '{""address"":""810 7th Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Martini's Restaurant,Full Serve,Italian,810 7th Ave,(212) 767-1146,,1,10019,40.762639,-73.982146,5,4,131,1024828,1010240038,Midtown-Midtown South                                                      ,"{'latitude': '40.762639', 'needs_recoding': False, 'longitude': '-73.982146', 'human_address': '{""address"":""810 7th Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Montenapo Restaurant,Full Serve,Italian,250 West 41st Street,(212) 764-7663 ,montenaporestaurant.com,1,10036,40.755973,-73.988886,5,3,113,1087186,1010127501,Midtown-Midtown South                                                      ,"{'latitude': '40.755973', 'needs_recoding': False, 'longitude': '-73.988886', 'human_address': '{""address"":""250 West 41st Street"",""city"":"""",""state"":"""",""zip"":""""}'}"
Starbucks,Coffee,,1656 Broadway,(212) 704-8937 ,,1,10019,40.762257,-73.983492,5,4,131,1024818,1010230029,Midtown-Midtown South                                                      ,"{'latitude': '40.762257', 'needs_recoding': False, 'longitude': '-73.983492', 'human_address': '{""address"":""1656 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Aureole,Full Serve,American,1 Bryant Park,2123191660,www.charliepalmer.com,1,10036,40.755182,-73.98388,5,4,119,1087268,1009950033,Midtown-Midtown South                                                      ,"{'latitude': '40.755182', 'needs_recoding': False, 'longitude': '-73.98388', 'human_address': '{""address"":""1 Bryant Park"",""city"":"""",""state"":"""",""zip"":""""}'}"
Dunhill Cafe,Full Serve,American,109 W 45th St,(212) 944-8484,,1,10036,40.757026,-73.983291,5,4,119,1022641,1009980026,Midtown-Midtown South                                                      ,"{'latitude': '40.757026', 'needs_recoding': False, 'longitude': '-73.983291', 'human_address': '{""address"":""109 W 45th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Cranberry Gourmet,Café / Deli,,115 W 45th St,(212) 730-9495,,1,10036,40.757078,-73.983411,5,4,119,1022640,1009980024,Midtown-Midtown South                                                      ,"{'latitude': '40.757078', 'needs_recoding': False, 'longitude': '-73.983411', 'human_address': '{""address"":""115 W 45th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Haggis Inc,Full Serve,Scottish,120 W 44th St,2128408413,,1,10036,40.756461,-73.983952,5,4,119,1022616,1009960043,Midtown-Midtown South                                                      ,"{'latitude': '40.756461', 'needs_recoding': False, 'longitude': '-73.983952', 'human_address': '{""address"":""120 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Saju French Bistro @ Hotel Mela,Full Serve,French,120 W 44th St,212-977-saju,www.sajunyc.com,1,10036,40.756461,-73.983952,5,4,119,1022616,1009960043,Midtown-Midtown South                                                      ,"{'latitude': '40.756461', 'needs_recoding': False, 'longitude': '-73.983952', 'human_address': '{""address"":""120 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
N Valenti Restaurant Associates,Catering,,120 W 45th St,2127898145,,1,10036,40.757117,-73.983544,5,4,119,1069581,1009970041,Midtown-Midtown South                                                      ,"{'latitude': '40.757117', 'needs_recoding': False, 'longitude': '-73.983544', 'human_address': '{""address"":""120 W 45th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Patina Restaurant Group,Catering,,120 W 45th St,(212) 789-8100,,1,10036,40.757117,-73.983544,5,4,119,1069581,1009970041,Midtown-Midtown South                                                      ,"{'latitude': '40.757117', 'needs_recoding': False, 'longitude': '-73.983544', 'human_address': '{""address"":""120 W 45th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Connolly's Pub And Restaurant,Bar / Lounge,,121 W 45th St,(212) 597-5126,www.ConnollysPubAndRestaurant.com,1,10036,40.75713,-73.983533,5,4,119,1022638,1009980021,Midtown-Midtown South                                                      ,"{'latitude': '40.75713', 'needs_recoding': False, 'longitude': '-73.983533', 'human_address': '{""address"":""121 W 45th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Cafe Un Deux Trois,Full Serve,French,123 W 44th St,(212) 354-4148,www.cafeuneuxtros.biz,1,10036,40.756491,-73.983977,5,4,119,1022629,1009970019,Midtown-Midtown South                                                      ,"{'latitude': '40.756491', 'needs_recoding': False, 'longitude': '-73.983977', 'human_address': '{""address"":""123 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
The Perfect Pint,Bar / Lounge,,123 W 45th St,(212) 354-1099,www.theperfectpintnyc.com,1,10036,40.757147,-73.983573,5,4,119,1022657,1009980120,Midtown-Midtown South                                                      ,"{'latitude': '40.757147', 'needs_recoding': False, 'longitude': '-73.983573', 'human_address': '{""address"":""123 W 45th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Duvel Bar Rest,Full Serve,Belgian,125 W 43rd St,(212) 768-0200,www.bxcafe.com,1,10036,40.75586,-73.984418,5,4,119,1022614,1009960020,Midtown-Midtown South                                                      ,"{'latitude': '40.75586', 'needs_recoding': False, 'longitude': '-73.984418', 'human_address': '{""address"":""125 W 43rd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Trattoria Dopo Teatro,Full Serve,Italian,125 W 44th St,(212) 869-2849,dopoteatro.com,1,10036,40.756505,-73.984017,5,4,119,1022629,1009970019,Midtown-Midtown South                                                      ,"{'latitude': '40.756505', 'needs_recoding': False, 'longitude': '-73.984017', 'human_address': '{""address"":""125 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
H&B Heartland Burgers,Full Serve,American,127 W 43rd St,(646) 366-0235,http://www.heartlandbrewery.com/Times_Square.php,1,10036,40.755873,-73.984454,5,4,119,1022613,1009960014,Midtown-Midtown South                                                      ,"{'latitude': '40.755873', 'needs_recoding': False, 'longitude': '-73.984454', 'human_address': '{""address"":""127 W 43rd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Heartland Brewery,Full Serve,American,127 W 43rd St,212-366-0235,www.heartlandbrewery.com,1,10036,40.755873,-73.984454,5,4,119,1022613,1009960014,Midtown-Midtown South                                                      ,"{'latitude': '40.755873', 'needs_recoding': False, 'longitude': '-73.984454', 'human_address': '{""address"":""127 W 43rd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Cafe O,Full Serve,American,130 W 42nd St,(212) 852-4900,,1,10036,40.755278,-73.985172,5,4,113,1022577,1009940045,Midtown-Midtown South                                                      ,"{'latitude': '40.755278', 'needs_recoding': False, 'longitude': '-73.985172', 'human_address': '{""address"":""130 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
NIOS Restaurant @ Muse Hotel,Full Serve,American,130 W 46th St,212 485-2400,districtnyc.com,1,10036,40.757814,-73.98328,5,4,119,1022645,1009980047,Midtown-Midtown South                                                      ,"{'latitude': '40.757814', 'needs_recoding': False, 'longitude': '-73.98328', 'human_address': '{""address"":""130 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
O'Brien's Bar and Grill,Bar / Lounge,American,134 W 46th St,(212) 391-1516,,1,10036,40.757847,-73.98336,5,4,119,1022646,1009980050,Midtown-Midtown South                                                      ,"{'latitude': '40.757847', 'needs_recoding': False, 'longitude': '-73.98336', 'human_address': '{""address"":""134 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Pronto Pizza-Lemlen Pizza,Full Serve,Pizza,135 W 41st St,(212) 221-8886,,1,10036,40.754691,-73.985797,5,4,113,1022577,1009940045,Midtown-Midtown South                                                      ,"{'latitude': '40.754691', 'needs_recoding': False, 'longitude': '-73.985797', 'human_address': '{""address"":""135 W 41st St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Bobby Vans,Full Serve,Steakhouse,135 W 50th St,212-957-5050,www.bobbyvans.com,1,10020,40.760374,-73.981533,5,4,131,1022708,1010030005,Midtown-Midtown South                                                      ,"{'latitude': '40.760374', 'needs_recoding': False, 'longitude': '-73.981533', 'human_address': '{""address"":""135 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Bocca To Go Cucian Italiana,Full Serve,Italian,135 W 50th St,(212) 582-3000,www.boccatogo.com,1,10020,40.760374,-73.981533,5,4,131,1022708,1010030005,Midtown-Midtown South                                                      ,"{'latitude': '40.760374', 'needs_recoding': False, 'longitude': '-73.981533', 'human_address': '{""address"":""135 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Pret a Manger,Café / Deli,,135 W 50th St,(212) 489-6458,,1,10020,40.760374,-73.981533,5,4,131,1022708,1010030005,Midtown-Midtown South                                                      ,"{'latitude': '40.760374', 'needs_recoding': False, 'longitude': '-73.981533', 'human_address': '{""address"":""135 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Qdoba Mexican Grill,Quick Serve,Mexican,135 W 50th St,2127670040,www.qdoba.com,1,10020,40.760374,-73.981533,5,4,131,1022708,1010030005,Midtown-Midtown South                                                      ,"{'latitude': '40.760374', 'needs_recoding': False, 'longitude': '-73.981533', 'human_address': '{""address"":""135 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Moda @ Flatotel,Full Serve,Italian,135 W 52nd St,(212) 887-9880,,1,10019,40.761736,-73.980883,5,4,131,1023160,1010057501,Midtown-Midtown South                                                      ,"{'latitude': '40.761736', 'needs_recoding': False, 'longitude': '-73.980883', 'human_address': '{""address"":""135 W 52nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Margon Restaurant Co.,Full Serve,Cuban,136 W 46th St,(212) 354-5013,,1,10036,40.757863,-73.9834,5,4,119,1022647,1009980051,Midtown-Midtown South                                                      ,"{'latitude': '40.757863', 'needs_recoding': False, 'longitude': '-73.9834', 'human_address': '{""address"":""136 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Subway,Quick Serve,Fast Food,136 W 44th St,2128400792,www.subway.com wwww.papajohns.com,1,10036,40.756587,-73.984255,5,4,119,1022618,1009960049,Midtown-Midtown South                                                      ,"{'latitude': '40.756587', 'needs_recoding': False, 'longitude': '-73.984255', 'human_address': '{""address"":""136 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Minar Indian Restaurant,Full Serve,Indian,138 W 46th St,(212) 398-4600,www.minarny.com,1,10036,40.757882,-73.983439,5,4,119,1022658,1009980151,Midtown-Midtown South                                                      ,"{'latitude': '40.757882', 'needs_recoding': False, 'longitude': '-73.983439', 'human_address': '{""address"":""138 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Jimmy's Corner,Bar / Lounge,,140 W 44th St,(212) 221-9510,,1,10036,40.75662,-73.984331,5,4,119,1022619,1009960050,Midtown-Midtown South                                                      ,"{'latitude': '40.75662', 'needs_recoding': False, 'longitude': '-73.984331', 'human_address': '{""address"":""140 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Metro Deli/ Ranch #1,Café / Deli,,141 W 41st St,(212) 768-1111,,1,10036,40.754756,-73.985956,5,4,113,1022574,1009940016,Midtown-Midtown South                                                      ,"{'latitude': '40.754756', 'needs_recoding': False, 'longitude': '-73.985956', 'human_address': '{""address"":""141 W 41st St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Starbucks,Coffee,,1500 Broadway,(212) 221-7515 ,,1,10036,40.756856,-73.985973,5,4,119,1022610,1009960001,Midtown-Midtown South                                                      ,"{'latitude': '40.756856', 'needs_recoding': False, 'longitude': '-73.985973', 'human_address': '{""address"":""1500 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
"KFC, Tim Horton, Pizza Hut",Coffee,,761 Seventh Ave,(212) 767-8347,,1,10019,40.761184,-73.983186,5,4,131,1022710,1010037501,Midtown-Midtown South                                                      ,"{'latitude': '40.761184', 'needs_recoding': False, 'longitude': '-73.983186', 'human_address': '{""address"":""761 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Tad's Steakhouse,Full Serve,Steakhouse,761 Seventh Ave,(212) 382-1164,,1,10019,40.761184,-73.983186,5,4,131,1022710,1010037501,Midtown-Midtown South                                                      ,"{'latitude': '40.761184', 'needs_recoding': False, 'longitude': '-73.983186', 'human_address': '{""address"":""761 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Haagen-Dazs,Quick Serve,Dessert,761-779 Seventh Ave,,www.haagen-dazs.com,1,10019,40.761184,-73.983186,5,4,131,1022710,1010037501,Midtown-Midtown South                                                      ,"{'latitude': '40.761184', 'needs_recoding': False, 'longitude': '-73.983186', 'human_address': '{""address"":""761-779 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Pizza Hut,Quick Serve,Pizza,761-779 Seventh Ave,2127678347,www.pizzahut.com,1,10019,40.761184,-73.983186,5,4,131,1022710,1010037501,Midtown-Midtown South                                                      ,"{'latitude': '40.761184', 'needs_recoding': False, 'longitude': '-73.983186', 'human_address': '{""address"":""761-779 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
T.G.I. Friday's,Full Serve,American,761 Seventh Ave,2127678349,www.tgifridays.com,1,10019,40.761184,-73.983186,5,4,131,1022710,1010037501,Midtown-Midtown South                                                      ,"{'latitude': '40.761184', 'needs_recoding': False, 'longitude': '-73.983186', 'human_address': '{""address"":""761 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Sbarro,Quick Serve,Pizza,701 Seventh Ave,2122219725,,1,10036,40.759293,-73.984543,5,4,125,1083718,1010000001,Midtown-Midtown South                                                      ,"{'latitude': '40.759293', 'needs_recoding': False, 'longitude': '-73.984543', 'human_address': '{""address"":""701 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Tad's Steak House,Full Serve,Steakhouse,701 Seventh Ave,(212) 767-8348,,1,10036,40.759293,-73.984543,5,4,125,1083718,1010000001,Midtown-Midtown South                                                      ,"{'latitude': '40.759293', 'needs_recoding': False, 'longitude': '-73.984543', 'human_address': '{""address"":""701 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Papa John's/Subway,Quick Serve,Pizza,765 Eighth Ave,2122451900,www.papajohns.com,1,10036,40.76029,-73.987572,4,3,127,1025055,1010370035,Clinton                                                                    ,"{'latitude': '40.76029', 'needs_recoding': False, 'longitude': '-73.987572', 'human_address': '{""address"":""765 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Europa Cafe,Café / Deli,,787 Seventh Ave,2125812517,www.europacafe.com,1,10019,40.761955,-73.982622,5,4,131,1023157,1010040020,Midtown-Midtown South                                                      ,"{'latitude': '40.761955', 'needs_recoding': False, 'longitude': '-73.982622', 'human_address': '{""address"":""787 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Le Bernardin,Full Serve,French,155 West 51st.,2125541515,www.le-bernardin.com,1,,,,,,,,,,"{'latitude': '41.801892', 'needs_recoding': False, 'longitude': '-87.629667', 'human_address': '{""address"":""155 West 51st."",""city"":"""",""state"":"""",""zip"":""""}'}"
LyBane Wine Bar,Full Serve,Italian,709 Eighth Ave,(212) 582-2012,,1,10036,40.758885,-73.988604,4,3,121,1024992,1010350036,Clinton                                                                    ,"{'latitude': '40.758885', 'needs_recoding': False, 'longitude': '-73.988604', 'human_address': '{""address"":""709 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Charley O's,Full Serve,American,713 Eighth Ave,2129770025,,1,10036,40.759011,-73.988514,4,3,121,1024992,1010350036,Clinton                                                                    ,"{'latitude': '40.759011', 'needs_recoding': False, 'longitude': '-73.988514', 'human_address': '{""address"":""713 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Chicken Bar,Full Serve,American,717 Eighth Ave,(212) 245-5111,,1,10036,40.759264,-73.98833,4,3,121,1025011,1010360029,Clinton                                                                    ,"{'latitude': '40.759264', 'needs_recoding': False, 'longitude': '-73.98833', 'human_address': '{""address"":""717 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Starbucks,Coffee,,770 Eighth Ave,2128309001,www.starbucks.com,1,10036,40.760496,-73.987395,5,3,125,1086225,1010190001,Midtown-Midtown South                                                      ,"{'latitude': '40.760496', 'needs_recoding': False, 'longitude': '-73.987395', 'human_address': '{""address"":""770 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Pigalle,Full Serve,French,790 Eighth Ave,(212) 489-2233,www.pigallenyc.com,1,10019,40.761127,-73.98694,5,3,125,1024771,1010207501,Midtown-Midtown South                                                      ,"{'latitude': '40.761127', 'needs_recoding': False, 'longitude': '-73.98694', 'human_address': '{""address"":""790 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
A Slice of New York Pizza,Quick Serve,Pizza,727 Eighth Ave,212-453-8970,,1,10036,40.759576,-73.988099,4,3,121,1081652,1010360036,Clinton                                                                    ,"{'latitude': '40.759576', 'needs_recoding': False, 'longitude': '-73.988099', 'human_address': '{""address"":""727 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
