Transaction ID,Meter Code,Transaction DateTime,Payment Mean,Amount Paid,Duration In Minutes,Blockface Name,Side Of Street,Element key,Parking Space Number,Latitude,Longitude
914137320,12177004,12/09/2020 09:11:00 AM,CREDIT CARD,2.00,240,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,W,1433,,47.66400789,-122.31642786
914137342,10307004,12/09/2020 09:11:00 AM,PHONE,2.00,240,CLAY ST BETWEEN 1ST AVE AND 2ND AVE,SE,9722,,47.61663318,-122.35102727
914137375,1009302,12/09/2020 09:11:00 AM,PHONE,1.00,120,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,W,1217,,47.60047073,-122.33428859
914137376,8064002,12/09/2020 09:11:00 AM,PHONE,0.75,45,MINOR AVE BETWEEN MARION ST AND MADISON ST,SW,11869,,47.60941799,-122.32377268
914137378,7508304,12/09/2020 09:11:00 AM,CREDIT CARD,2.00,240,BROADWAY CT BETWEEN E MADISON ST AND E SENECA ST,E,54754,,47.61188096,-122.31980299
914137391,1073002,12/09/2020 09:11:00 AM,PHONE,1.00,120,YESLER WAY BETWEEN POST AVE AND 1ST AVE,N,59049,,47.6018078,-122.33452285
914137392,5044002,12/09/2020 09:11:00 AM,PHONE,1.00,120,6TH AVE BETWEEN PIKE ST AND PINE ST,NE,30698,,47.61166068,-122.33483301
914137439,10339002,12/09/2020 09:12:00 AM,PHONE,0.58,70,5TH AVE BETWEEN BLANCHARD ST AND BELL ST,SW,75169,,47.61558523,-122.3425019
914137459,19283002,12/09/2020 09:12:00 AM,PHONE,0.50,60,TERRY AVE N BETWEEN THOMAS ST AND HARRISON ST,E,13110,,47.6214455,-122.33705498
914137460,2020002,12/09/2020 09:12:00 AM,PHONE,1.00,120,WESTERN AVE BETWEEN SPRING ST AND SENECA ST,SW,58801,,47.60528135,-122.33843413
914137488,8036002,12/09/2020 09:12:00 AM,PHONE,2.00,120,MARION ST BETWEEN 9TH AVE AND TERRY AVE,NW,11669,,47.60797179,-122.32616272
914137559,12185004,12/09/2020 09:12:00 AM,PHONE,2.00,240,11TH AVE NE BETWEEN DEAD END 1 AND NE 41ST ST,E,24442,,47.65659997,-122.31662703
914137560,2122004,12/09/2020 09:12:00 AM,PHONE,2.00,240,WESTERN AVE BETWEEN EAGLE ST AND BAY ST,SW,36125,,47.61733474,-122.35538416
914137570,17130004,12/09/2020 09:11:00 AM,CREDIT CARD,2.00,240,WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST,W,81421,,47.62389409,-122.35419725
914137608,4073502,12/09/2020 09:12:00 AM,CREDIT CARD,0.50,60,1ST AVE BETWEEN MADISON ST AND SPRING ST,NE,1010,,47.6051007,-122.33644748
914137624,12138002,12/09/2020 09:12:00 AM,PHONE,1.00,120,NE BOAT ST BETWEEN NE BOAT WR ST AND BROOKLYN AVE NE,SW,63126,,47.65239047,-122.3162868
914137625,18011007,12/09/2020 09:12:00 AM,PHONE,3.40,1428,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 2 AVE N AND BLAINE ST,W,120220,574,47.63435055,-122.34029283
914137661,4031502,12/09/2020 09:12:00 AM,PHONE,1.00,120,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,NE,51470,,47.60505018,-122.33182648
914137690,16120004,12/09/2020 09:12:00 AM,PHONE,0.25,30,NE 64TH ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,N,62437,,47.67503976,-122.31649633
914137697,5015502,12/09/2020 09:12:00 AM,CREDIT CARD,1.00,120,1ST AVE BETWEEN UNION ST AND PIKE ST,NE,46246,,47.60837485,-122.33948143
914137700,2033002,12/09/2020 09:12:00 AM,CREDIT CARD,1.00,114,WESTERN AVE BETWEEN PINE ST AND VIRGINIA ST,SW,13517,,47.60974531,-122.34291935
914137717,10129002,12/09/2020 09:12:00 AM,PHONE,1.10,120,6TH AVE BETWEEN WESTLAKE AVE AND VIRGINIA ST,SW,7997,,47.61409047,-122.33798426
914137730,5004002,12/09/2020 09:12:00 AM,CREDIT CARD,1.00,120,UNIVERSITY ST BETWEEN 1ST AVE AND 2ND AVE,SE,58494,,47.6070238,-122.33761427
914137750,10309004,12/09/2020 09:12:00 AM,PHONE,2.00,240,CLAY ST BETWEEN 2ND AVE AND 3RD AVE,NW,32489,,47.61740397,-122.35035405
914137751,21068004,12/09/2020 09:12:00 AM,PHONE,0.50,60,MINOR AVE BETWEEN OLIVE WAY AND HOWELL ST,NE,79890,,47.61645359,-122.33001488
914137806,17190004,12/09/2020 09:13:00 AM,PHONE,2.00,240,W THOMAS ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,N,68829,,47.62097928,-122.3573892
914137807,10017002,12/09/2020 09:13:00 AM,PHONE,0.62,75,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST,SW,25705,,47.61127593,-122.34118282
914137808,10222004,12/09/2020 09:11:00 AM,PHONE,2.00,240,2ND AVE BETWEEN BROAD ST AND 2ND WR AVE,SW,2789,,47.61785729,-122.35232441
914137809,15117002,12/09/2020 09:12:00 AM,CREDIT CARD,0.25,30,NE 72ND ST BETWEEN WOODLAWN AVE NE AND 5TH AVE NE,N,85385,,47.6807603,-122.32377375
914137815,2158004,12/09/2020 09:12:00 AM,CREDIT CARD,2.00,240,WALL ST BETWEEN WESTERN AVE AND 1ST AVE,SE,58682,,47.61432252,-122.34911602
914137854,8009002,12/09/2020 09:13:00 AM,PHONE,1.00,60,UNIVERSITY ST BETWEEN TERRY AVE AND BOREN AVE,NW,35825,,47.6112925,-122.32769663
914137875,10085502,12/09/2020 09:13:00 AM,PHONE,1.11,120,LENORA ST BETWEEN 5TH AVE AND 6TH AVE,NW,56685,,47.61486473,-122.34010944
914137876,12136002,12/09/2020 09:13:00 AM,PHONE,0.99,119,NE BOAT ST BETWEEN NE BOAT WR ST AND BROOKLYN AVE NE,SW,63126,,47.65239047,-122.3162868
914137877,12132002,12/09/2020 09:13:00 AM,PHONE,1.00,120,NE BOAT ST BETWEEN NE BOAT WR ST AND BROOKLYN AVE NE,NE,63125,,47.6524982,-122.31616438
914137883,2536004,12/09/2020 09:12:00 AM,CREDIT CARD,2.00,240,VINE ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,NW,58609,,47.61369793,-122.35184661
914137895,1115002,12/09/2020 09:12:00 AM,CASH,1.00,120,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,E,1214,,47.60129576,-122.3340747
914137904,2121004,12/09/2020 09:13:00 AM,PHONE,1.50,180,WESTERN AVE BETWEEN BROAD ST AND EAGLE ST,SW,58817,,47.61659514,-122.35413043
914137905,11049002,12/09/2020 09:12:00 AM,CREDIT CARD,1.00,120,22ND AVE NW BETWEEN BALLARD AVE NW AND NW MARKET ST,W,48449,,47.66819351,-122.38486732
914137912,21088004,12/09/2020 09:12:00 AM,CREDIT CARD,1.25,128,TERRY AVE BETWEEN LENORA ST AND DENNY WAY,NE,81114,,47.61816803,-122.33663822
914137942,13026002,12/09/2020 09:12:00 AM,CREDIT CARD,1.11,120,S MAIN ST BETWEEN 6TH AVE S AND MAYNARD AVE S,N,88773,,47.60010775,-122.32566607
914137957,2079002,12/09/2020 09:13:00 AM,PHONE,1.09,119,WESTERN AVE BETWEEN BLANCHARD ST AND BELL ST,SW,81481,,47.61226938,-122.34679293
914137958,9006002,12/09/2020 09:13:00 AM,PHONE,0.25,30,12TH AVE BETWEEN E COLUMBIA ST AND E MARION ST,W,1577,,47.6098122,-122.31688507
914137993,19359002,12/09/2020 09:13:00 AM,CREDIT CARD,0.25,30,MERCER SR ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,S,79778,,47.62446547,-122.33917374
914137996,10299004,12/09/2020 09:13:00 AM,CREDIT CARD,1.00,120,CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,SE,54954,,47.61673547,-122.34924775
914138001,21071004,12/09/2020 09:13:00 AM,CREDIT CARD,0.50,60,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,NE,57194,,47.61726292,-122.3311435
914138041,13503002,12/09/2020 09:13:00 AM,CREDIT CARD,1.11,120,S WASHINGTON ST BETWEEN 6TH AVE S AND DEAD END 1,S,43914,,47.60079834,-122.32566813
914138072,18005007,12/09/2020 09:12:00 AM,CREDIT CARD,3.25,390,WESTLAKE EAST RDWY AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,W,81509,453,47.63034367,-122.3408672
914138087,19154010,12/09/2020 09:13:00 AM,PHONE,3.89,467,VALLEY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,S,81246,,47.62587776,-122.33348049
914138088,8034002,12/09/2020 09:13:00 AM,PHONE,0.75,45,9TH AVE BETWEEN MARION ST AND MADISON ST,NE,76410,,47.60809535,-122.32695035
914138090,22011002,12/09/2020 09:13:00 AM,CREDIT CARD,0.25,30,N 36TH ST BETWEEN FREMONT PL N AND FREMONT AVE N,S,83242,,47.65135825,-122.35054548
914138112,11068004,12/09/2020 09:13:00 AM,CREDIT CARD,1.00,120,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,NE,35682,,47.66793637,-122.38076096
914138113,1072002,12/09/2020 09:13:00 AM,CREDIT CARD,1.00,120,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,W,68905,,47.60214111,-122.33428227
914138144,11051002,12/09/2020 09:14:00 AM,PHONE,0.25,30,22ND AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,E,3342,,47.66908384,-122.38463849
914138149,17048004,12/09/2020 09:13:00 AM,CREDIT CARD,1.50,180,W MERCER ST BETWEEN 1ST AVE W AND 2ND AVE W,S,45974,,47.6245103,-122.35864292
914138205,19096002,12/09/2020 09:14:00 AM,PHONE,0.99,119,WESTLAKE AVE N BETWEEN DENNY WAY AND JOHN ST,W,58829,,47.61911756,-122.3385976
914138245,13041002,12/09/2020 09:13:00 AM,CASH,1.25,120,MAYNARD AVE S BETWEEN S MAIN ST AND S JACKSON ST,W,11717,,47.59961466,-122.32515508
914138247,7108002,12/09/2020 09:14:00 AM,PHONE,1.00,120,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,24829,,47.61341953,-122.31431635
914138265,2539002,12/09/2020 09:14:00 AM,PHONE,1.00,120,POST AVE BETWEEN YESLER WAY AND COLUMBIA ST,SW,12237,,47.60242211,-122.3350486
914138301,17130004,12/09/2020 09:14:00 AM,PHONE,2.00,240,WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST,W,81421,,47.62389409,-122.35419725
914138302,11067004,12/09/2020 09:14:00 AM,PHONE,0.17,20,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,NE,35682,,47.66793637,-122.38076096
914138315,10009002,12/09/2020 09:14:00 AM,CREDIT CARD,1.12,120,1ST AVE BETWEEN LENORA ST AND BLANCHARD ST,SW,1021,,47.61217553,-122.34466292
914138344,19364002,12/09/2020 09:14:00 AM,PHONE,1.00,120,REPUBLICAN ST BETWEEN 8TH AVE N AND 9TH AVE N,N,80545,,47.62328513,-122.34042507
914138345,10019002,12/09/2020 09:14:00 AM,PHONE,0.30,36,2ND AVE BETWEEN VIRGINIA ST AND LENORA ST,NE,70746,,47.61217181,-122.34231893
914138346,11072004,12/09/2020 09:14:00 AM,PHONE,1.50,180,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,SW,35681,,47.667907,-122.38092352
914138370,2057004,12/09/2020 09:14:00 AM,CASH,1.75,210,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,SW,8841,,47.61461633,-122.35452821
914138379,15101002,12/09/2020 09:14:00 AM,PHONE,1.00,120,WOODLAWN AVE NE BETWEEN NE RAVENNA WB BV AND NE 71ST ST,E,36310,,47.67943566,-122.32455851
914138406,12132002,12/09/2020 09:14:00 AM,PHONE,1.00,120,NE BOAT ST BETWEEN NE BOAT WR ST AND BROOKLYN AVE NE,NE,63125,,47.6524982,-122.31616438
914138408,19097002,12/09/2020 09:14:00 AM,CREDIT CARD,1.00,120,WESTLAKE AVE N BETWEEN JOHN ST AND THOMAS ST,E,13550,,47.62027694,-122.33833669
914138430,19121010,12/09/2020 09:14:00 AM,PHONE,4.38,526,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,W,55637,,47.62143551,-122.33444547
914138431,1017002,12/09/2020 09:14:00 AM,PHONE,1.00,120,2ND AVE S BETWEEN S JACKSON ST AND S KING ST,E,70866,,47.59876727,-122.33145758
914138443,4028002,12/09/2020 09:14:00 AM,CREDIT CARD,0.75,90,COLUMBIA ST BETWEEN 3RD AVE AND 4TH AVE,NW,77609,,47.60447615,-122.33220929
914138477,21091004,12/09/2020 09:15:00 AM,PHONE,3.12,240,9TH AVE BETWEEN VIRGINIA ST AND LENORA ST,SW,53805,,47.61672619,-122.33644763
914138519,21091004,12/09/2020 09:15:00 AM,PHONE,1.12,120,9TH AVE BETWEEN VIRGINIA ST AND LENORA ST,SW,53805,,47.61672619,-122.33644763
914138546,19121010,12/09/2020 09:15:00 AM,PHONE,4.38,525,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,W,55637,,47.62143551,-122.33444547
914138576,4031502,12/09/2020 09:15:00 AM,PHONE,1.00,120,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,NE,51470,,47.60505018,-122.33182648
914138595,19121010,12/09/2020 09:15:00 AM,PHONE,2.00,240,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,W,55637,,47.62143551,-122.33444547
914138600,4014002,12/09/2020 09:15:00 AM,CREDIT CARD,1.00,120,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,SE,11118,,47.6027045,-122.32904642
914138606,2047002,12/09/2020 09:15:00 AM,CASH,0.50,60,ALASKAN WAY BETWEEN LENORA ST AND BLANCHARD ST,NE,31494,,47.6104002,-122.34680045
914138637,11109004,12/09/2020 09:24:00 AM,PHONE,1.00,120,NW VERNON PL BETWEEN LEARY AVE NW AND BALLARD AVE NW,NW,87281,,47.6666511,-122.38286642
914138638,19386010,12/09/2020 09:15:00 AM,PHONE,2.00,240,ALOHA ST BETWEEN AURORA AVE N AND DEXTER AVE N,S,76714,,47.62710533,-122.34286858
914138639,2023002,12/09/2020 09:32:00 AM,PHONE,0.12,15,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,SW,36101,,47.60597802,-122.33908111
914138669,10201004,12/09/2020 09:15:00 AM,PHONE,2.00,240,1ST AVE BETWEEN WARREN PL AND BAY ST,SW,24049,,47.61809231,-122.35468238
914138684,10339002,12/09/2020 09:15:00 AM,CREDIT CARD,0.75,90,5TH AVE BETWEEN BLANCHARD ST AND BELL ST,SW,75169,,47.61558523,-122.3425019
914138733,17051004,12/09/2020 09:15:00 AM,CREDIT CARD,2.00,240,W REPUBLICAN ST BETWEEN 1ST AVE W AND 2ND AVE W,S,46082,,47.62324243,-122.35868143
914138760,3002002,12/09/2020 09:15:00 AM,PHONE,1.00,120,RAINIER AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,W,35021,,47.55827383,-122.28538146
914138761,12052002,12/09/2020 09:15:00 AM,PHONE,0.25,30,UNIVERSITY WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,W,35845,,47.66216612,-122.31320115
914138785,2507004,12/09/2020 09:15:00 AM,PHONE,0.50,60,CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,NW,77569,,47.61542497,-122.35290183
914138805,13065002,12/09/2020 09:15:00 AM,CASH,1.05,115,5TH AVE S BETWEEN S WELLER ST AND S DEARBORN ST,E,7398,,47.59670172,-122.32758192
914138814,10299004,12/09/2020 09:15:00 AM,PHONE,0.50,60,CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,SE,54954,,47.61673547,-122.34924775
914138839,11072004,12/09/2020 09:16:00 AM,PHONE,0.08,10,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,SW,35681,,47.667907,-122.38092352
914138878,11052002,12/09/2020 09:16:00 AM,PHONE,1.00,120,22ND AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,W,3341,,47.66908694,-122.38484953
914138915,10339002,12/09/2020 09:16:00 AM,PHONE,1.13,120,5TH AVE BETWEEN BLANCHARD ST AND BELL ST,SW,75169,,47.61558523,-122.3425019
914138980,2075002,12/09/2020 09:16:00 AM,CREDIT CARD,1.14,120,WESTERN AVE BETWEEN LENORA ST AND BLANCHARD ST,SW,58809,,47.61164876,-122.34573096
914139011,10017002,12/09/2020 09:16:00 AM,PHONE,1.13,120,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST,SW,25705,,47.61127593,-122.34118282
914139012,4501002,12/09/2020 09:16:00 AM,PHONE,1.00,120,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,SE,34214,,47.60580762,-122.33341762
914139017,18004007,12/09/2020 09:15:00 AM,CREDIT CARD,1.75,210,WESTLAKE EAST RDWY AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,W,81509,429,47.63034367,-122.3408672
914139018,1137002,12/09/2020 09:15:00 AM,CREDIT CARD,1.00,120,3RD AVE S BETWEEN S MAIN ST AND S JACKSON ST,E,27402,,47.59942516,-122.33021365
914139036,19384002,12/09/2020 09:16:00 AM,PHONE,1.00,120,DEXTER AVE N BETWEEN ALOHA ST AND WARD ST,W,134961,,47.62757257,-122.34243224
914139037,12138002,12/09/2020 09:16:00 AM,PHONE,1.00,120,NE BOAT ST BETWEEN NE BOAT WR ST AND BROOKLYN AVE NE,SW,63126,,47.65239047,-122.3162868
914139038,17015002,12/09/2020 09:16:00 AM,PHONE,1.00,120,QUEEN ANNE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,W,34937,,47.62391792,-122.35680791
914139039,10055002,12/09/2020 09:16:00 AM,PHONE,0.17,20,5TH AVE BETWEEN STEWART ST AND VIRGINIA ST,SW,52521,,47.61328928,-122.3385872
914139045,12073004,12/09/2020 09:16:00 AM,CREDIT CARD,2.00,240,NE 41ST ST BETWEEN 11TH AVE NE AND 12TH AVE NE,N,39329,,47.65693475,-122.31611873
914139049,10188004,12/09/2020 09:16:00 AM,CREDIT CARD,2.00,240,1ST AVE BETWEEN VINE ST AND CEDAR ST,SW,68917,,47.61547721,-122.35024612
914139090,19121010,12/09/2020 09:16:00 AM,PHONE,4.37,524,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,W,55637,,47.62143551,-122.33444547
914139091,5026002,12/09/2020 09:16:00 AM,PHONE,1.00,120,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,NW,34837,,47.61050049,-122.33621419
914139110,19321010,12/09/2020 09:16:00 AM,PHONE,2.50,300,8TH AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,E,8402,,47.62390853,-122.34093993
914139111,5019002,12/09/2020 09:16:00 AM,PHONE,1.00,120,UNION ST BETWEEN 2ND AVE AND 3RD AVE,SE,35794,,47.60848168,-122.33737977
914139117,10098002,12/09/2020 09:16:00 AM,CREDIT CARD,0.50,60,BLANCHARD ST BETWEEN 3RD AVE AND 4TH AVE,SE,9358,,47.61425294,-122.34294906
914139184,7524002,12/09/2020 09:16:00 AM,PHONE,0.50,60,10TH AVE BETWEEN E UNION ST AND E PIKE ST,W,69093,,47.61351753,-122.31955025
914139210,19032010,12/09/2020 09:16:00 AM,PHONE,3.75,450,PONTIUS AVE N BETWEEN THOMAS ST AND HARRISON ST,W,34881,,47.62139227,-122.33182921
914139231,13037002,12/09/2020 09:17:00 AM,PHONE,1.14,120,MAYNARD AVE S BETWEEN S WELLER ST AND S LANE ST,E,57018,,47.59707304,-122.32499081
914139239,13089002,12/09/2020 09:16:00 AM,CREDIT CARD,0.25,30,8TH AVE S BETWEEN S WELLER ST AND S LANE ST,W,76357,,47.59708557,-122.32257506
914139258,10299004,12/09/2020 09:16:00 AM,PHONE,1.00,120,CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,SE,54954,,47.61673547,-122.34924775
914139262,10017002,12/09/2020 09:16:00 AM,CREDIT CARD,0.50,60,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST,SW,25705,,47.61127593,-122.34118282
914139279,12062104,12/09/2020 09:17:00 AM,PHONE,2.00,240,15TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,E,25042,,47.66219373,-122.3118412
914139283,5028502,12/09/2020 09:16:00 AM,CREDIT CARD,1.00,120,1ST AVE BETWEEN PIKE ST AND PINE ST,NE,46250,,47.60935161,-122.3403749
914139288,5044002,12/09/2020 09:16:00 AM,CREDIT CARD,1.00,120,6TH AVE BETWEEN PIKE ST AND PINE ST,NE,30698,,47.61166068,-122.33483301
914139308,19346010,12/09/2020 09:17:00 AM,PHONE,1.00,120,JOHN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,S,56358,,47.61963986,-122.3378255
914139331,5049002,12/09/2020 09:17:00 AM,PHONE,0.25,30,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,SW,123942,,47.61314098,-122.3317978
914139354,7059002,12/09/2020 09:17:00 AM,PHONE,1.00,120,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,N,14677,,47.61417039,-122.31748749
914139355,12135002,12/09/2020 09:17:00 AM,PHONE,0.75,90,NE BOAT ST BETWEEN NE BOAT WR ST AND BROOKLYN AVE NE,NE,63125,,47.6524982,-122.31616438
914139386,10210004,12/09/2020 09:17:00 AM,PHONE,1.50,180,2ND AVE BETWEEN VINE ST AND CEDAR ST,NE,25718,,47.61624542,-122.34921056
914139393,10003502,12/09/2020 09:17:00 AM,CREDIT CARD,0.50,60,1ST AVE BETWEEN STEWART ST AND VIRGINIA ST,SW,1017,,47.61063188,-122.34203467
914139402,1009302,12/09/2020 09:17:00 AM,CREDIT CARD,1.00,120,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,W,1217,,47.60047073,-122.33428859
914139419,21060004,12/09/2020 09:17:00 AM,PHONE,3.14,240,STEWART ST BETWEEN TERRY AVE AND BOREN AVE,NW,12885,,47.61665383,-122.33321852
914140256,19121010,12/09/2020 09:19:00 AM,PHONE,4.34,521,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,W,55637,,47.62143551,-122.33444547
914140276,1035302,12/09/2020 09:20:00 AM,PHONE,0.38,45,1ST AVE S BETWEEN S JACKSON ST AND S KING ST,W,69085,,47.59874436,-122.33430723
914140277,15102002,12/09/2020 09:20:00 AM,PHONE,0.25,30,WOODLAWN AVE NE BETWEEN NE RAVENNA WB BV AND NE 71ST ST,W,36309,,47.67943865,-122.32470812
914140278,7108002,12/09/2020 09:20:00 AM,PHONE,0.83,100,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,24829,,47.61341953,-122.31431635
914140297,10160302,12/09/2020 09:20:00 AM,PHONE,1.17,120,STEWART ST BETWEEN 7TH AVE AND 8TH AVE,SE,58222,,47.61456869,-122.33566247
914140387,8038002,12/09/2020 09:19:00 AM,PHONE,1.00,60,MARION ST BETWEEN TERRY AVE AND BOREN AVE,SE,34306,,47.60835777,-122.32500871
914140388,12106002,12/09/2020 09:20:00 AM,PHONE,0.75,90,NE 47TH ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,N,62097,,47.66316448,-122.31476166
914140389,1018002,12/09/2020 09:23:00 AM,PHONE,0.50,60,2ND AVE S BETWEEN S MAIN ST AND S JACKSON ST,E,2926,,47.59962608,-122.33144581
914140398,17053004,12/09/2020 09:19:00 AM,CREDIT CARD,2.00,240,W HARRISON ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,N,91545,,47.62216568,-122.35737567
914140400,1141002,12/09/2020 09:20:00 AM,CREDIT CARD,0.75,90,PREFONTAINE PL S BETWEEN 3RD AVE S AND 4TH AVE S,SW,57574,,47.60133244,-122.32957293
914140426,19503010,12/09/2020 09:20:00 AM,PHONE,3.00,360,FAIRVIEW AVE N BETWEEN WARD ST AND YALE AVE N,NW,78269,,47.62826906,-122.33159069
914140430,2075002,12/09/2020 09:20:00 AM,CREDIT CARD,1.17,120,WESTERN AVE BETWEEN LENORA ST AND BLANCHARD ST,SW,58809,,47.61164876,-122.34573096
914140444,8054002,12/09/2020 09:20:00 AM,PHONE,2.00,120,BOYLSTON AVE BETWEEN SPRING ST AND SENECA ST,SW,77313,,47.61177526,-122.32285409
914140445,17177010,12/09/2020 09:20:00 AM,PHONE,3.50,420,TAYLOR AVE N BETWEEN DENNY WAY AND JOHN ST,E,35694,,47.61915653,-122.34616925
914140470,15101002,12/09/2020 09:20:00 AM,PHONE,0.25,30,WOODLAWN AVE NE BETWEEN NE RAVENNA WB BV AND NE 71ST ST,E,36310,,47.67943566,-122.32455851
914140498,5075002,12/09/2020 09:20:00 AM,PHONE,1.00,120,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,NE,123943,,47.6131628,-122.33161264
914140529,2505004,12/09/2020 09:21:00 AM,PHONE,1.00,120,ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,NE,10222,,47.61534671,-122.35367301
914140565,5033302,12/09/2020 09:20:00 AM,CREDIT CARD,1.00,120,STEWART ST BETWEEN 2ND AVE AND 3RD AVE,SE,12878,,47.61126224,-122.33994252
914140591,8156002,12/09/2020 09:21:00 AM,PHONE,0.25,15,COLUMBIA ST BETWEEN TERRY AVE AND BOREN AVE,NW,55029,,47.60771806,-122.3244191
914140630,18008007,12/09/2020 09:21:00 AM,PHONE,3.32,1419,WESTLAKE EAST RDWY AVE N BETWEEN GALER ST AND WESTLAKE SHORE RDWY 1 AVE N,W,13577,524,47.63302149,-122.34057928
914140637,2046002,12/09/2020 09:20:00 AM,CREDIT CARD,1.17,120,ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,NE,76622,,47.60963243,-122.34549519
914140654,8067002,12/09/2020 09:21:00 AM,PHONE,0.33,20,MARION ST BETWEEN BOREN AVE AND MINOR AVE,SE,11674,,47.60883396,-122.3238706
914140659,19260002,12/09/2020 09:20:00 AM,CREDIT CARD,1.00,120,HARRISON ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,N,56073,,47.62212606,-122.33914567
914140768,2031002,12/09/2020 09:21:00 AM,CASH,1.75,120,WESTERN AVE BETWEEN UNION ST AND PIKE ST,NE,36106,,47.6079181,-122.34057019
914140777,19106002,12/09/2020 09:21:00 AM,PHONE,1.00,120,MINOR AVE N BETWEEN THOMAS ST AND HARRISON ST,E,34506,,47.62139794,-122.33288439
914140778,21062304,12/09/2020 09:21:00 AM,PHONE,3.18,240,STEWART ST BETWEEN TERRY AVE AND BOREN AVE,SE,12886,,47.61653071,-122.33311921
914140779,10359004,12/09/2020 09:21:00 AM,PHONE,2.00,240,VINE ST BETWEEN 4TH AVE AND 5TH AVE,SE,81294,,47.61753486,-122.34659369
914140788,19504010,12/09/2020 09:21:00 AM,CREDIT CARD,0.75,90,FAIRVIEW AVE N BETWEEN WARD ST AND YALE AVE N,SE,78270,,47.62818715,-122.33144885
914140792,5510002,12/09/2020 09:21:00 AM,CREDIT CARD,1.00,120,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,SW,1013,,47.60642352,-122.33798252
914140812,1140002,12/09/2020 09:21:00 AM,PHONE,1.00,120,2ND AVE S BETWEEN S JACKSON ST AND S KING ST,W,70865,,47.59877036,-122.3316886
914140813,17105004,12/09/2020 09:21:00 AM,PHONE,2.00,240,WARREN AVE N BETWEEN DENNY WAY AND JOHN ST,W,13445,,47.61918743,-122.35422373
914140814,7075002,12/09/2020 09:21:00 AM,PHONE,0.50,60,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,N,14953,,47.61300718,-122.31881786
