_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
5570,80 Sackville Street,EB,2020-07-16T14:00:00,41,"{u'type': u'Point', u'coordinates': (-79.362375, 43.655995)}",5,Weekdays from 7 AM - 9 PM,972,Queen St EB ,40,2020-01-13T17:00:00,46,13.0
5571,446 Queen Street East,WB,,41,"{u'type': u'Point', u'coordinates': (-79.360953, 43.656437)}",5,Weekdays from 7 AM - 9 PM,978,Queen St WB ,40,2020-01-14T16:00:00,46,13.0
5572,437 Sherbourne Street,NB,,31,"{u'type': u'Point', u'coordinates': (-79.374199, 43.666165)}",20,Weekdays from 7 AM - 9 PM,1997,Sherbourne St NB ,30,2020-03-10T04:00:00,36,13.0
5573,90 Alexander Street,EB,,31,"{u'type': u'Point', u'coordinates': (-79.379519, 43.663912)}",20,Weekdays from 7 AM - 9 PM,2124,Alexander St EB ,30,2020-03-30T15:00:00,36,13.0
5574,191 Sentinel Road,NB,,41,"{u'type': u'Point', u'coordinates': (-79.497838, 43.752372)}",5,Weekdays from 7 AM - 9 PM,2222,Sentinel Rd NB ,40,2020-06-11T13:00:00,46,7.0
5575,140 Glebeholme Boulevard,WB,,31,"{u'type': u'Point', u'coordinates': (-79.332557, 43.684151)}",20,Weekdays from 7 AM - 9 PM,55,Glebeholme Blvd WB ,30,2019-04-03T12:00:00,36,14.0
5576,226 Broadview Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.351235, 43.661865)}",20,Weekdays from 7 AM - 9 PM,71,Broadview Ave SB ,30,2018-02-02T19:00:00,36,14.0
5577,155 Broadview Avenue,NB,2020-04-25T15:00:00,41,"{u'type': u'Point', u'coordinates': (-79.350384, 43.660277)}",30,Weekdays from 7 AM - 9 PM,103,Broadview Ave NB ,40,2018-02-02T19:00:00,46,14.0
5578,363 Jones Avenue,SB,2020-02-28T04:00:00,41,"{u'type': u'Point', u'coordinates': (-79.337305, 43.673331)}",30,Weekdays from 7 AM - 9 PM,142,Jones Ave SB ,40,2019-01-01T05:00:00,46,14.0
5579,180 Carlaw Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.340014, 43.660605)}",20,Weekdays from 7 AM - 9 PM,172,Carlaw Ave SB ,30,2018-02-02T18:00:00,36,14.0
5580,285 Donlands Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.340684, 43.688903)}",20,Weekdays from 7 AM - 9 PM,187,Donlands Ave NB ,30,2019-01-03T19:00:00,36,14.0
5581,487 Jones Avenue,NB,2020-04-02T03:00:00,41,"{u'type': u'Point', u'coordinates': (-79.338471, 43.676307)}",30,Weekdays from 7 AM - 9 PM,220,Jones Ave NB ,40,2018-02-02T18:00:00,46,14.0
5582,343 Jones Avenue,NB,2019-12-09T16:00:00,41,"{u'type': u'Point', u'coordinates': (-79.3368117282, 43.6722795217)}",30,Weekdays from 7 AM - 9 PM,259,Jones Ave NB ,40,2019-01-01T05:00:00,46,14.0
5583,930 Dundas Street East,WB,2020-03-02T17:00:00,41,"{u'type': u'Point', u'coordinates': (-79.349116, 43.663094)}",30,Weekdays from 7 AM - 9 PM,275,Dundas St E WB ,40,2019-01-01T05:00:00,46,14.0
5584,800 Greenwood Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.334377, 43.682012)}",20,Weekdays from 7 AM - 9 PM,413,Strathmore Blvd WB ,30,2019-04-15T14:00:00,36,14.0
5585,449 O'Connor Drive,EB,2018-04-17T12:00:00,31,"{u'type': u'Point', u'coordinates': (-79.332715, 43.696974)}",20,Weekdays from 7 AM - 9 PM,464,499 O'Connor Dr EB  - Trial,30,2018-04-06T19:00:00,36,14.0
5586,384 Plains Road,WB,2020-01-08T04:00:00,31,"{u'type': u'Point', u'coordinates': (-79.3300418041, 43.6957933178)}",20,Weekdays from 7 AM - 9 PM,473,Plains Rd WB ,30,2019-08-01T04:00:00,36,14.0
5587,123 Blake Street,NB,,31,"{u'type': u'Point', u'coordinates': (-79.339621, 43.675992)}",20,Weekdays from 7 AM - 9 PM,479,Blake St NB ,30,2019-03-11T11:00:00,36,14.0
5588,701 Greenwood Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.332991, 43.683007)}",30,Weekdays from 7 AM - 9 PM,515,Greenwood Ave NB ,40,2019-04-03T13:00:00,46,14.0
5589,137 Carlaw Avenue,NB,2020-03-31T16:00:00,41,"{u'type': u'Point', u'coordinates': (-79.339416, 43.659536)}",30,Weekdays from 7 AM - 9 PM,560,Carlaw Ave NB ,40,2018-02-09T18:00:00,46,14.0
5590,433 Eastern Avenue,,2018-02-09T15:00:00,31,"{u'type': u'Point', u'coordinates': (-79.3436940165, 43.6572348239)}",20,Weekdays from 7 AM - 9 PM,606,433 Eastern Ave ,30,2016-11-09T16:00:00,36,14.0
5591, Plains Road,EB,,31,"{u'type': u'Point', u'coordinates': (-79.332489, 43.695138)}",20,Weekdays from 7 AM - 9 PM,612,Plains Rd EB ,30,2018-02-02T20:00:00,36,14.0
5592,27 Glebeholme Boulevard,EB,,31,"{u'type': u'Point', u'coordinates': (-79.337171, 43.683109)}",20,Weekdays from 7 AM - 9 PM,620,Glebeholme Blvd EB ,30,2019-04-03T13:00:00,36,14.0
5593,272 Donlands Avenue,SB,2020-01-08T04:00:00,41,"{u'type': u'Point', u'coordinates': (-79.341062, 43.690131)}",30,Weekdays from 7 AM - 9 PM,634,Donlands Ave SB ,40,2019-08-01T04:00:00,46,14.0
5594,592 Coxwell Avenue,SB,2020-01-08T04:00:00,41,"{u'type': u'Point', u'coordinates': (-79.322445, 43.680467)}",5,Weekdays from 7 AM - 9 PM,689,Coxwell Ave SB ,40,2019-10-18T12:00:00,46,14.0
5595,21 Lesmount Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.340391, 43.690467)}",20,Weekdays from 7 AM - 9 PM,710,Lesmount Ave SB ,30,2019-01-03T19:00:00,36,14.0
5596,93 Strathmore Boulevard,EB,,31,"{u'type': u'Point', u'coordinates': (-79.336647, 43.681352)}",20,Weekdays from 7 AM - 9 PM,715,Stratmore Blvd EB ,30,2019-04-03T12:00:00,36,14.0
5597,147 Durant Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.330374, 43.694512)}",20,Weekdays from 7 AM - 9 PM,738,Durant Ave NB ,30,2019-11-21T19:00:00,36,14.0
5598,129 Durant Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.329685, 43.693855)}",5,Weekdays from 7 AM - 9 PM,747,Cosburn Ave WB ,40,2019-11-21T19:00:00,46,14.0
5599,501 Cosburn Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.331879, 43.693257)}",5,Weekdays from 7 AM - 9 PM,804,Cosburn Ave EB ,40,2019-11-21T19:00:00,46,14.0
5600,555 Mortimer Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.328029, 43.68927)}",20,Weekdays from 7 AM - 9 PM,854,Durant Ave NB ,30,2019-12-02T19:00:00,36,14.0
5601,845 Coxwell Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.32693, 43.691306)}",5,Weekdays from 7 AM - 9 PM,860,Coxwell Ave SB ,40,2019-12-05T19:00:00,46,14.0
5602,13 Coatsworth Crescent,NB,,41,"{u'type': u'Point', u'coordinates': (-79.321861, 43.679049)}",5,Weekdays from 7 AM - 9 PM,914,Coxwell Ave NB ,40,2020-01-15T15:00:00,46,14.0
5603,299 Lesmount Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.341226, 43.690307)}",5,Weekdays from 7 AM - 9 PM,933,Donlands Ave NB ,40,2020-01-30T15:00:00,46,14.0
5604,594 Coxwell Avenue,SB,2020-09-22T12:00:00,41,"{u'type': u'Point', u'coordinates': (-79.32251, 43.680547)}",5,Weekdays from 7 AM - 9 PM,939,Coxwell Ave SB ,40,2020-01-21T14:00:00,46,14.0
5605,910 Dundas Street East,WB,,41,"{u'type': u'Point', u'coordinates': (-79.349841, 43.662805)}",5,Weekdays from 7 AM - 9 PM,951,Dundas St WB ,40,2020-01-15T17:00:00,46,14.0
5606,36 Plains Road,WB,,31,"{u'type': u'Point', u'coordinates': (-79.331866, 43.695311)}",20,Weekdays from 7 AM - 9 PM,983,Plains Ave WB ,30,2020-01-15T15:00:00,36,14.0
5607,245 Riverdale Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.342871, 43.670906)}",5,Weekdays from 7 AM - 9 PM,1929,Riverdale Ave EB ,40,2020-02-20T15:00:00,46,14.0
5608,932 Dundas Street East,WB,,41,"{u'type': u'Point', u'coordinates': (-79.348912, 43.663121)}",5,Weekdays from 7 AM - 9 PM,1955,Dundas St E WB ,40,2020-03-02T17:00:00,46,14.0
5609,323 Jones Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.336518, 43.671397)}",5,Weekdays from 7 AM - 9 PM,1964,Jones Ave NB ,40,2020-02-21T19:00:00,46,14.0
5610,220 Langley Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.342405, 43.670148)}",5,Weekdays from 7 AM - 9 PM,1992,Langley Ave WB ,40,2020-02-18T16:00:00,46,14.0
5611,210 Langley Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.342879, 43.669923)}",5,Weekdays from 7 AM - 9 PM,2026,Langley Ave EB ,40,2020-02-18T15:00:00,46,14.0
5612,260 Riverdale Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.342517, 43.671173)}",5,Weekdays from 7 AM - 9 PM,2043,Riverdale Ave WB ,40,2020-02-19T14:00:00,46,14.0
5613,473 Jones Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.338539, 43.676234)}",5,Weekdays from 7 AM - 9 PM,2133,Byng Ave SB ,40,2020-04-02T18:00:00,46,14.0
5614,473 Jones Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.338539, 43.676234)}",5,Weekdays from 7 AM - 9 PM,2163,Jones Ave NB ,40,2020-04-17T04:00:00,46,14.0
5615,145 Broadview Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.350281, 43.660096)}",5,Weekdays from 7 AM - 9 PM,2170,Broadview Ave NB ,40,2020-04-29T15:00:00,46,14.0
5616,69 Denton Avenue,EB,2020-11-30T01:00:00,41,"{u'type': u'Point', u'coordinates': (-79.282583, 43.694231)}",30,Weekdays from 7 AM - 9 PM,2081,Denton Ave EB ,40,2020-03-16T16:00:00,46,20.0
5617,396 Belsize Drive,WB,,31,"{u'type': u'Point', u'coordinates': (-79.376252, 43.704903)}",20,Weekdays from 7 AM - 9 PM,160,Belsize Dr WB ,30,2019-01-03T20:00:00,36,15.0
5618,3 Portsmith Road,SB,,31,"{u'type': u'Point', u'coordinates': (-79.370873, 43.753903)}",20,Weekdays from 7 AM - 9 PM,169,Banbury Rd SB ,30,2019-03-20T11:00:00,36,15.0
5619,341 Banbury Road,NB,2020-01-20T20:00:00,31,"{u'type': u'Point', u'coordinates': (-79.370695, 43.754006)}",20,Weekdays from 7 AM - 9 PM,248,Banbury Rd NB ,30,2019-03-20T11:00:00,36,15.0
5620,761 Meadowvale Road,NB,,51,"{u'type': u'Point', u'coordinates': (-79.164392, 43.794796)}",30,Weekdays from 7 AM - 9 PM,2529,Meadowvale Rd NB  - C ,50,2020-11-27T14:00:00,56,25.0
5621,100 Bamburgh Circle,SB,,41,"{u'type': u'Point', u'coordinates': (-79.327482, 43.814525)}",5,Weekdays from 7 AM - 9 PM,2494,Bamburgh Circle W Leg SB ,40,2020-11-03T05:00:00,46,22.0
5622,404 Rogers Road,EB,2020-11-30T00:00:00,31,"{u'type': u'Point', u'coordinates': (-79.461346, 43.683223)}",20,Weekdays from 7 AM - 9 PM,383,Rogers Rd EB ,30,2017-12-13T20:00:00,36,9.0
5623,28 Broadway Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.397357, 43.709914)}",20,Weekdays from 7 AM - 9 PM,416,Broadway Ave WB ,30,2019-03-20T10:00:00,36,15.0
5624,1 Versailles Court,EB,,61,"{u'type': u'Point', u'coordinates': (-79.375956, 43.750273)}",30,Weekdays from 7 AM - 9 PM,451,York Mills Rd EB ,60,2019-04-12T10:00:00,66,15.0
5625,378 Banbury Road,SB,,31,"{u'type': u'Point', u'coordinates': (-79.371364, 43.756183)}",20,Weekdays from 7 AM - 9 PM,509,Banbury Rd SB ,30,2019-03-08T13:00:00,36,15.0
5626,181 Cleveland Street,SB,,31,"{u'type': u'Point', u'coordinates': (-79.377696, 43.705672)}",20,Weekdays from 7 AM - 9 PM,528,Cheston Rd SB ,30,2019-01-03T19:00:00,36,15.0
5627,64 Erskine Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.396541, 43.711757)}",20,Weekdays from 7 AM - 9 PM,540,Erskine Ave WB ,30,2017-11-30T20:00:00,36,15.0
5628,doris,WB,,31,"{u'type': u'Point', u'coordinates': (-79.3812274167, 43.7174366325)}",20,Weekdays from 7 AM - 9 PM,581,Mimico Ave WB ,30,2019-03-20T11:00:00,36,15.0
5629,301 Banbury Road,WB,,61,"{u'type': u'Point', u'coordinates': (-79.37079, 43.751548)}",30,Weekdays from 7 AM - 9 PM,604,York Mills Rd WB ,60,2019-04-12T12:00:00,66,15.0
5630,502 Blythwood Road ,WB,2020-09-24T03:00:00,31,"{u'type': u'Point', u'coordinates': (-79.3853321739, 43.7198530928)}",20,Weekdays from 7 AM - 9 PM,608,Blythwood Rd WB ,30,2017-01-12T16:00:00,36,15.0
5631,837 Millwood Road  ,,2017-03-01T17:00:00,41,"{u'type': u'Point', u'coordinates': (-79.3671794386, 43.7048113786)}",30,Weekdays from 7 AM - 9 PM,708,Millwood ,40,2016-01-01T15:00:00,46,15.0
5632,135 Overlea Boulevard,EB,,51,"{u'type': u'Point', u'coordinates': (-79.336226, 43.709216)}",30,Weekdays from 7 AM - 9 PM,874,Overlea Blvd EB ,50,2019-12-09T19:00:00,56,15.0
5633,837 Millwood Road  ,WB,2017-03-01T17:00:00,41,"{u'type': u'Point', u'coordinates': (-79.3671794386, 43.7048113786)}",30,Weekdays from 7 AM - 9 PM,2160,Millwood Rd WB ,40,2020-04-16T04:00:00,46,15.0
5634,44 Roanoke Road,WB,,51,"{u'type': u'Point', u'coordinates': (-79.323498, 43.742384)}",30,Weekdays from 7 AM - 9 PM,25,Roanoke Rd WB ,50,2019-04-15T16:00:00,56,16.0
5635,15 Underhill Drive,NB,,31,"{u'type': u'Point', u'coordinates': (-79.325313, 43.742408)}",20,Weekdays from 7 AM - 9 PM,123,Underhill Dr NB ,30,2018-10-25T14:00:00,36,16.0
5636,4 Rustywood Drive,NB,,41,"{u'type': u'Point', u'coordinates': (-79.320933, 43.751851)}",5,Weekdays from 7 AM - 9 PM,212,Avonwick Gt NB ,40,2018-01-26T17:00:00,46,16.0
5637,27 Roanoke Road,EB,,31,"{u'type': u'Point', u'coordinates': (-79.32569, 43.741762)}",20,Weekdays from 7 AM - 9 PM,522,Roanoke Rd EB ,30,2018-10-18T18:00:00,36,16.0
5638,703 Don Mills Road,NB,,51,"{u'type': u'Point', u'coordinates': (-79.333634, 43.708044)}",30,Weekdays from 7 AM - 9 PM,876,Don Mills Rd NB ,50,2019-12-10T20:00:00,56,16.0
5639,1342 York Mills Road,WB,2020-06-04T08:00:00,41,"{u'type': u'Point', u'coordinates': (-79.320141, 43.762526)}",5,Weekdays from 7 AM - 9 PM,1966,York Mills Rd WB ,40,2020-02-25T15:00:00,46,16.0
5640,49 Ranchdale Crescent,NB,,41,"{u'type': u'Point', u'coordinates': (-79.322201, 43.751879)}",5,Weekdays from 7 AM - 9 PM,1983,Ranchdale Cres NB ,40,2020-02-24T17:00:00,46,16.0
5641,30 Roywood Drive,SB,,51,"{u'type': u'Point', u'coordinates': (-79.323752, 43.764561)}",30,Weekdays from 7 AM - 9 PM,2009,Roywood Dr SB ,50,2020-02-25T17:00:00,56,16.0
5642,1342 York Mills Road,WB,,41,"{u'type': u'Point', u'coordinates': (-79.320123, 43.762508)}",5,Weekdays from 7 AM - 9 PM,2357,York Milld Rd WB - C,40,2020-09-22T18:00:00,46,16.0
5643,118 Fenside Drive,NB,,41,"{u'type': u'Point', u'coordinates': (-79.329109, 43.763561)}",5,Weekdays from 7 AM - 9 PM,2374,Fenside Dr NB - C,40,2020-09-22T15:00:00,46,16.0
5644,140 Fenside Drive,SB,,41,"{u'type': u'Point', u'coordinates': (-79.329686, 43.764459)}",5,Weekdays from 7 AM - 9 PM,2375,Fenside Dr SB - C,40,2020-09-22T15:00:00,46,16.0
5645,1342 York Mills Road,WB,,41,"{u'type': u'Point', u'coordinates': (-79.320123, 43.762508)}",5,Weekdays from 7 AM - 9 PM,2379,York Milld Rd WB ,40,2020-09-24T04:00:00,46,16.0
5646,140 Fenside Drive,SB,,41,"{u'type': u'Point', u'coordinates': (-79.329686, 43.764459)}",5,Weekdays from 7 AM - 9 PM,2382,Fenside Dr SB ,40,2020-09-24T04:00:00,46,16.0
5647,118 Fenside Drive,NB,,41,"{u'type': u'Point', u'coordinates': (-79.329109, 43.763561)}",5,Weekdays from 7 AM - 9 PM,2383,Fenside Dr NB ,40,2020-09-24T04:00:00,46,16.0
5648,108 Van Horne Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.358544, 43.785459)}",5,Weekdays from 7 AM - 9 PM,68,Van Horne Ave WB ,40,2019-07-24T11:00:00,46,17.0
5649,63 Van Horne Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.360229, 43.785002)}",5,Weekdays from 7 AM - 9 PM,69,Van Horne Ave EB ,40,2019-07-24T11:00:00,46,17.0
5650,7 Snowcrest Avenue,SB,2020-02-25T04:00:00,41,"{u'type': u'Point', u'coordinates': (-79.387372, 43.792925)}",30,Weekdays from 7 AM - 9 PM,104,Snowcrest Ave SB ,40,2019-01-01T05:00:00,46,17.0
5651,172 Old Sheppard Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.327683, 43.779968)}",20,Weekdays from 7 AM - 9 PM,114,Old Sheppard Ave EB ,30,2018-11-21T20:00:00,36,17.0
5652,604 Van Horne Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.332991, 43.788514)}",5,Weekdays from 7 AM - 9 PM,180,Van Horne Ave WB ,40,2019-07-24T14:00:00,46,17.0
5653,172 Brian Drive,SB,,41,"{u'type': u'Point', u'coordinates': (-79.334746, 43.787179)}",5,Weekdays from 7 AM - 9 PM,213,Brian Dr SB ,40,2019-07-24T16:00:00,46,17.0
5654,10 Snowcrest Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.38674, 43.792513)}",20,Weekdays from 7 AM - 9 PM,280,Snowcrest Ave NB ,30,2018-01-22T13:00:00,36,17.0
5655,7 Bunty Lane,NB,,31,"{u'type': u'Point', u'coordinates': (-79.385468, 43.77458)}",20,Weekdays from 7 AM - 9 PM,290,Bunty Ln NB ,30,2018-10-18T12:00:00,36,17.0
5656,561 Van Horne Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.336405, 43.787672)}",5,Weekdays from 7 AM - 9 PM,299,Van Horne Ave EB ,40,2019-07-24T15:00:00,46,17.0
5657,312 Seneca Hill Drive,EB,,31,"{u'type': u'Point', u'coordinates': (-79.356609, 43.790593)}",20,Weekdays from 7 AM - 9 PM,301,Seneca Hill Dr EB ,30,2019-03-11T12:00:00,36,17.0
5658,110 Pineway Boulevard,SB,,31,"{u'type': u'Point', u'coordinates': (-79.373896, 43.796968)}",20,Weekdays from 7 AM - 9 PM,337,Pineway Blvd SB ,30,2019-03-11T12:00:00,36,17.0
5659,615 Seneca Hill Drive,SB,,31,"{u'type': u'Point', u'coordinates': (-79.3523, 43.790707)}",20,Weekdays from 7 AM - 9 PM,364,Don Mills Rd SB ,30,2019-03-11T12:00:00,36,17.0
5660,45 Palomino Crescent,SB,,31,"{u'type': u'Point', u'coordinates': (-79.385869, 43.77722)}",20,Weekdays from 7 AM - 9 PM,490,Bunty Ln SB ,30,2018-10-16T18:00:00,36,17.0
5661,93 Pineway Boulevard,NB,,31,"{u'type': u'Point', u'coordinates': (-79.374373, 43.795309)}",20,Weekdays from 7 AM - 9 PM,492,Pineway Blvd NB ,30,2019-03-11T12:00:00,36,17.0
5662,2789 Victoria Park Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.32626, 43.781952)}",20,Weekdays from 7 AM - 9 PM,557,Victorial Park Ave SB ,30,2018-10-26T12:00:00,36,17.0
5663,288 Van Horne Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.334473, 43.787029)}",5,Weekdays from 7 AM - 9 PM,598,Brian Dr NB ,40,2019-07-24T17:00:00,46,17.0
5664,615 Seneca Hill Drive  ,EB,2020-04-16T03:00:00,41,"{u'type': u'Point', u'coordinates': (-79.3521215172, 43.7906840293)}",30,Weekdays from 7 AM - 9 PM,619,Seneca Hill Dr EB ,40,2016-11-10T18:00:00,46,17.0
5665,4 Snowcrest Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.387414, 43.793015)}",5,Weekdays from 7 AM - 9 PM,1946,Snowcrest Ave SB ,40,2020-02-25T19:00:00,46,17.0
5666,290 McNicoll Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.349193, 43.800852)}",5,Weekdays from 7 AM - 9 PM,2147,McNicoll Ave WB ,40,2020-04-07T14:00:00,46,17.0
5667,216 McNicoll Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.353037, 43.799593)}",5,Weekdays from 7 AM - 9 PM,2148,McNicoll Ave EB ,40,2020-04-07T13:00:00,46,17.0
5668,615 Seneca Hill Drive,WB,,31,"{u'type': u'Point', u'coordinates': (-79.3523, 43.790707)}",20,Weekdays from 7 AM - 9 PM,2155,Seneca Hill Dr WB ,30,2020-04-16T04:00:00,36,17.0
5669,312 Seneca Hill Drive,WB,,31,"{u'type': u'Point', u'coordinates': (-79.355939, 43.790015)}",20,Weekdays from 7 AM - 9 PM,2157,Seneca Hill Dr WB ,30,2020-04-16T04:00:00,36,17.0
5670,206 Doris Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.410598, 43.768863)}",20,Weekdays from 7 AM - 9 PM,13,Princess Ave NB ,30,2019-03-07T15:00:00,36,18.0
5671,76 Maxome Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.40102, 43.789072)}",20,Weekdays from 7 AM - 9 PM,34,Maxome Ave SB ,30,2019-03-07T13:00:00,36,18.0
5672,213 Churchill Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.42895, 43.769973)}",20,Weekdays from 7 AM - 9 PM,62,Churchill Ave EB ,30,2019-03-07T15:00:00,36,18.0
5673,75 Cactus Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.433148, 43.789185)}",5,Weekdays from 7 AM - 9 PM,82,Cactus Ave NB ,40,2019-08-02T12:00:00,46,18.0
5674,425 Patricia Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.442309, 43.784827)}",30,Weekdays from 7 AM - 9 PM,120,Patricia Ave EB ,40,2019-04-03T13:00:00,46,18.0
5675,157 Avondale Avenue ,,2017-03-01T17:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4012703152, 43.7600937109)}",30,Weekdays from 7 AM - 9 PM,135,Avondale ,40,2016-01-01T15:00:00,46,18.0
5676,288 Pleasant Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.434271, 43.789577)}",5,Weekdays from 7 AM - 9 PM,140,Pleasant Ave WB ,40,2019-08-08T13:00:00,46,18.0
5677,105 McKee Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.408447, 43.774175)}",20,Weekdays from 7 AM - 9 PM,223,McKee Ave WB ,30,2018-10-18T18:00:00,36,18.0
5678,65 McKee Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.410792, 43.773567)}",20,Weekdays from 7 AM - 9 PM,270,McKee Ave EB ,30,2018-10-18T18:00:00,36,18.0
5679,50 Hounslow Avenue  ,,2017-03-01T17:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4169505091, 43.7756900469)}",30,Weekdays from 7 AM - 9 PM,302,Beecroft ,40,2016-01-01T05:00:00,46,18.0
5680,246 Drewry Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.428871, 43.784541)}",20,Weekdays from 7 AM - 9 PM,306,Drewry Ave EB ,30,2018-02-05T19:00:00,36,18.0
5681,111 Yorkview Drive,WB,,31,"{u'type': u'Point', u'coordinates': (-79.434526, 43.772207)}",20,Weekdays from 7 AM - 9 PM,321,Yorkview DR WB ,30,2019-03-07T15:00:00,36,18.0
5682,212 Drewry Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.427162, 43.785065)}",20,Weekdays from 7 AM - 9 PM,331,Drewry Ave WB ,30,2018-02-06T14:00:00,36,18.0
5683,120 Cactus Avenue  ,,2017-03-01T17:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4339557143, 43.791565)}",30,Weekdays from 7 AM - 9 PM,355,Cactus ,40,2016-01-01T05:00:00,46,18.0
5684,304 Finch Avenue East,WB,,51,"{u'type': u'Point', u'coordinates': (-79.393511, 43.784719)}",30,Weekdays from 7 AM - 9 PM,358,Finch Ave E WB ,50,2019-04-03T13:00:00,56,18.0
5685,400 Patricia Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.439034, 43.785664)}",30,Weekdays from 7 AM - 9 PM,389,Patricia Ave WB ,40,2019-04-03T13:00:00,46,18.0
5686,84 Norton Avenue ,,2017-03-01T17:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4091023655, 43.7731412963)}",30,Weekdays from 7 AM - 9 PM,402,Kenneth ,40,2016-01-01T05:00:00,46,18.0
5687,321 Hollywood Avenue ,,2017-03-01T17:00:00,41,"{u'type': u'Point', u'coordinates': (-79.3945969792, 43.7694496762)}",30,Weekdays from 7 AM - 9 PM,422,Hollywood ,40,2016-01-01T05:00:00,46,18.0
5688,194 Doris Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.410235, 43.768329)}",20,Weekdays from 7 AM - 9 PM,502,Princess Ave SB ,30,2019-03-12T10:00:00,36,18.0
5689,40 Maxome Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.400328, 43.786434)}",20,Weekdays from 7 AM - 9 PM,513,Maxome Ave NB ,30,2019-03-07T13:00:00,36,18.0
5690,257 Finch Avenue East,EB,,51,"{u'type': u'Point', u'coordinates': (-79.397247, 43.783736)}",30,Weekdays from 7 AM - 9 PM,570,Finch Ave E EB ,50,2019-04-03T13:00:00,56,18.0
5691,224 Ellerslie Avenue  ,,2017-03-01T17:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4242353888, 43.7693683263)}",30,Weekdays from 7 AM - 9 PM,599,Ellerslie ,40,2016-01-01T05:00:00,46,18.0
5692,226 Cameron Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.422069, 43.754731)}",20,Weekdays from 7 AM - 9 PM,771,Cameron Ave WB ,30,2019-04-11T10:00:00,36,18.0
5693,211 Cameron Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.422778, 43.754408)}",20,Weekdays from 7 AM - 9 PM,794,Cameron Ave EB ,30,2019-04-11T10:00:00,36,18.0
5694,159 Finch Avenue West,WB,,51,"{u'type': u'Point', u'coordinates': (-79.429203, 43.776564)}",30,Weekdays from 7 AM - 9 PM,810,Finch Ave W WB ,50,2019-11-19T16:00:00,56,18.0
5695,156 Finch Avenue West,EB,,51,"{u'type': u'Point', u'coordinates': (-79.429334, 43.776825)}",30,Weekdays from 7 AM - 9 PM,846,Finch Ave W EB ,50,2019-11-15T15:00:00,56,18.0
