Account Number,Assessment Year,Suite,House Number,Street Name,Legal Description,Latitude,Longitude,Point Location,Neighbourhood,Actual Year Built,Garage,Zoning,Lot Size,Assessed Value,Assessment Class 1,Assessment Class % 1,Assessment Class 2,Assessment Class % 2,Assessment Class 3,Assessment Class % 3
1015353,2018,,1119,108 STREET NW,Plan: 8023036  Block: 17  Lot: 35,53.44271,-113.50191,POINT (-113.50191 53.44271),BEARSPAW,1985,Y,RF1,756.0140,474500.00,RESIDENTIAL,100,,,,
1007095,2012,,8847,152B AVENUE NW,Plan: 8023176  Block: 31  Lot: 94,53.61418,-113.47909,POINT (-113.47909 53.61418),EVANSDALE,1982,Y,RF1,476.5450,376500.00,RESIDENTIAL,100,,,,
1014919,2017,,10424,16 AVENUE NW,Plan: 8023036  Block: 12  Lot: 140,53.44654,-113.49534,POINT (-113.49534 53.44654),BEARSPAW,1982,Y,RF1,510.7980,344000.00,RESIDENTIAL,100,,,,
1017029,2019,,34,WOLF CRESCENT NW,Plan: 4697TR  Block: 9  Lot: 6,53.50555,-113.59814,POINT (-113.59814 53.50555),WESTRIDGE,1975,Y,RF1,663.9400,736000.00,RESIDENTIAL,100,,,,
1017946,2019,,1019,107 STREET NW,Plan: 8023036  Block: 21  Lot: 39,53.44032,-113.50154,POINT (-113.50154 53.44032),BEARSPAW,1984,Y,RF1,622.4840,467500.00,RESIDENTIAL,100,,,,
1028992,2014,6,10415,78 AVENUE NW,Plan: 8120394  Unit: 6,53.51397,-113.49867,POINT (-113.49867 53.51397),QUEEN ALEXANDRA,1962,N,RA7,78.4430,112000.00,RESIDENTIAL,100,,,,
1018399,2019,,96,WILLOW WAY NW,Plan: 7921480  Unit: 19,53.50354,-113.60145,POINT (-113.60145 53.50354),WESTRIDGE,1978,Y,RF5,484.9980,407500.00,RESIDENTIAL,100,,,,
1006089,2019,105,10138,116 STREET NW,Plan: 8022063  Unit: 11,53.54195,-113.52183,POINT (-113.52183 53.54195),OLIVER,1979,N,RA9,40.2680,147500.00,RESIDENTIAL,100,,,,
1015338,2017,,1123,108 STREET NW,Plan: 8023036  Block: 17  Lot: 34,53.44285,-113.50197,POINT (-113.50197 53.44285),BEARSPAW,1984,Y,RF1,910.0340,425500.00,RESIDENTIAL,100,,,,
1036128,2014,,9504,178A AVENUE NW,Plan: 8120894  Block: 1  Lot: 188,53.64099,-113.4882,POINT (-113.4882 53.64099),LAGO LINDO,1987,N,RF1,516.0920,302500.00,RESIDENTIAL,100,,,,
1022078,2013,,6,WOLF WILLOW POINT NW,Plan: 7521087  Block: 15  Lot: 6,53.5005,-113.59559,POINT (-113.59559 53.5005),WESTRIDGE,1978,Y,RF1,1201.4990,895000.00,RESIDENTIAL,100,,,,
1007004,2013,,8827,152B AVENUE NW,Plan: 8023176  Block: 31  Lot: 88,53.61421,-113.47788,POINT (-113.47788 53.61421),EVANSDALE,1983,Y,RF1,478.9330,365000.00,RESIDENTIAL,100,,,,
1027036,2017,7,1020,41 STREET NW,Plan: 8120382  Unit: 27,53.43868,-113.40593,POINT (-113.40593 53.43868),CRAWFORD PLAINS,1979,N,RF5,237.2460,200500.00,RESIDENTIAL,100,,,,
1029644,2012,41,2020,105 STREET NW,Plan: 8120896  Unit: 40,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,246.9260,234000.00,RESIDENTIAL,100,,,,
1017664,2012,,12,WILLOW WAY NW,Plan: 4697TR  Block: 10  Lot: 9,53.50581,-113.6013,POINT (-113.6013 53.50581),WESTRIDGE,1975,Y,RF1,1087.4150,497000.00,RESIDENTIAL,100,,,,
1032192,2018,,2592,79 STREET NW,Plan: 8120949  Unit: 43,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,241.0700,199000.00,RESIDENTIAL,100,,,,
1018290,2019,,76,WILLOW WAY NW,Plan: 7921480  Unit: 9,53.50354,-113.60145,POINT (-113.60145 53.50354),WESTRIDGE,1978,Y,RF5,621.9390,489500.00,RESIDENTIAL,100,,,,
1033307,2014,,10620,176 STREET NW,Plan: 8120485  Block: 4  Lot: 3A,53.55069,-113.62519,POINT (-113.62519 53.55069),MCNAMARA INDUSTRIAL,1995,N,IM,6015.2050,1053000.00,COMMERCIAL,100,,,,
1010479,2018,,910,RICE ROAD NW,Plan: 8023232  Block: 52  Lot: 44,53.47838,-113.58673,POINT (-113.58673 53.47838),RHATIGAN RIDGE,1984,Y,RF1,607.6810,564000.00,RESIDENTIAL,100,,,,
1030402,2012,2,10160,119 STREET NW,Plan: 8120783  Unit: 2,53.54227,-113.52735,POINT (-113.52735 53.54227),OLIVER,1980,N,RA8,55.5910,213500.00,RESIDENTIAL,100,,,,
1037076,2012,,17808,94 STREET NW,Plan: 8120894  Block: 11  Lot: 15,53.6407,-113.4863,POINT (-113.4863 53.6407),LAGO LINDO,1986,Y,RF1,458.7990,321500.00,RESIDENTIAL,100,,,,
1028059,2012,1,10131,154 STREET NW,Plan: 8120494  Unit: 17,53.54294,-113.58631,POINT (-113.58631 53.54294),CANORA,1966,N,RA7,107.1970,113500.00,RESIDENTIAL,100,,,,
1014760,2013,,280,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 6  Lot: 12,53.50838,-113.60935,POINT (-113.60935 53.50838),WESTRIDGE,1975,Y,RF1,596.8410,416000.00,RESIDENTIAL,100,,,,
1008887,2019,,8624,152B AVENUE NW,Plan: 8023176  Block: 49  Lot: 29,53.61553,-113.47328,POINT (-113.47328 53.61553),EVANSDALE,1983,Y,RF1,675.8800,370000.00,RESIDENTIAL,100,,,,
1029768,2019,53,2020,105 STREET NW,Plan: 8120896  Unit: 52,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,246.9260,229500.00,RESIDENTIAL,100,,,,
1018506,2012,,10565,81 AVENUE NW,Plan: I26  Block: 48  Lot: 15,53.51682,-113.50281,POINT (-113.50281 53.51682),QUEEN ALEXANDRA,1948,Y,CB2,404.2690,343500.00,COMMERCIAL,100,,,,
1017763,2016,,28,WILLOW WAY NW,Plan: 4697TR  Block: 10  Lot: 14,53.5051,-113.60177,POINT (-113.60177 53.5051),WESTRIDGE,1979,Y,RF1,660.3560,594000.00,RESIDENTIAL,100,,,,
1031855,2017,,7919,27 AVENUE NW,Plan: 8120949  Unit: 9,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,242.2070,201500.00,RESIDENTIAL,100,,,,
1012145,2014,,337,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 51,53.50793,-113.60451,POINT (-113.60451 53.50793),WESTRIDGE,1976,Y,RF1,832.3470,515500.00,RESIDENTIAL,100,,,,
1024579,2018,,18419,66 AVENUE NW,Plan: 8120597  Unit: 25,53.50028,-113.64085,POINT (-113.64085 53.50028),ORMSBY PLACE,1978,N,RF5,237.1530,174500.00,RESIDENTIAL,100,,,,
1036888,2016,,17811,94 STREET NW,Plan: 8120894  Block: 10  Lot: 103,53.64083,-113.48555,POINT (-113.48555 53.64083),LAGO LINDO,1985,Y,RF1,473.6760,390500.00,RESIDENTIAL,100,,,,
1035708,2012,,9523,178 AVENUE NW,Plan: 8120894  Block: 1  Lot: 150A,53.63983,-113.48964,POINT (-113.48964 53.63983),LAGO LINDO,1988,Y,RF4,369.0190,292000.00,RESIDENTIAL,100,,,,
1009257,2014,,10336,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14B,53.5458,-113.58907,POINT (-113.58907 53.5458),CANORA,1980,Y,RF2,343.1710,245000.00,RESIDENTIAL,100,,,,
1013192,2017,,1033,106 STREET NW,Plan: 8023036  Block: 12  Lot: 50,53.44071,-113.49813,POINT (-113.49813 53.44071),BEARSPAW,1984,Y,RF1,562.6570,388500.00,RESIDENTIAL,100,,,,
1016443,2016,,95,WOLF CRESCENT NW,Plan: 4697TR  Block: 8  Lot: 25,53.50689,-113.60057,POINT (-113.60057 53.50689),WESTRIDGE,1977,Y,RF1,816.2660,578000.00,RESIDENTIAL,100,,,,
1007574,2012,,8335,152B AVENUE NW,Plan: 8023176  Block: 47  Lot: 120,53.61427,-113.47017,POINT (-113.47017 53.61427),EVANSDALE,1983,N,RF1,481.9700,291000.00,RESIDENTIAL,100,,,,
1028240,2013,35,10453,20 AVENUE NW,Plan: 8120013  Unit: 7,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,237.1320,234000.00,RESIDENTIAL,100,,,,
1029529,2012,29,2020,105 STREET NW,Plan: 8120896  Unit: 28,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,246.9260,234000.00,RESIDENTIAL,100,,,,
1009174,2016,,15216,85 STREET NW,Plan: 8023176  Block: 49  Lot: 49,53.61526,-113.47214,POINT (-113.47214 53.61526),EVANSDALE,1983,Y,RF1,465.2090,338500.00,RESIDENTIAL,100,,,,
1028588,2014,2,10453,20 AVENUE NW,Plan: 8120013  Unit: 40,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,238.6820,230000.00,RESIDENTIAL,100,,,,
1011717,2013,,292,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 55  Lot: 2,53.47587,-113.59073,POINT (-113.59073 53.47587),RHATIGAN RIDGE,1983,Y,RF1,752.1770,681500.00,RESIDENTIAL,100,,,,
1036664,2015,,18024,94 STREET NW,Plan: 8120894  Block: 1  Lot: 241,53.64279,-113.48774,POINT (-113.48774 53.64279),LAGO LINDO,1986,Y,RF1,499.0700,357500.00,RESIDENTIAL,100,,,,
1031913,2014,,7935,27 AVENUE NW,Plan: 8120949  Unit: 15,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,241.0700,192500.00,RESIDENTIAL,100,,,,
1018761,2017,,9508,45 AVENUE NW,Plan: 8023193  Block: 4  Lot: 13B,53.48387,-113.47614,POINT (-113.47614 53.48387),PAPASCHASE INDUSTRIAL,1985,N,IM,4892.8720,3821000.00,COMMERCIAL,100,,,,
1024413,2014,,18459,66 AVENUE NW,Plan: 8120597  Unit: 9,53.50028,-113.64085,POINT (-113.64085 53.50028),ORMSBY PLACE,1978,N,RF5,235.9430,183000.00,RESIDENTIAL,100,,,,
1014703,2012,,274,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 6  Lot: 9,53.50804,-113.61008,POINT (-113.61008 53.50804),WESTRIDGE,1975,Y,RF1,774.4460,560500.00,RESIDENTIAL,100,,,,
1029677,2018,44,2020,105 STREET NW,Plan: 8120896  Unit: 43,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,246.9260,243500.00,RESIDENTIAL,100,,,,
1017987,2012,,1031,107 STREET NW,Plan: 8023036  Block: 21  Lot: 42,53.44083,-113.50119,POINT (-113.50119 53.44083),BEARSPAW,1984,Y,RF1,1205.5380,488000.00,RESIDENTIAL,100,,,,
1010073,2013,,725,RIDDELL STREET NW,Plan: 8023232  Block: 52  Lot: 13,53.47903,-113.5898,POINT (-113.5898 53.47903),RHATIGAN RIDGE,1984,Y,RF1,600.6850,481500.00,RESIDENTIAL,100,,,,
1028505,2019,9,10453,20 AVENUE NW,Plan: 8120013  Unit: 33,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,238.6820,219500.00,RESIDENTIAL,100,,,,
1002518,2012,,8,WEDGEWOOD CRESCENT NW,NE  8-52-25-4,53.48166,-113.64077,POINT (-113.64077 53.48166),WEDGEWOOD HEIGHTS,1977,Y,A,7555.5190,1265500.00,RESIDENTIAL,100,,,,
1014331,2016,,10459,14 AVENUE NW,Plan: 8023036  Block: 12  Lot: 109,53.44449,-113.49684,POINT (-113.49684 53.44449),BEARSPAW,1983,Y,RF1,653.9410,402000.00,RESIDENTIAL,100,,,,
1027721,2012,58,3812,20 AVENUE NW,Plan: 8120611  Unit: 62,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,236.5510,173000.00,RESIDENTIAL,100,,,,
1009372,2012,,207,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 50,53.47742,-113.58545,POINT (-113.58545 53.47742),RHATIGAN RIDGE,1981,Y,RF1,739.4240,504000.00,RESIDENTIAL,100,,,,
1027804,2014,27,3812,20 AVENUE NW,Plan: 8120611  Unit: 70,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,236.5510,182000.00,RESIDENTIAL,100,,,,
1014836,2014,,10408,16 AVENUE NW,Plan: 8023036  Block: 12  Lot: 136,53.44656,-113.49439,POINT (-113.49439 53.44656),BEARSPAW,1983,Y,RF1,485.3190,406000.00,RESIDENTIAL,100,,,,
1033992,2012,,241,RHATIGAN ROAD WEST NW,Plan: 8120653  Block: 52  Lot: 56,53.47769,-113.58831,POINT (-113.58831 53.47769),RHATIGAN RIDGE,1985,Y,RF1,757.7410,555000.00,RESIDENTIAL,100,,,,
1029859,2016,62,2020,105 STREET NW,Plan: 8120896  Unit: 61,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,248.4600,270500.00,RESIDENTIAL,100,,,,
1009018,2012,,8524,152B AVENUE NW,Plan: 8023176  Block: 49  Lot: 40,53.6147,-113.47358,POINT (-113.47358 53.6147),EVANSDALE,1984,Y,RF1,465.4250,351000.00,RESIDENTIAL,100,,,,
1015189,2013,,332,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 6  Lot: 33,53.50779,-113.60552,POINT (-113.60552 53.50779),WESTRIDGE,1975,Y,RF1,702.5620,437000.00,RESIDENTIAL,100,,,,
1006303,2015,,18220,100 AVENUE NW,Plan: 4077KS  Block: 1  Lot: 22 / Plan: 4077KS  Block: 1  Lot: 23,53.5383,-113.63634,POINT (-113.63634 53.5383),PLACE LA RUE,2002,N,CHY,12071.6420,8848500.00,COMMERCIAL,100,,,,
1002021,2017,,2425,184 STREET NW,Plan: 3502MC  Lot: R,53.45611,-113.63828,POINT (-113.63828 53.45611),RIVER'S EDGE,,N,A,7286.3170,36000.00,RESIDENTIAL,100,,,,
1003102,2012,,25,WEDGEWOOD CRESCENT NW,Plan: 6483KS  Block: 3  Lot: 12,53.47971,-113.63671,POINT (-113.63671 53.47971),WEDGEWOOD HEIGHTS,1969,Y,RR,3415.6500,1026000.00,RESIDENTIAL,100,,,,
1024819,2018,,6516,184 STREET NW,Plan: 8120597  Unit: 49,53.50028,-113.64085,POINT (-113.64085 53.50028),ORMSBY PLACE,1978,N,RF5,249.2530,178000.00,RESIDENTIAL,100,,,,
1021971,2015,,157,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 15  Lot: 1W,53.50128,-113.59701,POINT (-113.59701 53.50128),WESTRIDGE,,N,RF1,804.3990,3500.00,RESIDENTIAL,100,,,,
1027010,2018,9,1020,41 STREET NW,Plan: 8120382  Unit: 25,53.43868,-113.40593,POINT (-113.40593 53.43868),CRAWFORD PLAINS,1979,N,RF5,277.1860,189000.00,RESIDENTIAL,100,,,,
1001007,2018,,130,GRANDISLE ROAD NW,NE  29-51-25-4,53.43517,-113.64958,POINT (-113.64958 53.43517),RIVERVIEW AREA,,N,A,94570.6100,7000.00,FARMLAND,100,,,,
1011386,2012,,203,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 14U,53.51114,-113.61231,POINT (-113.61231 53.51114),WESTRIDGE,,N,RF1,682.7350,9000.00,RESIDENTIAL,100,,,,
1036623,2012,,18008,94 STREET NW,Plan: 8120894  Block: 1  Lot: 237,53.64225,-113.48767,POINT (-113.48767 53.64225),LAGO LINDO,1987,Y,RF1,544.5370,373500.00,RESIDENTIAL,100,,,,
1015189,2015,,332,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 6  Lot: 33,53.50779,-113.60552,POINT (-113.60552 53.50779),WESTRIDGE,1975,Y,RF1,702.5620,564500.00,RESIDENTIAL,100,,,,
1028091,2018,5,10131,154 STREET NW,Plan: 8120494  Unit: 21,53.54294,-113.58631,POINT (-113.58631 53.54294),CANORA,1966,N,RA7,79.4350,66000.00,RESIDENTIAL,100,,,,
1033919,2013,,920,RICE ROAD NW,Plan: 8120653  Block: 52  Lot: 39,53.47785,-113.58787,POINT (-113.58787 53.47785),RHATIGAN RIDGE,1983,Y,RF1,992.7250,592000.00,RESIDENTIAL,100,,,,
1027234,2016,9,3812,20 AVENUE NW,Plan: 8120611  Unit: 13,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,236.5510,202500.00,RESIDENTIAL,100,,,,
1013929,2017,,166,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 5  Lot: 6,53.51025,-113.61342,POINT (-113.61342 53.51025),WESTRIDGE,1975,Y,RF1,599.7960,549000.00,RESIDENTIAL,100,,,,
1029610,2015,38,2020,105 STREET NW,Plan: 8120896  Unit: 37,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,246.9260,254500.00,RESIDENTIAL,100,,,,
1016021,2014,,19,WOLF CRESCENT NW,Plan: 4697TR  Block: 8  Lot: 5,53.50496,-113.5976,POINT (-113.5976 53.50496),WESTRIDGE,1978,Y,RF1,684.5270,535000.00,RESIDENTIAL,100,,,,
1016419,2018,,10432,14 AVENUE NW,Plan: 8023036  Block: 19  Lot: 32,53.44496,-113.49622,POINT (-113.49622 53.44496),BEARSPAW,1984,Y,RF1,612.9030,419000.00,RESIDENTIAL,100,,,,
1032010,2013,,2566,79 STREET NW,Plan: 8120949  Unit: 25,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,243.3440,184500.00,RESIDENTIAL,100,,,,
1030873,2016,,3313,138 AVENUE NW,Plan: 8120789  Unit: 6,53.60005,-113.39268,POINT (-113.39268 53.60005),HAIRSINE,1979,N,RF5,246.6550,186000.00,RESIDENTIAL,100,,,,
1028968,2016,3,10415,78 AVENUE NW,Plan: 8120394  Unit: 3,53.51397,-113.49867,POINT (-113.49867 53.51397),QUEEN ALEXANDRA,1962,N,RA7,74.1000,111000.00,RESIDENTIAL,100,,,,
1005867,2014,302,10829,117 STREET NW,Plan: 8023093  Unit: 12,53.55379,-113.52262,POINT (-113.52262 53.55379),QUEEN MARY PARK,1980,N,RA7,92.8710,148500.00,RESIDENTIAL,100,,,,
1015577,2017,,10664,11 AVENUE NW,Plan: 8023036  Block: 17  Lot: 46,53.44226,-113.50157,POINT (-113.50157 53.44226),BEARSPAW,1984,Y,RF1,694.3230,465000.00,RESIDENTIAL,100,,,,
1020791,2019,,170,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 13  Lot: 17,53.50214,-113.59543,POINT (-113.59543 53.50214),WESTRIDGE,1977,Y,RF1,683.3610,608000.00,RESIDENTIAL,100,,,,
1002088,2016,,16,RIVER HEIGHTS DRIVE NW,SW  4-52-25-4,53.45597,-113.63128,POINT (-113.63128 53.45597),RIVERVIEW AREA,,N,AG,204803.0490,16000.00,FARMLAND,100,,,,
1029495,2019,26,2020,105 STREET NW,Plan: 8120896  Unit: 25,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,246.9260,229500.00,RESIDENTIAL,100,,,,
1010420,2016,,51,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 1  Lot: 18,53.5069,-113.61117,POINT (-113.61117 53.5069),WESTRIDGE,1974,Y,RF1,817.3600,878500.00,RESIDENTIAL,100,,,,
1036243,2019,,9535,180 AVENUE NW,Plan: 8120894  Block: 1  Lot: 200,53.64146,-113.49049,POINT (-113.49049 53.64146),LAGO LINDO,1988,Y,RF1,1024.0610,444000.00,RESIDENTIAL,100,,,,
1012475,2014,,15130,45 AVENUE NW,Plan: 8023171  Unit: 14,53.48456,-113.58192,POINT (-113.58192 53.48456),RAMSAY HEIGHTS,1980,Y,RF5,354.0880,314500.00,RESIDENTIAL,100,,,,
1012129,2013,,335,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 50,53.50811,-113.60446,POINT (-113.60446 53.50811),WESTRIDGE,1976,Y,RF1,788.4060,422000.00,RESIDENTIAL,100,,,,
1036342,2014,,18040,96 STREET NW,Plan: 8120894  Block: 1  Lot: 210,53.64286,-113.49035,POINT (-113.49035 53.64286),LAGO LINDO,1986,Y,RF1,705.5240,364000.00,RESIDENTIAL,100,,,,
1028398,2017,20,10453,20 AVENUE NW,Plan: 8120013  Unit: 22,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,238.6820,240500.00,RESIDENTIAL,100,,,,
1021385,2013,,121,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 14  Lot: 2U,53.50257,-113.59788,POINT (-113.59788 53.50257),WESTRIDGE,,N,RF1,1406.1930,6500.00,COMMERCIAL,100,,,,
1011949,2012,,315,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 41,53.50835,-113.60633,POINT (-113.60633 53.50835),WESTRIDGE,1976,Y,RF1,692.7980,582500.00,RESIDENTIAL,100,,,,
1036821,2019,,17719,94 STREET NW,Plan: 8120894  Block: 10  Lot: 97,53.64009,-113.48555,POINT (-113.48555 53.64009),LAGO LINDO,1988,Y,RF1,433.0970,355500.00,RESIDENTIAL,100,,,,
1029974,2015,,6153,38 AVENUE NW,Plan: 8120902  Unit: 10,53.47351,-113.43127,POINT (-113.43127 53.47351),HILLVIEW,1980,N,RF5,237.0740,226000.00,RESIDENTIAL,100,,,,
1001320,2018,,1625,184 STREET NW,Plan: 5580HW  Block: A,53.44793,-113.63733,POINT (-113.63733 53.44793),RIVER'S EDGE,1986,Y,A,74000.6801,1475500.00,RESIDENTIAL,100,,,,
1029321,2018,8,2020,105 STREET NW,Plan: 8120896  Unit: 8,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,248.4600,243500.00,RESIDENTIAL,100,,,,
1014216,2016,,10440,13 AVENUE NW,Plan: 8023036  Block: 12  Lot: 103,53.44419,-113.49633,POINT (-113.49633 53.44419),BEARSPAW,1982,Y,RF1,615.8050,372000.00,RESIDENTIAL,100,,,,
1017920,2014,,10664,10 AVENUE NW,Plan: 8023036  Block: 21  Lot: 37,53.44006,-113.50184,POINT (-113.50184 53.44006),BEARSPAW,1983,Y,RF1,660.5480,450000.00,RESIDENTIAL,100,,,,
1002831,2012,,16,WEDGEWOOD CRESCENT NW,Plan: 6483KS  Block: 3  Lot: 3,53.4808,-113.63795,POINT (-113.63795 53.4808),WEDGEWOOD HEIGHTS,2002,Y,RR,4850.5110,3149000.00,RESIDENTIAL,100,,,,
1034073,2017,,9022,85 AVENUE NW,Plan: 6900R  Block: 3  Lot: 6 / Plan: 6900R  Block: 3  Lot: 7 / Plan: 6900R  Block: 3  Lot: 8 / Plan: 6900R  Block: 3  Lot: 10 / Plan: 6900R  Block: 3  Lot: 9,53.52126,-113.46691,POINT (-113.46691 53.52126),BONNIE DOON,1981,N,RA8,1982.7710,7358000.00,OTHER RESIDENTIAL,100,,,,
1017052,2019,,10420,12 AVENUE NW,Plan: 8023036  Block: 20  Lot: 27,53.44276,-113.49546,POINT (-113.49546 53.44276),BEARSPAW,1984,Y,RF1,652.8140,473000.00,RESIDENTIAL,100,,,,
1024447,2017,,18431,66 AVENUE NW,Plan: 8120597  Unit: 12,53.50028,-113.64085,POINT (-113.64085 53.50028),ORMSBY PLACE,1978,N,RF5,233.5230,183000.00,RESIDENTIAL,100,,,,
1009752,2017,,969,RICE ROAD NW,Plan: 8023232  Block: 51  Lot: 75,53.47968,-113.58941,POINT (-113.58941 53.47968),RHATIGAN RIDGE,1983,Y,RF1,634.9720,558000.00,RESIDENTIAL,100,,,,
1009943,2014,,735,RIDDELL STREET NW,Plan: 8023232  Block: 51  Lot: 81,53.48008,-113.5891,POINT (-113.5891 53.48008),RHATIGAN RIDGE,1982,Y,RF1,866.7950,802500.00,RESIDENTIAL,100,,,,
1010875,2014,,252,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 53  Lot: 9,53.47686,-113.58853,POINT (-113.58853 53.47686),RHATIGAN RIDGE,1983,Y,RF1,689.1810,466500.00,RESIDENTIAL,100,,,,
1018951,2015,,1,WOODVALE COURT NW,,53.47367,-113.43257,POINT (-113.43257 53.47367),HILLVIEW,1981,N,RF5,10756.6740,7112000.00,RESIDENTIAL,100,,,,
1009760,2018,,971,RICE ROAD NW,Plan: 8023232  Block: 51  Lot: 76,53.47961,-113.58969,POINT (-113.58969 53.47961),RHATIGAN RIDGE,1986,Y,RF1,616.3080,697000.00,RESIDENTIAL,100,,,,
1013051,2019,,10607,10 AVENUE NW,Plan: 8023036  Block: 12  Lot: 41,53.43956,-113.49839,POINT (-113.49839 53.43956),BEARSPAW,1983,Y,RF1,576.3980,429000.00,RESIDENTIAL,100,,,,
1001601,2013,,3,RIVER HEIGHTS DRIVE NW,Plan: 3502MC  Lot: 1,53.45708,-113.63909,POINT (-113.63909 53.45708),RURAL WEST,1976,Y,RR,5178.9270,742500.00,RESIDENTIAL,100,,,,
1021013,2017,,214,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 13  Lot: 28,53.50356,-113.59621,POINT (-113.59621 53.50356),WESTRIDGE,1976,Y,RF1,889.8990,831500.00,RESIDENTIAL,100,,,,
1027846,2016,23,3812,20 AVENUE NW,Plan: 8120611  Unit: 74,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,227.7900,197500.00,RESIDENTIAL,100,,,,
1030071,2019,,6133,38 AVENUE NW,Plan: 8120902  Unit: 20,53.47351,-113.43127,POINT (-113.43127 53.47351),HILLVIEW,1980,N,RF5,238.7430,203000.00,RESIDENTIAL,100,,,,
1027788,2015,52,3812,20 AVENUE NW,Plan: 8120611  Unit: 68,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,227.7900,188000.00,RESIDENTIAL,100,,,,
1025543,2015,,10318,121 STREET NW,Plan: 8120539  Unit: 4,53.54522,-113.53132,POINT (-113.53132 53.54522),OLIVER,1980,N,DC1,107.6290,277000.00,RESIDENTIAL,100,,,,
1031004,2013,,3347,138 AVENUE NW,Plan: 8120789  Unit: 19,53.60005,-113.39268,POINT (-113.39268 53.60005),HAIRSINE,1979,N,RF5,246.6550,181500.00,RESIDENTIAL,100,,,,
1003219,2016,,3739,CAMERON HEIGHTS PLACE NW,SE  9-52-25-4,53.46896,-113.62358,POINT (-113.62358 53.46896),CAMERON HEIGHTS,,N,A,11284.0650,55500.00,COMMERCIAL,100,,,,
1013960,2016,,174,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 5  Lot: 8,53.51056,-113.61327,POINT (-113.61327 53.51056),WESTRIDGE,1976,Y,RF1,568.8450,535500.00,RESIDENTIAL,100,,,,
1010891,2015,,248,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 53  Lot: 10,53.4769,-113.58828,POINT (-113.58828 53.4769),RHATIGAN RIDGE,1982,Y,RF1,689.1640,584000.00,RESIDENTIAL,100,,,,
1030618,2019,23,10160,119 STREET NW,Plan: 8120783  Unit: 23,53.54227,-113.52735,POINT (-113.52735 53.54227),OLIVER,1980,N,RA8,59.4920,210500.00,RESIDENTIAL,100,,,,
1012947,2015,,10643,10 AVENUE NW,Plan: 8023036  Block: 12  Lot: 32,53.43961,-113.50057,POINT (-113.50057 53.43961),BEARSPAW,1984,Y,RF1,510.8010,437500.00,RESIDENTIAL,100,,,,
1005891,2013,304,10829,117 STREET NW,Plan: 8023093  Unit: 14,53.55379,-113.52262,POINT (-113.52262 53.55379),QUEEN MARY PARK,1980,N,RA7,92.8710,151000.00,RESIDENTIAL,100,,,,
