_id,Index_,event_unique_id,Primary_Offence,Occurrence_Date,Occurrence_Year,Occurrence_Month,Occurrence_Day,Occurrence_Time,Division,City,Location_Type,Premise_Type,Bike_Make,Bike_Model,Bike_Type,Bike_Speed,Bike_Colour,Cost_of_Bike,Status,Hood_ID,Neighbourhood,Lat,Long,ObjectId,geometry
5732,5116,GO-20159004388,THEFT UNDER,2015-07-09T00:00:00,2015,7,9,17:00,22,Toronto,"Apartment (Rooming House, Condo)",Apartment,,,MT,18,,299.0,STOLEN,16,Stonegate-Queensway (16),,-79.4884491,5729,"{u'type': u'Point', u'coordinates': (-79.4884491, 43.6365547)}"
5733,5117,GO-20159004389,THEFT UNDER,2015-07-06T00:00:00,2015,7,6,15:00,14,Toronto,Universities / Colleges,Other,OT,OREGON,MT,21,BLK,269.99,STOLEN,95,Annex (95),,-79.4088821,5730,"{u'type': u'Point', u'coordinates': (-79.4088821, 43.6656189)}"
5734,5118,GO-20159004390,THEFT UNDER,2015-07-09T00:00:00,2015,7,9,22:50,51,Toronto,"Apartment (Rooming House, Condo)",Apartment,UK,,RG,8,BRZ,800.0,STOLEN,71,Cabbagetown-South St.James Town (71),,-79.36103059999999,5731,"{u'type': u'Point', u'coordinates': (-79.3610306, 43.6645927)}"
5735,5119,GO-20159004391,THEFT UNDER,2015-07-10T00:00:00,2015,7,10,12:05,53,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TR,,MT,12,RED,0.0,STOLEN,98,Rosedale-Moore Park (98),,-79.37760159999999,5732,"{u'type': u'Point', u'coordinates': (-79.3776016, 43.6738052)}"
5736,5120,GO-20159004395,THEFT UNDER,2015-07-09T00:00:00,2015,7,9,14:00,52,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,LARGO,TO,21,DGR,1100.0,STOLEN,77,Waterfront Communities-The Island (77),,-79.3952484,5733,"{u'type': u'Point', u'coordinates': (-79.3952484, 43.6454124)}"
5737,5121,GO-20159004403,THEFT UNDER,2015-07-09T00:00:00,2015,7,9,22:30,51,Toronto,"Apartment (Rooming House, Condo)",Apartment,UK,,TO,21,GRY,500.0,STOLEN,77,Waterfront Communities-The Island (77),,-79.3735123,5734,"{u'type': u'Point', u'coordinates': (-79.3735123, 43.6472015)}"
5738,5122,GO-20159004409,B&E,2015-06-14T00:00:00,2015,6,14,16:00,14,Toronto,"Apartment (Rooming House, Condo)",Apartment,UK,,TO,18,GRY,1200.0,STOLEN,82,Niagara (82),,-79.41415409999999,5735,"{u'type': u'Point', u'coordinates': (-79.4141541, 43.6386147)}"
5739,5123,GO-20159004409,B&E,2015-06-14T00:00:00,2015,6,14,16:00,14,Toronto,"Apartment (Rooming House, Condo)",Apartment,UK,,RG,12,WHI,500.0,STOLEN,82,Niagara (82),,-79.41415409999999,5736,"{u'type': u'Point', u'coordinates': (-79.4141541, 43.6386147)}"
5740,5124,GO-20159004410,THEFT UNDER,2015-07-05T00:00:00,2015,7,5,20:30,51,Toronto,"Apartment (Rooming House, Condo)",Apartment,SU,,RG,21,BLK,250.0,STOLEN,74,North St.James Town (74),,-79.3759918,5737,"{u'type': u'Point', u'coordinates': (-79.3759918, 43.6696014)}"
5741,5125,GO-20159004411,THEFT UNDER,2015-07-09T00:00:00,2015,7,9,10:00,14,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,,OT,1,GRN,500.0,STOLEN,93,Dovercourt-Wallace Emerson-Junction (93),,-79.4352493,5738,"{u'type': u'Point', u'coordinates': (-79.4352493, 43.6655083)}"
5742,5126,GO-20159004417,THEFT UNDER,2015-07-11T00:00:00,2015,7,11,07:00,13,Toronto,Bar / Restaurant,Commercial,NO,CHARGER,MT,27,GRN,800.0,STOLEN,94,Wychwood (94),,-79.4290695,5739,"{u'type': u'Point', u'coordinates': (-79.4290695, 43.6809921)}"
5743,5127,GO-20159004424,THEFT UNDER,2015-07-08T00:00:00,2015,7,8,08:00,53,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,ASPECT 740,MT,27,WHI,1000.0,STOLEN,103,Lawrence Park South (103),,-79.3941193,5740,"{u'type': u'Point', u'coordinates': (-79.3941193, 43.7247353)}"
5744,5128,GO-20159004424,THEFT UNDER,2015-07-08T00:00:00,2015,7,8,08:00,53,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TR,MADONE 4.5,RC,10,WHI,4500.0,STOLEN,103,Lawrence Park South (103),,-79.3941193,5741,"{u'type': u'Point', u'coordinates': (-79.3941193, 43.7247353)}"
5745,5129,GO-20159004425,THEFT UNDER,2014-11-01T00:00:00,2014,11,1,11:25,32,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,CA,QUICK 4W,RG,24,GRY,750.0,STOLEN,105,Lawrence Park North (105),,-79.4098892,5742,"{u'type': u'Point', u'coordinates': (-79.4098892, 43.7259445)}"
5746,5130,GO-20159004429,THEFT UNDER,2015-07-10T00:00:00,2015,7,10,15:30,53,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NO,HEART,RG,1,BLK,415.0,STOLEN,95,Annex (95),,-79.4055023,5743,"{u'type': u'Point', u'coordinates': (-79.4055023, 43.6702538)}"
5747,5131,GO-20159004430,THEFT UNDER,2015-05-04T00:00:00,2015,5,4,15:45,14,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SU,,RG,12,BLK,200.0,STOLEN,79,University (79),,-79.4020462,5744,"{u'type': u'Point', u'coordinates': (-79.4020462, 43.6575966)}"
5748,5132,GO-20159004433,THEFT UNDER,2015-07-10T00:00:00,2015,7,10,09:00,32,Toronto,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SU,8 TEAM,RG,15,WHI,130.0,STOLEN,32,Englemount-Lawrence (32),,-79.4441071,5745,"{u'type': u'Point', u'coordinates': (-79.4441071, 43.7194328)}"
5749,5133,GO-20159004440,THEFT UNDER,2015-07-11T00:00:00,2015,7,11,12:00,51,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,UK,,OT,10,BLK,1200.0,STOLEN,71,Cabbagetown-South St.James Town (71),,-79.3710938,5746,"{u'type': u'Point', u'coordinates': (-79.3710938, 43.664463)}"
5750,5134,GO-20159004441,THEFT UNDER,2015-07-11T00:00:00,2015,7,11,17:00,14,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,CRUISER,TO,1,RED,500.0,STOLEN,79,University (79),,-79.4073715,5747,"{u'type': u'Point', u'coordinates': (-79.4073715, 43.6583481)}"
5751,5135,GO-20159004444,THEFT UNDER,2015-07-11T00:00:00,2015,7,11,12:00,51,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,UK,BIKE SHARE TORO,OT,1,,1200.0,STOLEN,71,Cabbagetown-South St.James Town (71),,-79.3710938,5748,"{u'type': u'Point', u'coordinates': (-79.3710938, 43.664463)}"
5752,5136,GO-20159004452,THEFT UNDER,2015-07-11T00:00:00,2015,7,11,10:30,43,Toronto,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,CA,,RG,5,,80.0,STOLEN,127,Bendale (127),,-79.2511368,5749,"{u'type': u'Point', u'coordinates': (-79.2511368, 43.7543602)}"
5753,5137,GO-20159004458,THEFT UNDER,2015-07-11T00:00:00,2015,7,11,23:10,52,Toronto,"Apartment (Rooming House, Condo)",Apartment,FJ,,RC,1,,700.0,STOLEN,77,Waterfront Communities-The Island (77),,-79.3930588,5750,"{u'type': u'Point', u'coordinates': (-79.3930588, 43.6472664)}"
5754,5138,GO-20159004461,THEFT UNDER,2015-07-11T00:00:00,2015,7,11,00:00,14,Toronto,"Apartment (Rooming House, Condo)",Apartment,FELT,15V110F,RG,24,WHI,700.0,STOLEN,81,Trinity-Bellwoods (81),,-79.4099197,5751,"{u'type': u'Point', u'coordinates': (-79.4099197, 43.6514969)}"
5755,5139,GO-20159004461,THEFT UNDER,2015-07-11T00:00:00,2015,7,11,00:00,14,Toronto,"Apartment (Rooming House, Condo)",Apartment,OT,15V110F,RG,24,WHI,700.0,STOLEN,81,Trinity-Bellwoods (81),,-79.4099197,5752,"{u'type': u'Point', u'coordinates': (-79.4099197, 43.6514969)}"
5756,5140,GO-20159004464,THEFT UNDER,2015-07-10T00:00:00,2015,7,10,15:00,53,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,UK,,TO,9,BLU,1000.0,STOLEN,56,Leaside-Bennington (56),,-79.3656387,5753,"{u'type': u'Point', u'coordinates': (-79.3656387, 43.7085533)}"
5757,5141,GO-20159004464,THEFT UNDER,2015-07-10T00:00:00,2015,7,10,15:00,53,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,UK,,RG,9,BLK,2000.0,STOLEN,56,Leaside-Bennington (56),,-79.3656387,5754,"{u'type': u'Point', u'coordinates': (-79.3656387, 43.7085533)}"
5758,5142,GO-20159004464,THEFT UNDER,2015-07-10T00:00:00,2015,7,10,15:00,53,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,TR,2012 TREK 7.5 F,TO,9,BLK,2000.0,STOLEN,56,Leaside-Bennington (56),,-79.3656387,5755,"{u'type': u'Point', u'coordinates': (-79.3656387, 43.7085533)}"
5759,5143,GO-20159004467,THEFT UNDER,2015-05-29T00:00:00,2015,5,29,14:00,51,Toronto,"Apartment (Rooming House, Condo)",Apartment,OT,PANAMAO X 6,OT,30,BRN,1200.0,STOLEN,72,Regent Park (72),,-79.3604355,5756,"{u'type': u'Point', u'coordinates': (-79.3604355, 43.6600189)}"
5760,5144,GO-20159004468,THEFT FROM MOTOR VEHICLE UNDER,2015-07-07T00:00:00,2015,7,7,20:25,43,Toronto,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,P1 AM,MT,24,BLK,0.0,STOLEN,136,West Hill (136),,-79.1517715,5757,"{u'type': u'Point', u'coordinates': (-79.1517715, 43.7637329)}"
5761,5145,GO-20159004469,THEFT UNDER,2015-07-10T00:00:00,2015,7,10,22:30,11,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,ANNEX,RG,7,BLK,300.0,STOLEN,84,Little Portugal (84),,-79.4362946,5758,"{u'type': u'Point', u'coordinates': (-79.4362946, 43.6510696)}"
5762,5146,GO-20159004469,THEFT UNDER,2015-07-10T00:00:00,2015,7,10,22:30,11,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,ANNEX,RG,7,BLK,300.0,STOLEN,84,Little Portugal (84),,-79.4362946,5759,"{u'type': u'Point', u'coordinates': (-79.4362946, 43.6510696)}"
5763,5147,GO-20159004484,THEFT FROM MOTOR VEHICLE UNDER,2015-07-11T00:00:00,2015,7,11,22:00,11,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,CARBON,RC,10,RED,2500.0,STOLEN,114,Lambton Baby Point (114),,-79.494606,5760,"{u'type': u'Point', u'coordinates': (-79.494606, 43.6551247)}"
5764,5148,GO-20159004495,THEFT UNDER,2015-07-10T00:00:00,2015,7,10,12:25,51,Toronto,"Apartment (Rooming House, Condo)",Apartment,RA,,RG,8,SIL,0.0,STOLEN,73,Moss Park (73),,-79.3703232,5761,"{u'type': u'Point', u'coordinates': (-79.3703232, 43.656105)}"
5765,5149,GO-20159004498,THEFT UNDER,2015-07-05T00:00:00,2015,7,5,13:00,14,Toronto,"Open Areas (Lakes, Parks, Rivers)",Outside,GI,ESCAPE XL,RG,21,BLK,500.0,STOLEN,93,Dovercourt-Wallace Emerson-Junction (93),,-79.42111209999999,5762,"{u'type': u'Point', u'coordinates': (-79.4211121, 43.6629715)}"
5766,5150,GO-20159004518,THEFT UNDER,2015-07-09T00:00:00,2015,7,9,06:30,41,Toronto,Ttc Subway Station,Other,OT,LIVE WIRE,EL,32,BLK,1400.0,STOLEN,120,Clairlea-Birchmount (120),,-79.2812042,5763,"{u'type': u'Point', u'coordinates': (-79.2812042, 43.7119904)}"
5767,5152,GO-20159004523,THEFT UNDER,2015-07-12T00:00:00,2015,7,12,20:15,51,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,UK,,MT,12,DGR,600.0,STOLEN,71,Cabbagetown-South St.James Town (71),,-79.36328890000001,5765,"{u'type': u'Point', u'coordinates': (-79.3632889, 43.6670265)}"
5768,5153,GO-20159004523,THEFT UNDER,2015-07-12T00:00:00,2015,7,12,20:15,51,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,UK,HOTROCK,MT,6,LGR,356.99,STOLEN,71,Cabbagetown-South St.James Town (71),,-79.36328890000001,5766,"{u'type': u'Point', u'coordinates': (-79.3632889, 43.6670265)}"
5769,5155,GO-20159004529,THEFT UNDER,2015-07-04T00:00:00,2015,7,4,23:40,52,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GI,,MT,21,BLK,400.0,STOLEN,77,Waterfront Communities-The Island (77),,-79.3816757,5767,"{u'type': u'Point', u'coordinates': (-79.3816757, 43.6428566)}"
5770,5156,GO-20159004530,THEFT UNDER,2015-07-14T00:00:00,2015,7,14,01:00,14,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,,BM,1,LGR,150.0,STOLEN,93,Dovercourt-Wallace Emerson-Junction (93),,-79.4250946,5768,"{u'type': u'Point', u'coordinates': (-79.4250946, 43.6627884)}"
5771,5157,GO-20159004531,THEFT UNDER,2015-07-14T00:00:00,2015,7,14,07:00,11,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SU,,RG,6,GRY,100.0,STOLEN,93,Dovercourt-Wallace Emerson-Junction (93),,-79.4418488,5769,"{u'type': u'Point', u'coordinates': (-79.4418488, 43.6610146)}"
5772,5158,GO-20159004542,THEFT UNDER,2015-07-10T00:00:00,2015,7,10,09:27,53,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,ROAD RUNNER,SC,32,BLK,1600.0,STOLEN,95,Annex (95),,-79.3900452,5770,"{u'type': u'Point', u'coordinates': (-79.3900452, 43.6705055)}"
5773,5159,GO-20159004543,THEFT UNDER,2015-07-04T00:00:00,2015,7,4,01:00,51,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,FJ,DECLARATION,RG,1,GRY,600.0,STOLEN,73,Moss Park (73),,-79.37209320000001,5771,"{u'type': u'Point', u'coordinates': (-79.3720932, 43.6534538)}"
5774,5160,GO-20159004563,THEFT UNDER,2015-07-13T00:00:00,2015,7,13,22:00,53,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,RM,VAPOR,MT,24,BLK,600.0,STOLEN,56,Leaside-Bennington (56),,-79.3667145,5772,"{u'type': u'Point', u'coordinates': (-79.3667145, 43.7112465)}"
5775,5161,GO-20159004563,THEFT UNDER,2015-07-13T00:00:00,2015,7,13,22:00,53,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,GF,,MT,24,BRZ,900.0,STOLEN,56,Leaside-Bennington (56),,-79.3667145,5773,"{u'type': u'Point', u'coordinates': (-79.3667145, 43.7112465)}"
5776,5162,GO-20159004568,THEFT UNDER,2015-07-13T00:00:00,2015,7,13,19:00,51,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SPECIALIZED,VITA STEP,OT,8,WHI,600.0,STOLEN,75,Church-Yonge Corridor (75),,-79.38479609999999,5774,"{u'type': u'Point', u'coordinates': (-79.3847961, 43.6648827)}"
5777,5163,GO-20159004572,THEFT UNDER,2015-07-14T00:00:00,2015,7,14,22:30,14,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MA,INVERNESS,RG,1,BLK,650.0,STOLEN,80,Palmerston-Little Italy (80),,-79.422081,5775,"{u'type': u'Point', u'coordinates': (-79.422081, 43.6589813)}"
5778,5164,GO-20159004574,THEFT UNDER,2015-07-15T00:00:00,2015,7,15,06:25,52,Toronto,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,KO,,MT,30,WHI,1000.0,STOLEN,76,Bay Street Corridor (76),,-79.381485,5776,"{u'type': u'Point', u'coordinates': (-79.381485, 43.6531525)}"
5779,5165,GO-20159004585,THEFT UNDER,2015-07-11T00:00:00,2015,7,11,00:10,53,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KO,CALDERA,MT,18,DGR,1350.0,STOLEN,99,Mount Pleasant East (99),,-79.385788,5777,"{u'type': u'Point', u'coordinates': (-79.385788, 43.7030792)}"
5780,5290,GO-20159005142,THEFT UNDER,2015-07-29T00:00:00,2015,7,29,03:34,54,Toronto,"Apartment (Rooming House, Condo)",Apartment,OT,DAYMAK DAYTONA,EL,32,MRN,1600.0,STOLEN,57,Broadview North (57),,-79.35350799999999,5778,"{u'type': u'Point', u'coordinates': (-79.353508, 43.6884956)}"
5781,5291,GO-20159005143,THEFT UNDER,2015-07-27T00:00:00,2015,7,27,18:00,43,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,,MT,21,BLU,0.0,STOLEN,136,West Hill (136),,-79.19873050000001,5779,"{u'type': u'Point', u'coordinates': (-79.1987305, 43.7631569)}"
5782,5597,GO-20159006551,THEFT UNDER,2015-08-31T00:00:00,2015,8,31,01:00,11,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GI,SEEK 0 M ANO SI,MT,8,SIL,1700.0,STOLEN,86,Roncesvalles (86),,-79.4405518,5780,"{u'type': u'Point', u'coordinates': (-79.4405518, 43.6432838)}"
5783,5292,GO-20159005147,THEFT UNDER,2015-07-29T00:00:00,2015,7,29,08:00,11,Toronto,Ttc Subway Station,Other,OT,,RG,10,BLU,200.0,STOLEN,83,Dufferin Grove (83),,-79.4409485,5781,"{u'type': u'Point', u'coordinates': (-79.4409485, 43.6587257)}"
5784,5293,GO-20159005148,THEFT UNDER,2015-07-30T00:00:00,2015,7,30,07:30,55,Toronto,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,EM,MAX,OT,1,BLK,1200.0,STOLEN,62,East End-Danforth (62),,-79.3007507,5782,"{u'type': u'Point', u'coordinates': (-79.3007507, 43.6883926)}"
5785,5598,GO-20159006558,THEFT UNDER,2015-08-28T00:00:00,2015,8,28,18:15,53,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,GI,,MT,12,BLK,500.0,STOLEN,56,Leaside-Bennington (56),,-79.3705902,5783,"{u'type': u'Point', u'coordinates': (-79.3705902, 43.7176437)}"
5786,6004,GO-20159009164,THEFT UNDER,2015-10-29T00:00:00,2015,10,29,08:40,51,Toronto,"Apartment (Rooming House, Condo)",Apartment,CA,,RC,22,BLK,1600.0,STOLEN,77,Waterfront Communities-The Island (77),,-79.36631009999999,5784,"{u'type': u'Point', u'coordinates': (-79.3663101, 43.6492729)}"
5787,5294,GO-20159005149,THEFT UNDER,2015-07-26T00:00:00,2015,7,26,12:00,53,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,OT,,RG,21,DGR,600.0,STOLEN,56,Leaside-Bennington (56),,-79.36509699999999,5785,"{u'type': u'Point', u'coordinates': (-79.365097, 43.7105789)}"
5788,6005,GO-20159009169,THEFT UNDER,2015-10-27T00:00:00,2015,10,27,10:00,55,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KH,WESTWOOD,RG,21,,300.0,STOLEN,65,Greenwood-Coxwell (65),,-79.3187027,5786,"{u'type': u'Point', u'coordinates': (-79.3187027, 43.6658554)}"
5789,5295,GO-20159005151,THEFT UNDER,2015-07-28T00:00:00,2015,7,28,02:10,51,Toronto,"Apartment (Rooming House, Condo)",Apartment,GI,2014 TEMPT,MT,24,,575.0,STOLEN,75,Church-Yonge Corridor (75),,-79.3854599,5787,"{u'type': u'Point', u'coordinates': (-79.3854599, 43.6664925)}"
5790,6006,GO-20159009181,THEFT UNDER,2015-10-30T00:00:00,2015,10,30,09:00,51,Toronto,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,OT,,TO,16,GRN,500.0,STOLEN,75,Church-Yonge Corridor (75),,-79.3778229,5788,"{u'type': u'Point', u'coordinates': (-79.3778229, 43.6545105)}"
5791,5599,GO-20159006558,THEFT UNDER,2015-08-28T00:00:00,2015,8,28,18:15,53,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,TR,,MT,12,BLU,500.0,STOLEN,56,Leaside-Bennington (56),,-79.3705902,5789,"{u'type': u'Point', u'coordinates': (-79.3705902, 43.7176437)}"
5792,5296,GO-20159005152,THEFT UNDER,2015-07-29T00:00:00,2015,7,29,22:30,52,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RA,RECORD,RG,10,LBL,0.0,STOLEN,77,Waterfront Communities-The Island (77),,-79.3886032,5790,"{u'type': u'Point', u'coordinates': (-79.3886032, 43.6475143)}"
5793,6007,GO-20159009183,THEFT UNDER,2015-10-25T00:00:00,2015,10,25,16:45,53,Toronto,"Apartment (Rooming House, Condo)",Apartment,RM,METRO 30,OT,18,WHI,800.0,STOLEN,95,Annex (95),,-79.40508270000001,5791,"{u'type': u'Point', u'coordinates': (-79.4050827, 43.6723709)}"
5794,5600,GO-20159006560,THEFT UNDER,2015-08-30T00:00:00,2015,8,30,01:00,51,Toronto,"Apartment (Rooming House, Condo)",Apartment,GI,ROAM 2,OT,27,BLU,917.67,STOLEN,74,North St.James Town (74),,-79.3767014,5792,"{u'type': u'Point', u'coordinates': (-79.3767014, 43.6663742)}"
5795,5297,GO-20159005154,THEFT UNDER,2015-07-29T00:00:00,2015,7,29,23:00,52,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,,MT,12,YEL,200.0,STOLEN,77,Waterfront Communities-The Island (77),,-79.3952484,5793,"{u'type': u'Point', u'coordinates': (-79.3952484, 43.6454124)}"
5796,6008,GO-20159009194,THEFT UNDER,2015-10-30T00:00:00,2015,10,30,19:46,51,Toronto,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TR,8.3 D.S 19 GRAP,RG,30,GRY,700.0,STOLEN,72,Regent Park (72),,-79.364975,5794,"{u'type': u'Point', u'coordinates': (-79.364975, 43.6603928)}"
5797,5601,GO-20159006564,THEFT UNDER,2015-08-30T00:00:00,2015,8,30,23:00,53,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,TR,,OT,10,WHI,500.0,STOLEN,98,Rosedale-Moore Park (98),,-79.37943270000001,5795,"{u'type': u'Point', u'coordinates': (-79.3794327, 43.6901779)}"
5798,5298,GO-20159005157,THEFT UNDER,2015-07-30T00:00:00,2015,7,30,00:00,53,Toronto,"Apartment (Rooming House, Condo)",Apartment,KO,JAKE 2014,RC,20,ONG,2000.0,STOLEN,95,Annex (95),,-79.40508270000001,5796,"{u'type': u'Point', u'coordinates': (-79.4050827, 43.6723709)}"
5799,5299,GO-20159005163,THEFT UNDER,2015-07-20T00:00:00,2015,7,20,15:00,53,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,KO,CINDER CONE,MT,21,RED,750.0,STOLEN,56,Leaside-Bennington (56),,-79.368782,5797,"{u'type': u'Point', u'coordinates': (-79.368782, 43.709816)}"
5800,5300,GO-20159005169,THEFT UNDER,2015-07-31T00:00:00,2015,7,31,07:35,23,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GI,,MT,21,BLK,500.0,STOLEN,7,Willowridge-Martingrove-Richview (7),,-79.53922270000001,5798,"{u'type': u'Point', u'coordinates': (-79.5392227, 43.685379)}"
5801,5301,GO-20159005174,THEFT UNDER,2015-07-30T00:00:00,2015,7,30,09:30,32,Toronto,Convenience Stores,Commercial,CC,,MT,21,GRY,300.0,STOLEN,27,York University Heights (27),,-79.4702835,5799,"{u'type': u'Point', u'coordinates': (-79.4702835, 43.7872276)}"
5802,5302,GO-20159005175,THEFT UNDER,2015-07-27T00:00:00,2015,7,27,19:15,11,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GI,,RG,18,,500.0,STOLEN,88,High Park North (88),,-79.4576035,5800,"{u'type': u'Point', u'coordinates': (-79.4576035, 43.6600418)}"
5803,5303,GO-20159005178,THEFT UNDER,2015-07-13T00:00:00,2015,7,13,17:00,55,Toronto,"Apartment (Rooming House, Condo)",Apartment,EM,EBIKE - URBAN,SC,32,WHI,1400.0,STOLEN,68,North Riverdale (68),,-79.3546829,5801,"{u'type': u'Point', u'coordinates': (-79.3546829, 43.6736565)}"
5804,5304,GO-20159005180,THEFT UNDER,2015-07-22T00:00:00,2015,7,22,18:00,53,Toronto,"Apartment (Rooming House, Condo)",Apartment,TR,MADONE 3.1 WSD,RC,30,LGR,1900.0,STOLEN,98,Rosedale-Moore Park (98),,-79.3930511,5802,"{u'type': u'Point', u'coordinates': (-79.3930511, 43.6849709)}"
5805,5305,GO-20159005182,THEFT UNDER,2015-07-23T00:00:00,2015,7,23,22:00,55,Toronto,"Apartment (Rooming House, Condo)",Apartment,OT,VENTURA - SPORT,RC,14,BLK,800.0,STOLEN,68,North Riverdale (68),,-79.3535843,5803,"{u'type': u'Point', u'coordinates': (-79.3535843, 43.6677017)}"
5806,5306,GO-20159005184,THEFT UNDER,2015-07-30T00:00:00,2015,7,30,08:10,43,Toronto,Go Station,Other,UK,,RG,21,GRY,350.0,STOLEN,136,West Hill (136),,-79.19978329999999,5804,"{u'type': u'Point', u'coordinates': (-79.1997833, 43.7535439)}"
5807,5307,GO-20159005186,THEFT UNDER,2015-07-28T00:00:00,2015,7,28,14:00,32,Toronto,"Apartment (Rooming House, Condo)",Apartment,OT,756,MT,24,BLU,1200.0,STOLEN,51,Willowdale East (51),,-79.4067688,5805,"{u'type': u'Point', u'coordinates': (-79.4067688, 43.7564468)}"
5808,5308,GO-20159005193,THEFT FROM MOTOR VEHICLE UNDER,2015-07-30T00:00:00,2015,7,30,16:30,55,Toronto,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,TOSCANNA 300,TO,24,SIL,800.0,STOLEN,70,South Riverdale (70),,-79.34180450000001,5806,"{u'type': u'Point', u'coordinates': (-79.3418045, 43.6647873)}"
5809,5309,GO-20159005194,THEFT UNDER,2015-07-29T00:00:00,2015,7,29,15:00,14,Toronto,"Private Property (Pool, Shed, Detached Garage)",Other,OT,J105600021,RG,7,GRY,998.0,STOLEN,81,Trinity-Bellwoods (81),,-79.407196,5807,"{u'type': u'Point', u'coordinates': (-79.407196, 43.6513214)}"
5810,5310,GO-20159005204,THEFT UNDER,2015-07-30T00:00:00,2015,7,30,20:00,11,Toronto,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GI,ESCAPE 2 XL FRA,RG,8,BLK,499.0,STOLEN,83,Dufferin Grove (83),,-79.43778990000001,5808,"{u'type': u'Point', u'coordinates': (-79.4377899, 43.6515198)}"
5811,5311,GO-20159005212,THEFT UNDER,2015-07-31T00:00:00,2015,7,31,03:00,14,Toronto,Bar / Restaurant,Commercial,OT,CASATI MONZA,RC,10,TRQ,1500.0,STOLEN,78,Kensington-Chinatown (78),,-79.39888,5809,"{u'type': u'Point', u'coordinates': (-79.39888, 43.6520042)}"
5812,5312,GO-20159005227,THEFT UNDER,2015-07-30T00:00:00,2015,7,30,11:30,14,Toronto,"Apartment (Rooming House, Condo)",Apartment,UK,LONDON,RG,12,SIL,700.0,STOLEN,82,Niagara (82),,-79.41683959999999,5810,"{u'type': u'Point', u'coordinates': (-79.4168396, 43.6410561)}"
5813,5313,GO-20159005228,THEFT UNDER,2015-07-29T00:00:00,2015,7,29,22:30,14,Toronto,"Apartment (Rooming House, Condo)",Apartment,OT,MILAN-2,RG,1,LGR,100.0,STOLEN,84,Little Portugal (84),,-79.42304990000001,5811,"{u'type': u'Point', u'coordinates': (-79.4230499, 43.6411819)}"
