PermitNum,PermitClass,PermitClassMapped,PermitTypeMapped,PermitTypeDesc,Description,HousingUnits,HousingUnitsRemoved,HousingUnitsAdded,EstProjectCost,AppliedDate,IssuedDate,ExpiresDate,CompletedDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1
6803890-DM,Commercial,Non-Residential,Demolition,,DEMO (1) COMMERCIAL BUILDING,,,,35000,,,,,Additional Info Requested,318 NICKERSON ST,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803890-DM,47.64656454,-122.35024588,"318 NICKERSON ST
SEATTLE, WA 98109
(47.64656454, -122.35024588)"
6620229-DM,Single Family/Duplex,Residential,Demolition,Demolition,"Demo single family residence/structure, per plan. Subject to Field Inspection (STFI).",,1,0,,2017-10-19,2018-04-09,2019-10-09,,Issued,2621 SW NEVADA ST,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6620229-DM,47.56528207,-122.36644123,"2621 SW NEVADA ST
SEATTLE, WA 98126
(47.56528207, -122.36644123)"
6808108-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Rebuild upper deck, construct tiered retaining walls and steps to create more usable space and provide access.",,,,70000,,,,,Scheduled,710 31ST AVE S,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6808108-CN,47.59626088,-122.29233133,"710 31ST AVE S
SEATTLE, WA 98144
(47.59626088, -122.29233133)"
6669983-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct addition and alterations to existing single family residence, per plan.",1,0,0,149495,2018-10-03,2019-03-04,2022-03-04,,Issued,3025 37th AVE W,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6669983-CN,47.64760492,-122.40497755,"3025 37th AVE W
(47.64760492, -122.40497755)"
6786949-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Establish standard plan to construct new Detached Accessory Dwelling Unit (DADU)  (no site review), per plan..",1,0,1,0,2020-07-09,2020-09-16,2022-03-16,,Issued,700 5TH AVE,SEATTLE,WA,98104,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6786949-CN,47.60501319,-122.32989532,"700 5TH AVE
SEATTLE, WA 98104
(47.60501319, -122.32989532)"
6803980-CN,Single Family/Duplex,Residential,Building,,4-LOT SHORT SUBDIVISION OF TWO EXISTING PARCEL. ALL EXISTING STRUCTURES TO BE LEGALLY REMOVED PRIOR TO INDIVIDUAL SALE AND/OR TRANSFER OF OWNERSHIP UNDER SEPARATE PERMIT(S).,,,,0,,,,,Scheduled,520 N 86TH ST,SEATTLE,WA,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803980-CN,47.69183893,-122.3516825,"520 N 86TH ST
SEATTLE, WA
(47.69183893, -122.3516825)"
6808150-CN,Multifamily,Residential,Building,Addition/Alteration,"Alterations and repairs in kind to roof and parapet walls of existing multi-family structure, subject to field inspection (STFI)",,,,120000,2020-10-29,,,,Awaiting Information,1524 Eastlake AVE E,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6808150-CN,47.63300256,-122.32508645,"1524 Eastlake AVE E
(47.63300256, -122.32508645)"
6776274-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct substantial alterations to convert existing detached accessory structure to detached accessory dwelling unit (DADU) for existing single family residence, per plan.",1,0,1,30000,2020-05-12,2020-09-28,2022-03-28,,Issued,8735 24TH AVE NW,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6776274-CN,47.693206,-122.38959126,"8735 24TH AVE NW
SEATTLE, WA 98117
(47.693206, -122.38959126)"
6800243-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct exterior deck to existing single family residence, per plan.",,,,35000,,,,,Withdrawn,3056 39TH AVE SW,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6800243-CN,47.57576213,-122.38105971,"3056 39TH AVE SW
SEATTLE, WA 98116
(47.57576213, -122.38105971)"
6778084-EX,Single Family/Duplex,Residential,Building,Environmentally Critical Area Exemption,We are proposing a 83 sf deck to replace an existing 240sf deck at the rear the residence.,,,,3300,2020-03-18,,,,Withdrawn,7730 CORLISS AVE N,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6778084-EX,47.68599822,-122.33016842,"7730 CORLISS AVE N
SEATTLE, WA 98103
(47.68599822, -122.33016842)"
6627764-CN,Multifamily,Residential,Building,Addition/Alteration,"Construct tenant improvements to existing apartment building (The Argyle), per plan.",,0,0,130000,2017-11-22,2018-02-16,2021-02-16,,Completed,411 JEFFERSON ST,SEATTLE,WA,98104,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6627764-CN,47.60256673,-122.32905708,"411 JEFFERSON ST
SEATTLE, WA 98104
(47.60256673, -122.32905708)"
6713157-PH,Multifamily,Residential,Building,New,"Phased project:  Construction of a residential and retail building with below grade parking and occupy, per plan (mechanical included)",0,0,430,100765666,2019-06-28,2020-09-24,2022-03-24,,Phase Issued,1000 VIRGINIA ST,SEATTLE,WA,98101,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6713157-PH,47.61741742,-122.33492177,"1000 VIRGINIA ST
SEATTLE, WA 98101
(47.61741742, -122.33492177)"
6798519-EX,Industrial,Non-Residential,Building,Shoreline Exemption,"SDOT proposes to perform work in the West Marginal Way SW right-of-way, including a small area which falls in the 200' shoreline zone. The address provided here is a placeholder for reference only; SDOT requests that a right-of-way address be assigned to this project. Within the shoreline zone, SDOT proposes the following work: 1) Excavation of two small planted median sections including the existing curb, 2) adjustment of existing drainage structure to grade, and 3) paving by installing 2"" pav",,,,4000000,2020-08-31,,,,Completed,3550 R WEST MARGINAL WAY SW,SEATTLE,WA,98106,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6798519-EX,47.57181307,-122.358271,"3550 R WEST MARGINAL WAY SW
SEATTLE, WA 98106
(47.57181307, -122.358271)"
6768597-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct detached garage accessory to single-family residence, per plan.",1,0,0,25000,2020-05-28,2020-10-12,2022-04-12,,Issued,3208 25TH AVE S,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6768597-CN,47.57477958,-122.30043107,"3208 25TH AVE S
SEATTLE, WA 98144
(47.57477958, -122.30043107)"
6801075-DM,Multifamily,Residential,Demolition,,"CONSTRUCT 8 TOWNHOMES. PROVIDE 8 SURFACE PARKING STALLS.PROPOSED SITE INCLUDES PORTIONS OF THESE ADDRESSED SITES: 8333, 8337 AND 8341 12TH AVE NW.",1,1,8,2000000,,,,,Additional Info Requested,8337 12TH AVE NW,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801075-DM,47.68987377,-122.3719932,"8337 12TH AVE NW
SEATTLE, WA 98117
(47.68987377, -122.3719932)"
6736289-CN,Single Family/Duplex,Residential,Building,New,Construct east single family residence (Establish use as and construct (2) single family residences.  Review and process (2) records under 6732494-CN).,0,0,1,328668,2019-07-04,2019-09-19,2021-03-19,2020-10-29,Completed,4512 Bagley AVE N,SEATTLE,WA,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6736289-CN,47.66196254,-122.332082,"4512 Bagley AVE N
SEATTLE, WA
(47.66196254, -122.332082)"
6801750-CN,Multifamily,Residential,Building,Addition/Alteration,"Triplex that was damaged by fire. Full interior gut to studs. Re-frame damaged exterior wall and roof. Owner wants to convert triplex to duplex. All work is withing the existing footprint, no increase.",,,,180000,,,,,Additional Info Requested,1027 N 49TH ST,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801750-CN,47.66409095,-122.34487101,"1027 N 49TH ST
SEATTLE, WA 98103
(47.66409095, -122.34487101)"
6666949-CN,Multifamily,Residential,Building,Addition/Alteration,"Replacement of existing windows for Talisman Condominiums, like for like. Subject to field inspection (STFI).",,,,2500000,2018-05-07,2018-05-23,2021-05-23,2020-11-04,Completed,1000 UNION ST,SEATTLE,WA,98101,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6666949-CN,47.61233228,-122.32896661,"1000 UNION ST
SEATTLE, WA 98101
(47.61233228, -122.32896661)"
6691463-CN,Multifamily,Residential,Building,Addition/Alteration,"Shoring and excavation for future construction of a multifamily high-rise building with retail and parking, per plan.",0,0,0,1260362,2019-04-08,2020-09-21,2022-03-21,,Issued,4515 BROOKLYN AVE NE,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6691463-CN,47.66205395,-122.31454959,"4515 BROOKLYN AVE NE
SEATTLE, WA 98105
(47.66205395, -122.31454959)"
6755654-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct substantial alterations and additions to single-family residence, per plan.",1,0,0,308661,2020-02-14,2020-04-04,2021-10-04,2020-09-23,Completed,4235 51ST AVE S,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6755654-CN,47.56428642,-122.26977812,"4235 51ST AVE S
SEATTLE, WA 98118
(47.56428642, -122.26977812)"
6644924-CN,Multifamily,Residential,Building,New,"Construct new East live work building, occupy per plan. (Establish use as townhouse and live work and construct one duplex and one live work building, review and process for 2 CN number under 6644924)",,,,591693,2018-11-01,,,,Corrections Required,8713 15TH AVE NW,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6644924-CN,47.69289547,-122.37703959,"8713 15TH AVE NW
SEATTLE, WA 98117
(47.69289547, -122.37703959)"
6793005-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct alterations in ground level tenant space of a commercial building for a deli/market, per plans",,,,172885,,,,,Ready for Intake,50 UNIVERSITY ST,SEATTLE,WA,98101,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6793005-CN,47.60649933,-122.33996735,"50 UNIVERSITY ST
SEATTLE, WA 98101
(47.60649933, -122.33996735)"
6750089-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Repair and replace in-kind water damage repair to existing commercial building, subject to field inspection (STFI).",,,,60000,2019-09-25,2019-09-25,2021-03-25,2020-10-09,Completed,704 1ST AVE,SEATTLE,WA,98104,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6750089-CN,47.60284626,-122.33408528,"704 1ST AVE
SEATTLE, WA 98104
(47.60284626, -122.33408528)"
6771883-GR,Commercial,Non-Residential,Grading,,"Grading improvements, per plan.",,,,200000,2020-04-27,2020-10-29,2022-04-29,,Issued,4906 25th AVE NE,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6771883-GR,47.66470048,-122.30053375,"4906 25th AVE NE
(47.66470048, -122.30053375)"
6685534-DM,Multifamily,Residential,Demolition,Demolition,"Demolish existing accessory garage (project for future unit lot subdivision) for future construction, per plan.",,,,0,2018-08-27,2020-10-27,2022-04-27,2020-10-30,Completed,3841 59TH AVE SW,SEATTLE,,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6685534-DM,47.56887755,-122.40869213,"3841 59TH AVE SW
SEATTLE 98116
(47.56887755, -122.40869213)"
6556340-CN,Single Family/Duplex,Residential,Building,New,"Establish use as and construct a single-family residence, per plans.",0,0,1,465110,2018-04-10,2018-11-07,2021-11-07,,Completed,4329 W SEMPLE ST,SEATTLE,WA,98199,LOCKHART-SUVER LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6556340-CN,47.67109603,-122.41252299,"4329 W SEMPLE ST
SEATTLE, WA 98199
(47.67109603, -122.41252299)"
6800862-CN,Single Family/Duplex,Residential,Building,New,New single family residence with attached garage.,,,,1000000,,,,,Additional Info Requested,309 W KINNEAR PL,SEATTLE,WA,98119,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6800862-CN,47.62752546,-122.36111693,"309 W KINNEAR PL
SEATTLE, WA 98119
(47.62752546, -122.36111693)"
6801507-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct alterations to multiple bathroom facilities in a single-family residence, subject to field inspection (STFI)",,,,200000,2020-09-18,2020-09-28,2022-03-28,,Issued,3124 EAST LAURELHURST DR NE,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801507-CN,47.65106527,-122.27681339,"3124 EAST LAURELHURST DR NE
SEATTLE, WA 98105
(47.65106527, -122.27681339)"
6800599-CN,Commercial,Non-Residential,Building,New,"Proposed building is a 3 story approx. 31,586 sf storage facility.",,,,2800000,,,,,Scheduled,3252 harbor AVE SW,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6800599-CN,47.5734702,-122.37048942,"3252 harbor AVE SW
(47.5734702, -122.37048942)"
6804859-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct interior alterations to existing basement of existing single family residence, Subject to Field Inspection (STFI)",1,0,0,45000,2020-10-09,2020-10-12,2022-04-12,,Issued,1102 NE 80TH ST,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6804859-CN,47.68690972,-122.31595976,"1102 NE 80TH ST
SEATTLE, WA 98115
(47.68690972, -122.31595976)"
6701530-CN,Multifamily,Residential,Building,Temporary,"Land Use Application to allow 1, 4-story townhouse building (9 units total). Parking for 9 vehicles proposed below grade.",0,0,9,2280000,,,,,Additional Info Requested,1726 19TH AVE,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6701530-CN,47.61760684,-122.30719027,"1726 19TH AVE
(47.61760684, -122.30719027)"
6738371-DM,Multifamily,Residential,Demolition,,"DEMOLISH EXISTING COMMERCIAL STRUCTURE AND SFR, CONSTRUCT NEW RESIDENTIAL BUILDING CONTAINING 85 UNITS. NO PARKING PROPOSED. PROPOSAL INCLUDES CONTRACT REZONE FOR A PORTION OF 1007 NE 71ST ST FROM LR1(M1) TO NC2-55(M).",,,,5000000,,,,,Scheduled,7012 ROOSEVELT WAY NE,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6738371-DM,47.67998758,-122.31720725,"7012 ROOSEVELT WAY NE
(47.67998758, -122.31720725)"
6703911-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct alterations to establish accessory dwelling unit (ADU) in single-family residence, per plan.",1,0,1,54433,2019-02-07,2019-03-23,2020-09-23,,Expired,634 NW 54TH ST,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6703911-CN,47.66812818,-122.36481493,"634 NW 54TH ST
SEATTLE, WA 98107
(47.66812818, -122.36481493)"
6805860-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Convert existing garage to detached accessory dwelling unit. Surface parking proposed for existing SFR.,0,0,1,40000,,,,,Scheduled,706 N 78TH ST,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6805860-CN,47.6856744,-122.34953392,"706 N 78TH ST
SEATTLE, WA 98103
(47.6856744, -122.34953392)"
6791718-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct alterations to minor telecommunications facility [T-MOBILE] on existing monopole and at ground level, per plan.",0,0,0,20000,2020-08-06,2020-09-21,2022-03-21,,Issued,4221 P DIAGONAL AVE S,SEATTLE,WA,98134,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6791718-CN,47.56553815,-122.33314686,"4221 P DIAGONAL AVE S
SEATTLE, WA 98134
(47.56553815, -122.33314686)"
6808467-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Add egress window to basement room of SFR, subject to field inspection, STFI.",1,0,0,1000,2020-11-01,2020-11-04,2022-05-04,,Issued,624 NW 125TH ST,SEATTLE,WA,98177,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6808467-CN,47.71983455,-122.36475913,"624 NW 125TH ST
SEATTLE, WA 98177
(47.71983455, -122.36475913)"
6750150-CN,Multifamily,Residential,Building,New,"Establish use as rowhouse and construct a townhouse building with surface parking, per plan.",1,1,3,531140,2019-11-18,2020-08-25,2022-02-25,,Issued,943 NW 56th ST,SEATTLE,WA,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6750150-CN,47.66929939,-122.37048253,"943 NW 56th ST
SEATTLE, WA
(47.66929939, -122.37048253)"
6762426-CN,Commercial,Non-Residential,Building,Addition/Alteration,Marina pier decking replacement.  Existing timber decking will be replaced with injection molded polypropylene decking that has 47% open area.,,,,20000,,,,,Additional Info Requested,1200 WESTLAKE AVE N,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6762426-CN,47.63000694,-122.33960963,"1200 WESTLAKE AVE N
SEATTLE, WA 98109
(47.63000694, -122.33960963)"
6545737-DM,Single Family/Duplex,Residential,Demolition,Demolition,"Demo existing single family residence, subject to field inspecion(STFI).",,1,0,,2016-10-14,2016-10-17,2018-04-17,,Completed,140 LAKE WASHINGTON BLVD E,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6545737-DM,47.61892899,-122.2813592,"140 LAKE WASHINGTON BLVD E
SEATTLE, WA 98112
(47.61892899, -122.2813592)"
6713805-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct interior alterations to finish basement of existing single family residence, subject to field inspection (STFI).",,,,12000,2019-02-22,2019-04-27,2022-04-27,,Issued,4515 S LUCILE ST,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6713805-CN,47.55249497,-122.27759024,"4515 S LUCILE ST
SEATTLE, WA 98118
(47.55249497, -122.27759024)"
6801032-EX,Multifamily,Residential,Building,Environmentally Critical Area Exemption,ECA Exemption Only,,,,1000000,2020-09-16,,,,Reviews Completed,2621 eastlake AVE E,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801032-EX,47.64392872,-122.3262152,"2621 eastlake AVE E
(47.64392872, -122.3262152)"
6798415-CN,Single Family/Duplex,Residential,Building,New,Demo existing single family residence.  Construct new single family residence.,1,1,1,750000,,,,,Scheduled,236 40TH AVE E,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6798415-CN,47.62135705,-122.28118858,"236 40TH AVE E
SEATTLE, WA 98112
(47.62135705, -122.28118858)"
6595349-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Interior alteration to nightclub, including new bar, storage, and restroom areas, occupy per plan.",,0,0,30000,2017-08-16,2017-10-22,2020-10-22,2020-09-24,Completed,5215 BALLARD AVE NW,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6595349-CN,47.66571107,-122.38282079,"5215 BALLARD AVE NW
SEATTLE, WA 98107
(47.66571107, -122.38282079)"
6674412-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct alterations to existing office building, per plan. Mechanical included.",0,0,0,1800000,2018-10-08,2019-04-23,2022-04-23,,Issued,700 5TH AVE,SEATTLE,WA,98104,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6674412-CN,47.60501319,-122.32989532,"700 5TH AVE
SEATTLE, WA 98104
(47.60501319, -122.32989532)"
6504323-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"2nd story addition and alterations to existing single family residence, per plan",,0,0,97831,2016-01-25,2016-04-05,2020-10-05,,Expired,206 HAYES ST,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6504323-CN,47.63415862,-122.3528712,"206 HAYES ST
SEATTLE, WA 98109
(47.63415862, -122.3528712)"
6777610-CN,Single Family/Duplex,Residential,Building,New,"Construct East Duplex. [Establish use and Construct single-family residence and duplex, per plan. Review and processing for two construction records under 6708633-CN.]",,,,558574,2020-03-31,2020-10-01,2022-04-01,,Issued,6001 SW ORLEANS ST,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6777610-CN,47.57101386,-122.40979131,"6001 SW ORLEANS ST
SEATTLE, WA 98116
(47.57101386, -122.40979131)"
6802811-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Improvements to living space of residence. Intended to utilize 20% one-time exemption under FAR regulations.,1,0,0,100000,,,,,Initiated,101 MADRONA PL E,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802811-CN,47.6185974,-122.28571209,"101 MADRONA PL E
SEATTLE, WA 98112
(47.6185974, -122.28571209)"
6673530-CN,Multifamily,Residential,Building,New,"Establish use as and construct a townhouse structure with attached garages, per plan.",0,0,5,1178478,2018-07-23,2019-05-31,2020-11-30,2020-10-09,Completed,2314 THORNDYKE AVE W,SEATTLE,WA,98199,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6673530-CN,47.63961335,-122.38668266,"2314 THORNDYKE AVE W
SEATTLE, WA 98199
(47.63961335, -122.38668266)"
6596739-CN,Commercial,Non-Residential,Building,New,"Shoring and Excavation for construction of a partially modular residential (hotel) and retail building, per plan",,0,0,750000,2017-05-19,2018-03-14,2021-03-14,2020-09-16,Completed,201 WESTLAKE AVE N,SEATTLE,WA,98109,MORTENSON CONSTRUCTION,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6596739-CN,47.61997251,-122.33887308,"201 WESTLAKE AVE N
SEATTLE, WA 98109
(47.61997251, -122.33887308)"
6709339-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Interior alterations to kitchen of an existing single-family residence, subject to field inspection (STFI). REVISION 10/13/2020:  Increase opening, in-fill, subject to field inspection (STFI)",1,0,0,20000,2019-01-22,2019-01-29,2022-01-29,,Issued,2801 32ND AVE S,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6709339-CN,47.57816802,-122.29222899,"2801 32ND AVE S
SEATTLE, WA 98144
(47.57816802, -122.29222899)"
6761953-CN,Single Family/Duplex,Residential,Building,New,"Construct West duplex, per plan. (Establish use as townhouse and construct 2 new duplexes, per plan.  Review & process for 2 records under permit # 6752931-CN)",1,1,4,264533,2019-12-09,2020-09-16,2022-03-16,,Issued,8815 C INTERLAKE AVE N,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6761953-CN,47.69290612,-122.34065199,"8815 C INTERLAKE AVE N
SEATTLE, WA 98103
(47.69290612, -122.34065199)"
6803903-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Replace rockeries  in the backyard with concrete wall, install timber steps & paved patios.",,,,35000,,,,,Scheduled,2413 E ALOHA ST,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803903-CN,47.626483,-122.30043256,"2413 E ALOHA ST
SEATTLE, WA 98112
(47.626483, -122.30043256)"
6803774-DM,Single Family/Duplex,Residential,Demolition,,Remove existing Garage and portions of the driveway to allow for new plumbing and electrical to an Detached Accessory Dwelling Unit.  New facility to be connected to main house and have detached connections for electrical and plumbing requirements.,,,,100000,,,,,Initiated,4127 SW HOLDEN ST,SEATTLE,WA,98136,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803774-DM,47.53346378,-122.38592841,"4127 SW HOLDEN ST
SEATTLE, WA 98136
(47.53346378, -122.38592841)"
6767459-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct alterations to infill existing atrium and create new square footage for offices on 3rd and 4th floors, and occupy per plan.",0,0,0,60000,2020-02-05,2020-09-16,2022-03-16,,Issued,215 COLUMBIA ST,SEATTLE,WA,98104,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6767459-CN,47.60380572,-122.3329464,"215 COLUMBIA ST
SEATTLE, WA 98104
(47.60380572, -122.3329464)"
6777644-CN,Multifamily,Residential,Building,New,"Demolish existing structure and construct new townhomes, per plan.  Provide parking stalls per plan.",,,,15000000,,,,,Scheduled,940 NW 54TH ST,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6777644-CN,47.66805217,-122.37054474,"940 NW 54TH ST
SEATTLE, WA 98107
(47.66805217, -122.37054474)"
6802151-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,To replace the roof of an existing one-story SFR and interior alterations.,,,,120000,,,,,Scheduled,1402 38TH AVE,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802151-CN,47.61289043,-122.28431015,"1402 38TH AVE
SEATTLE, WA 98122
(47.61289043, -122.28431015)"
6771428-CN,Single Family/Duplex,Residential,Building,New,Demolition of existing house and construction of a new single family residence and a new DADU / Garage building.,1,1,2,600000,,,,,Additional Info Requested,3229 34TH AVE W,SEATTLE,WA,98199,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6771428-CN,47.64961914,-122.40148514,"3229 34TH AVE W
SEATTLE, WA 98199
(47.64961914, -122.40148514)"
6798075-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct alterations to an existing minor communication utility (T-Mobile) on the rooftop of existing structure, per plans.",0,0,0,25000,2020-09-23,,,,Ready for Issuance,7141 CALIFORNIA AVE SW,SEATTLE,WA,98136,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6798075-CN,47.5386647,-122.3876275,"7141 CALIFORNIA AVE SW
SEATTLE, WA 98136
(47.5386647, -122.3876275)"
6808100-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct interior alterations to existing single family residence, subject to field inspection (STFI).",1,0,0,5000,2020-10-29,2020-10-29,2022-04-29,,Issued,2157 BOYER AVE E,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6808100-CN,47.63870058,-122.3096953,"2157 BOYER AVE E
SEATTLE, WA 98112
(47.63870058, -122.3096953)"
6790325-CN,Single Family/Duplex,Residential,Building,New,"Establish use as rowhouse and construct new duplex, per plan.",1,1,2,494172,2020-07-28,,,,Reviews In Process,1140 NW 59TH ST,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6790325-CN,47.67179904,-122.37260651,"1140 NW 59TH ST
SEATTLE, WA 98107
(47.67179904, -122.37260651)"
6683992-CN,Institutional,Non-Residential,Building,New,"Install artificial play surfaces, drainage systems, light poles, and ADA improvements at existing Parks and Recreation's playfield (Ballard,) per plan.",0,0,0,400000,2018-12-03,2019-04-22,2022-04-22,,Issued,2644 NW 60TH ST,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6683992-CN,47.67255722,-122.39205121,"2644 NW 60TH ST
SEATTLE, WA 98107
(47.67255722, -122.39205121)"
6806784-PH,Multifamily,Residential,Building,New,"Phased permit: Construct mixed-use residential building, occupy per plan.",,,,24092310,,,,,Additional Info Requested,1710 12TH AVE,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6806784-PH,47.61678852,-122.31649322,"1710 12TH AVE
SEATTLE, WA 98122
(47.61678852, -122.31649322)"
