TYPE,T_MF_9A_6P,T_MF_6P_10,T_SA_9A_6P,T_SA_6P_10,T_SU_9A_6P,T_SU_6P_10,TIME_MISC,R_MF_9A_6P,R_MF_6P_10,R_SA_9A_6P,R_SA_6P_10,R_SU_9A_6P,R_SU_6P_10,RATE_MISC,CREDITCARD,LOCATION,INTERSECTN,TIMEINEFFE,RUSH_HR,MAPID,Geom,Geo Local Area
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North Side 500 Commodore Rd,Moberly Rd,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.117426, 49.266907]}",Fairview
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$3.50,$ .50,$3.50,$ .50,$3.50,$ .50,$3.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,9028,"{""type"": ""Point"", ""coordinates"": [-123.12135731217212, 49.288325899985836]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$3.50,$2.00,$3.50,$2.00,$3.50,$2.00,$3.50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15812,"{""type"": ""Point"", ""coordinates"": [-123.11809995730827, 49.28824060059559]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$4.00,$3.00,$4.00,$3.00,$4.00,$3.00,$4.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15814,"{""type"": ""Point"", ""coordinates"": [-123.11597134784935, 49.28752284614592]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$3.00,$2.00,$3.00,$2.00,$3.00,$2.00,$3.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15824,"{""type"": ""Point"", ""coordinates"": [-123.10694195652898, 49.28280885593482]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$3.50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15391,"{""type"": ""Point"", ""coordinates"": [-123.11590605128494, 49.288171634215615]}",Downtown
Metered Motorcycle Parking,,,,,,,No Time Limit,$1.00,$1.50,$1.00,$1.50,$1.00,$1.50,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15225,"{""type"": ""Point"", ""coordinates"": [-123.10197918417705, 49.2636625992404]}",Mount Pleasant
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.50,$1.50,$1.50,$1.50,$1.50,$1.50,$1.50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15780,"{""type"": ""Point"", ""coordinates"": [-123.11340352763054, 49.281854720479984]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$3.00,$1.50,$3.00,$1.50,$3.00,$1.50,$3.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15782,"{""type"": ""Point"", ""coordinates"": [-123.11069684728392, 49.2834894569161]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$1.50,$1.00,$1.50,$1.00,$1.50,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,19309,"{""type"": ""Point"", ""coordinates"": [-123.10637521955292, 49.27944411183589]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$ .50,$1.00,$ .50,$1.00,$ .50,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,18506,"{""type"": ""Point"", ""coordinates"": [-123.09520444982488, 49.27183380809034]}",Strathcona
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,18460,"{""type"": ""Point"", ""coordinates"": [-123.10081039372511, 49.25221098963285]}",Riley Park
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$ .50,$1.00,$ .50,$1.00,$ .50,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15840,"{""type"": ""Point"", ""coordinates"": [-123.115079152756, 49.26503206570719]}",Fairview
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$3.50,$1.00,$3.50,$1.00,$3.50,$1.00,$3.50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,17004,"{""type"": ""Point"", ""coordinates"": [-123.11315576017377, 49.284715986885615]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15893,"{""type"": ""Point"", ""coordinates"": [-123.16152494773465, 49.23473954303825]}",Arbutus-Ridge
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15873,"{""type"": ""Point"", ""coordinates"": [-123.143434044599, 49.26806786225252]}",Fairview
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15790,"{""type"": ""Point"", ""coordinates"": [-123.12346357972538, 49.28171960145689]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,14888,"{""type"": ""Point"", ""coordinates"": [-123.10141607236375, 49.258454094841866]}",Mount Pleasant
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,14955,"{""type"": ""Point"", ""coordinates"": [-123.10143979217588, 49.257541644430205]}",Mount Pleasant
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$1.50,$ .50,$1.50,$ .50,$1.50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15911,"{""type"": ""Point"", ""coordinates"": [-123.12512076929605, 49.276653675098274]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,13 Hrs,$1.50,$ .50,$1.50,$ .50,$1.50,$ .50,$1.50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,18874,"{""type"": ""Point"", ""coordinates"": [-123.09763124788502, 49.284288609315425]}",Strathcona
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,17913,"{""type"": ""Point"", ""coordinates"": [-123.12223673302663, 49.27856286870249]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15119,"{""type"": ""Point"", ""coordinates"": [-123.03417656923031, 49.23340608331733]}",Renfrew-Collingwood
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$ .50,$1.00,$ .50,$1.00,$ .50,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15761,"{""type"": ""Point"", ""coordinates"": [-123.12507630572975, 49.27415190048014]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,17199,"{""type"": ""Point"", ""coordinates"": [-123.12715576681549, 49.283154960812595]}",West End
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$3.50,$2.50,$3.50,$2.50,$3.50,$2.50,$3.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15796,"{""type"": ""Point"", ""coordinates"": [-123.11951425425183, 49.28801855799724]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,17593,"{""type"": ""Point"", ""coordinates"": [-123.09974458207405, 49.28239281639982]}",Downtown
Metered Motorcycle Parking,,,,,,,No Time Limit,,,,,,,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,19538,"{""type"": ""Point"", ""coordinates"": [-123.09093239945965, 49.22437284051531]}",Sunset
Metered Motorcycle Parking,,,,,,,No Time Limit,,,,,,,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,19427,"{""type"": ""Point"", ""coordinates"": [-123.09072731371977, 49.231123882545305]}",Sunset
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$ .50,$1.00,$ .50,$1.00,$ .50,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,18370,"{""type"": ""Point"", ""coordinates"": [-123.09544691559454, 49.28405870955218]}",Strathcona
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$2.00,$ .50,$2.00,$ .50,$2.00,$ .50,$2.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15903,"{""type"": ""Point"", ""coordinates"": [-123.09744310166711, 49.279508479203166]}",Strathcona
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.50,$ .50,$1.50,$ .50,$1.50,$ .50,$1.50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15816,"{""type"": ""Point"", ""coordinates"": [-123.11005313231485, 49.28422388912353]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,18465,"{""type"": ""Point"", ""coordinates"": [-123.10110157274183, 49.251671471514015]}",Riley Park
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$1.50,$1.00,$1.50,$1.00,$1.50,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,16152,"{""type"": ""Point"", ""coordinates"": [-123.06924922788274, 49.267744497091854]}",Grandview-Woodland
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$2.50,$ .50,$2.50,$ .50,$2.50,$ .50,$2.50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15941,"{""type"": ""Point"", ""coordinates"": [-123.11981844470266, 49.288657961337826]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,18449,"{""type"": ""Point"", ""coordinates"": [-123.10073843570117, 49.254003485346054]}",Riley Park
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$1.00,$ .50,$1.00,$ .50,$1.00,$ .50,$1.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,17919,"{""type"": ""Point"", ""coordinates"": [-123.10236275844922, 49.281210485397416]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$4.00,$2.00,$4.00,$2.00,$4.00,$2.00,$4.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,9034,"{""type"": ""Point"", ""coordinates"": [-123.12097676018867, 49.28597374727526]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$4.00,$3.00,$4.00,$3.00,$4.00,$3.00,$4.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,8986,"{""type"": ""Point"", ""coordinates"": [-123.11363188925992, 49.2840717530586]}",Downtown
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$2.00,$3.00,$2.00,$3.00,$2.00,$3.00,$2.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15879,"{""type"": ""Point"", ""coordinates"": [-123.15028308506594, 49.268212264265834]}",Kitsilano
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$2.00,$2.50,$2.00,$2.50,$2.00,$2.50,$2.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15794,"{""type"": ""Point"", ""coordinates"": [-123.12383404441583, 49.285171040766606]}",West End
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,15838,"{""type"": ""Point"", ""coordinates"": [-123.10673162107457, 49.2632014133684]}",Mount Pleasant
Metered Motorcycle Parking,2 Hr,4 Hr,4 Hr,4 Hr,4 Hr,4 Hr,No Time Limit,$2.00,$ .50,$2.00,$ .50,$2.00,$ .50,$2.00,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,17121,"{""type"": ""Point"", ""coordinates"": [-123.13887011120778, 49.258814067605876]}",Fairview
Metered Motorcycle Parking,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,$2.50,$2.00,$2.50,$2.00,$2.50,$2.00,$2.50,No,n/a,n/a,METER IN EFFECT: 9:00 AM TO 10:00 PM,n/a,3067,"{""type"": ""Point"", ""coordinates"": [-123.1045373311218, 49.28244859573142]}",Downtown
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 3500 Cambie St,W 19th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.115308, 49.253928]}",South Cambie
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 3500 Commercial St,Stainsbury Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.067941, 49.252448]}",Kensington-Cedar Cottage
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 4400 Dunbar St,W 28th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.185319, 49.247]}",Dunbar-Southlands
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 2600 E Hastings St,Penticton St,n/a,3-7pm,,"{""type"": ""Point"", ""coordinates"": [-123.051772, 49.281063]}",Hastings-Sunrise
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 500 Evans Av,Evans Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.092725, 49.272658]}",Strathcona
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 4100 Fraser St,E 26th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.090015, 49.247713]}",Kensington-Cedar Cottage
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 2500 Guelph St,E Broadway,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.094995, 49.262366]}",Mount Pleasant
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 400 Jervis St,W Cordova St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.124096, 49.290017]}",Downtown
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North Side 1200 Kingsway,Clark Drive,n/a,7-9:30am,,"{""type"": ""Point"", ""coordinates"": [-123.078317, 49.251441]}",Kensington-Cedar Cottage
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North Side 1500 Kingsway,Perry St,n/a,7-9:30am,,"{""type"": ""Point"", ""coordinates"": [-123.071483, 49.248228]}",Kensington-Cedar Cottage
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North Side 1700 Kingsway,Commercial St,n/a,7-9:30am,,"{""type"": ""Point"", ""coordinates"": [-123.068062, 49.246633]}",Kensington-Cedar Cottage
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 2200 Kingsway,Baldwin St,n/a,3-6pm,,"{""type"": ""Point"", ""coordinates"": [-123.059085, 49.242195]}",Kensington-Cedar Cottage
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 2700 Kingsway,Rhodes St,n/a,3-6pm,,"{""type"": ""Point"", ""coordinates"": [-123.05012, 49.238085]}",Renfrew-Collingwood
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 3400 Kingsway,Battison St,n/a,3-6pm,,"{""type"": ""Point"", ""coordinates"": [-123.030432, 49.231879]}",Killarney
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 3400 Kingsway,Ormidale St,n/a,3-6pm,,"{""type"": ""Point"", ""coordinates"": [-123.024927, 49.232147]}",Killarney
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North Side 1000 Marinaside Cres,Coopers Mews,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.116635, 49.273264]}",Downtown
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 500 Moberly Rd,Commodore Rd,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.117686, 49.267039]}",Fairview
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North Side 0 Nelson St,Expo Blvd,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.116291, 49.275192]}",Downtown
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 2300 Pine St,W 7th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.143408, 49.265282]}",Fairview
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,West Side 1300 Thurlow St,Burnaby St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.132476, 49.279604]}",West End
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 5500 Victoria Dr,E 40th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.065381, 49.234042]}",Kensington-Cedar Cottage
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 2300 Victoria Dr,E 8th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.06579, 49.263325]}",Grandview-Woodland
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,East Side 2700 Yukon St,W 12th Av,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.112948, 49.260565]}",Mount Pleasant
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,South Side 900 W 8th Av,Oak St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.126305, 49.264282]}",Fairview
Non-Metered Motorcycle Parking,,,,,,,,,,,,,,,n/a,North side 1800 Haro St,Denman St,n/a,n/a,,"{""type"": ""Point"", ""coordinates"": [-123.136642, 49.290908]}",West End
