ID;ADDRESS;BUILDINGNAME;VHR;DESIGNATION;ZONING;LOCALAREA;STREET;STREET_NBR;HRA_HCC;Geom
1030;2490 MAIN ST;;C;;C-3A;Mount Pleasant;MAIN ST;2490;;"{""type"": ""Point"", ""coordinates"": [-123.100557193665, 49.2630838770408]}"
1036;250 E 23RD AV;;C;;RS-7;Riley Park;E 23RD AV;250;;"{""type"": ""Point"", ""coordinates"": [-123.099860678324, 49.2499822468884]}"
1039;250 W PENDER ST;VAN VOC INSTITUTE;A;;DD;Downtown;W PENDER ST;250;;"{""type"": ""Point"", ""coordinates"": [-123.111240733955, 49.2813009098269]}"
1041;2504 YORK AV;ACORN HOUSE;C;M;RT-8;Kitsilano;YORK AV;2504;;"{""type"": ""Point"", ""coordinates"": [-123.162380665564, 49.2715467946853]}"
1042;2505 W 2ND AV;;C;;RT-8;Kitsilano;W 2ND AV;2505;;"{""type"": ""Point"", ""coordinates"": [-123.162424540066, 49.2702931802731]}"
1043;2508 W 1ST AV;;B;;RT-8;Kitsilano;W 1ST AV;2508;;"{""type"": ""Point"", ""coordinates"": [-123.162528183143, 49.270668143296]}"
1052;2524 ALBERTA ST;;C;;RM-4;Mount Pleasant;ALBERTA ST;2524;;"{""type"": ""Point"", ""coordinates"": [-123.110651014699, 49.262566287754]}"
1054;2525 W 2ND AV;;B;;RT-8;Kitsilano;W 2ND AV;2525;;"{""type"": ""Point"", ""coordinates"": [-123.162848231354, 49.2703006705846]}"
1058;2528 ALBERTA ST;;C;;RM-4;Mount Pleasant;ALBERTA ST;2528;;"{""type"": ""Point"", ""coordinates"": [-123.110653512153, 49.2624538452636]}"
1059;253 E PENDER ST;;;M;HA-1;Strathcona;E PENDER ST;253;;"{""type"": ""Point"", ""coordinates"": [-123.098331799339, 49.2806085364881]}"
1066;2536 W 12TH AV;;C;;RS-5;Kitsilano;W 12TH AV;2536;;"{""type"": ""Point"", ""coordinates"": [-123.163400719693, 49.260877718154]}"
1067;2536 W 2ND AV;;B;;RT-8;Kitsilano;W 2ND AV;2536;;"{""type"": ""Point"", ""coordinates"": [-123.163069382271, 49.2697952422795]}"
1068;2536 W 6TH AV;;C;;RT-8;Kitsilano;W 6TH AV;2536;;"{""type"": ""Point"", ""coordinates"": [-123.163197468597, 49.2663146918063]}"
1071;2543 BALACLAVA ST;;C;;RS-5;Kitsilano;BALACLAVA ST;2543;;"{""type"": ""Point"", ""coordinates"": [-123.174332011769, 49.2634399581572]}"
1074;2544 COLUMBIA ST;;C;;RM-4;Mount Pleasant;COLUMBIA ST;2544;;"{""type"": ""Point"", ""coordinates"": [-123.109228121056, 49.2624115928107]}"
1076;2546 W 3RD AV;HARRINGTON HOUSE;C;M;RT-8;Kitsilano;W 3RD AV;2546;H;"{""type"": ""Point"", ""coordinates"": [-123.163314799056, 49.2689133660495]}"
1091;2586 CAMBRIDGE ST;;B;;RS-1;Hastings-Sunrise;CAMBRIDGE ST;2586;;"{""type"": ""Point"", ""coordinates"": [-123.052523887294, 49.286390734551]}"
1098;2594 ETON ST;WOODSIDE HOUSE;B;;C-1;Hastings-Sunrise;ETON ST;2594;;"{""type"": ""Point"", ""coordinates"": [-123.05232815091, 49.287399199657]}"
1099;2598 ETON ST;BEACON HILL GROCER;B;;C-1;Hastings-Sunrise;ETON ST;2598;;"{""type"": ""Point"", ""coordinates"": [-123.05232815091, 49.287399199657]}"
1102;2600 E BROADWAY;VAN TECHNICAL SEC;B;;RS-1;Renfrew-Collingwood;E BROADWAY;2600;;"{""type"": ""Point"", ""coordinates"": [-123.051279946333, 49.2601028439818]}"
1107;2614 E 28TH AV;;B;;RS-1;Renfrew-Collingwood;E 28TH AV;2614;;"{""type"": ""Point"", ""coordinates"": [-123.051709055601, 49.2452017986427]}"
1108;2614 W 5TH AV;;C;;RT-8;Kitsilano;W 5TH AV;2614;;"{""type"": ""Point"", ""coordinates"": [-123.165061118428, 49.2672036581086]}"
1112;2618 COLUMBIA ST;;C;;RT-6;Mount Pleasant;COLUMBIA ST;2618;;"{""type"": ""Point"", ""coordinates"": [-123.109140870619, 49.261806297733]}"
1117;2622 W 5TH AV;;B;M;RT-8;Kitsilano;W 5TH AV;2622;;"{""type"": ""Point"", ""coordinates"": [-123.16517689531, 49.2671740783392]}"
1118;2622 W 7TH AV;AINSWORTH HOUSE;C;M;RT-8;Kitsilano;W 7TH AV;2622;;"{""type"": ""Point"", ""coordinates"": [-123.165288119785, 49.2654895491646]}"
1127;2630 DUNDAS ST;;B;;RS-1;Hastings-Sunrise;DUNDAS ST;2630;;"{""type"": ""Point"", ""coordinates"": [-123.050858796168, 49.2845168679716]}"
1130;2631 COLUMBIA ST;;A;;RT-6;Mount Pleasant;COLUMBIA ST;2631;;"{""type"": ""Point"", ""coordinates"": [-123.109967857273, 49.2616220113206]}"
1131;2631 W 2ND AV;;B;;RT-8;Kitsilano;W 2ND AV;2631;;"{""type"": ""Point"", ""coordinates"": [-123.165256233824, 49.2703633034071]}"
1132;2632 ALBERTA ST;;B;;RT-6;Mount Pleasant;ALBERTA ST;2632;;"{""type"": ""Point"", ""coordinates"": [-123.110677760128, 49.2616316689657]}"
1133;2632 HEMLOCK ST;;B;;RM-3;Fairview;HEMLOCK ST;2632;;"{""type"": ""Point"", ""coordinates"": [-123.136003596595, 49.2619223259642]}"
1134;2632 W 10TH AV;;C;;RS-7;Kitsilano;W 10TH AV;2632;;"{""type"": ""Point"", ""coordinates"": [-123.165444961093, 49.2628775749483]}"
1135;2634 DUNDAS ST;;B;;RS-1;Hastings-Sunrise;DUNDAS ST;2634;;"{""type"": ""Point"", ""coordinates"": [-123.050719915964, 49.2845160294965]}"
1138;2635 W 7TH AV;;C;;RT-8;Kitsilano;W 7TH AV;2635;;"{""type"": ""Point"", ""coordinates"": [-123.165428637961, 49.2659998259945]}"
1140;2637 QUEBEC ST;;B;;RM-4;Mount Pleasant;QUEBEC ST;2637;;"{""type"": ""Point"", ""coordinates"": [-123.103369947937, 49.2614848795934]}"
1144;2640 POINT GREY ROAD;;C;;RT-8;Kitsilano;POINT GREY ROAD;2640;;"{""type"": ""Point"", ""coordinates"": [-123.165354394855, 49.2723120353959]}"
1151;2647 MANITOBA ST;LADNER HOUSE;B;M;RT-6;Mount Pleasant;MANITOBA ST;2647;;"{""type"": ""Point"", ""coordinates"": [-123.107259049617, 49.2613862116871]}"
1152;2648 ALBERTA ST;;B;;RT-6;Mount Pleasant;ALBERTA ST;2648;;"{""type"": ""Point"", ""coordinates"": [-123.110684236174, 49.2614607537834]}"
1155;2650 W 1ST AV;;C;;RT-8;Kitsilano;W 1ST AV;2650;;"{""type"": ""Point"", ""coordinates"": [-123.165630617853, 49.2707158378751]}"
1156;2650 W 5TH AV;STRAIGHT HOUSE;C;M;RT-8;Kitsilano;W 5TH AV;2650;;"{""type"": ""Point"", ""coordinates"": [-123.165647024767, 49.2671828412665]}"
1158;2652 TEMPLETON DRIVE;;C;;RS-1;Kensington-Cedar Cottage;TEMPLETON DRIVE;2652;;"{""type"": ""Point"", ""coordinates"": [-123.059812076363, 49.2605170463325]}"
1159;2657 W 2ND AV;;B;;RT-8;Kitsilano;W 2ND AV;2657;;"{""type"": ""Point"", ""coordinates"": [-123.165535975135, 49.2703674005716]}"
1162;2661 E 43RD AV;AVALON MEWS BLDG 2;A;M;CD-1;Victoria-Fraserview;E 43RD AV;2661;;"{""type"": ""Point"", ""coordinates"": [-123.052466695558, 49.2310675357923]}"
1163;2662 MARINE CRESCENT;;B;;RS-5;Kerrisdale;MARINE CRESCENT;2662;;"{""type"": ""Point"", ""coordinates"": [-123.165275403824, 49.2267689689716]}"
1167;2675 YUKON ST;CITY HALL-ANNEX;A;M;CD-1;Mount Pleasant;YUKON ST;2675;;"{""type"": ""Point"", ""coordinates"": [-123.113935739267, 49.2613158916217]}"
1169;2680 CAMBRIDGE ST;;B;;RS-1;Hastings-Sunrise;CAMBRIDGE ST;2680;;"{""type"": ""Point"", ""coordinates"": [-123.050034962175, 49.2863878092173]}"
1172;2688 MARINE CRESCENT;;B;;RS-5;Kerrisdale;MARINE CRESCENT;2688;;"{""type"": ""Point"", ""coordinates"": [-123.165827971507, 49.2268977089136]}"
1181;2713 CAROLINA ST;;C;;RT-5;Mount Pleasant;CAROLINA ST;2713;;"{""type"": ""Point"", ""coordinates"": [-123.091378152569, 49.2603652700047]}"
1182;2714 CAROLINA ST;;C;;RT-5;Mount Pleasant;CAROLINA ST;2714;;"{""type"": ""Point"", ""coordinates"": [-123.090824978249, 49.2603634663717]}"
1183;2717 WOODLAND DRIVE;;B;;RT-5;Kensington-Cedar Cottage;WOODLAND DRIVE;2717;;"{""type"": ""Point"", ""coordinates"": [-123.074044312828, 49.26017319974]}"
1186;2722 CAROLINA ST;;C;;RT-5;Mount Pleasant;CAROLINA ST;2722;;"{""type"": ""Point"", ""coordinates"": [-123.090824087218, 49.2602523852173]}"
1188;2722 W 7TH AV;WILLIAMS HOUSE;B;M;RT-8;Kitsilano;W 7TH AV;2722;;"{""type"": ""Point"", ""coordinates"": [-123.167079195104, 49.2655179975271]}"
1189;2723 WOODLAND DRIVE;;B;;RT-5;Kensington-Cedar Cottage;WOODLAND DRIVE;2723;;"{""type"": ""Point"", ""coordinates"": [-123.074046917561, 49.2600769493209]}"
1190;2724 OXFORD ST;;B;;RS-1;Hastings-Sunrise;OXFORD ST;2724;;"{""type"": ""Point"", ""coordinates"": [-123.048645947086, 49.2854191908078]}"
1192;2726 W 12TH AV;;C;;RS-5;Kitsilano;W 12TH AV;2726;;"{""type"": ""Point"", ""coordinates"": [-123.166976189647, 49.2610862155585]}"
1194;2727 W 6TH AV;;B;;RT-8;Kitsilano;W 6TH AV;2727;;"{""type"": ""Point"", ""coordinates"": [-123.167144916839, 49.2668667335051]}"
1195;2728 PANDORA ST;CAMPBELL HOUSE;C;M;RS-1;Hastings-Sunrise;PANDORA ST;2728;;"{""type"": ""Point"", ""coordinates"": [-123.048505669613, 49.2827067376183]}"
1198;2732 ONTARIO ST;;C;;RM-4N;Mount Pleasant;ONTARIO ST;2732;;"{""type"": ""Point"", ""coordinates"": [-123.10478668893, 49.260526235554]}"
1199;2732 W 7TH AV;;B;;RT-8;Kitsilano;W 7TH AV;2732;;"{""type"": ""Point"", ""coordinates"": [-123.167290192887, 49.2655208405431]}"
1200;2733 FRANKLIN ST;;B;;RS-1;Hastings-Sunrise;FRANKLIN ST;2733;;"{""type"": ""Point"", ""coordinates"": [-123.048387728454, 49.2823190950414]}"
1203;2734 DUNBAR ST;;C;;RS-5;Kitsilano;DUNBAR ST;2734;;"{""type"": ""Point"", ""coordinates"": [-123.183560529552, 49.2619468340494]}"
1210;2742 W 7TH AV;;B;;RT-8;Kitsilano;W 7TH AV;2742;;"{""type"": ""Point"", ""coordinates"": [-123.167500503439, 49.2655236841701]}"
1214;2744 ONTARIO ST;;C;;RM-4N;Mount Pleasant;ONTARIO ST;2744;;"{""type"": ""Point"", ""coordinates"": [-123.10478668893, 49.260526235554]}"
1222;2750 W 14TH AV;;B;;RS-5;Kitsilano;W 14TH AV;2750;;"{""type"": ""Point"", ""coordinates"": [-123.167595421743, 49.2592880660936]}"
1225;2755 W 38TH AV;;B;;RS-5;Arbutus-Ridge;W 38TH AV;2755;;"{""type"": ""Point"", ""coordinates"": [-123.167257071741, 49.2378190763692]}"
1226;2755 W 42ND AV;;C;;RS-5;Kerrisdale;W 42ND AV;2755;;"{""type"": ""Point"", ""coordinates"": [-123.166544978288, 49.2340362431528]}"
1229;276 E PENDER ST;;;M;HA-1;Strathcona;E PENDER ST;276;;"{""type"": ""Point"", ""coordinates"": [-123.097937111341, 49.2800881497426]}"
1232;2765 W 42ND AV;;C;;RS-5;Kerrisdale;W 42ND AV;2765;;"{""type"": ""Point"", ""coordinates"": [-123.166684412874, 49.2340391903895]}"
1233;2765 W 8TH AV;;C;;RT-8;Kitsilano;W 8TH AV;2765;;"{""type"": ""Point"", ""coordinates"": [-123.167710325987, 49.2651797539113]}"
1235;2770 POINT GREY ROAD;;C;;RT-8;Kitsilano;POINT GREY ROAD;2770;;"{""type"": ""Point"", ""coordinates"": [-123.167810776895, 49.27143811882]}"
1240;279 E 18TH AV;;B;;RS-7;Riley Park;E 18TH AV;279;;"{""type"": ""Point"", ""coordinates"": [-123.099164356143, 49.2550219706179]}"
1248;2804 GRAVELEY ST;;B;;RS-1;Hastings-Sunrise;GRAVELEY ST;2804;;"{""type"": ""Point"", ""coordinates"": [-123.046730116276, 49.2701646386059]}"
1249;2806 W 38TH AV;BUTTERFIELD HOUSE;B;;RS-5;Arbutus-Ridge;W 38TH AV;2806;;"{""type"": ""Point"", ""coordinates"": [-123.16818866655, 49.237269454353]}"
1250;281 E 18TH AV;;B;;RS-7;Riley Park;E 18TH AV;281;;"{""type"": ""Point"", ""coordinates"": [-123.09908466485, 49.2549601518818]}"
1257;2821 ADANAC ST;;C;;RS-1;Hastings-Sunrise;ADANAC ST;2821;;"{""type"": ""Point"", ""coordinates"": [-123.046048627213, 49.2776866794114]}"
1258;2822 W 41ST AV;THE DOROTHIES;B;M;RS-5;Kerrisdale;W 41ST AV;2822;H;"{""type"": ""Point"", ""coordinates"": [-123.168033264383, 49.234431828663]}"
1261;2836 W 14TH AV;BEER RESIDENCE;C;M;RS-5;Kitsilano;W 14TH AV;2836;;"{""type"": ""Point"", ""coordinates"": [-123.169253690165, 49.2593202713506]}"
1262;2837 W 3RD AV;;C;;RT-8;Kitsilano;W 3RD AV;2837;;"{""type"": ""Point"", ""coordinates"": [-123.169212489365, 49.2695387622698]}"
1264;284 E 18TH AV;;B;;RS-7;Riley Park;E 18TH AV;284;;"{""type"": ""Point"", ""coordinates"": [-123.098859176708, 49.254496209704]}"
1267;285 W 17TH AV;;C;M;RS-7;Riley Park;W 17TH AV;285;;"{""type"": ""Point"", ""coordinates"": [-123.110881848269, 49.2560378626429]}"
1269;2855 W 6TH AV;;B;M;RT-7;Kitsilano;W 6TH AV;2855;;"{""type"": ""Point"", ""coordinates"": [-123.169665884461, 49.2668855291683]}"
1270;2856 W 3RD AV;LOGAN HOUSE;B;M;RT-8;Kitsilano;W 3RD AV;2856;H;"{""type"": ""Point"", ""coordinates"": [-123.169622248696, 49.2690085060534]}"
1277;2870 W 47TH AV;;A;;RS-5;Kerrisdale;W 47TH AV;2870;;"{""type"": ""Point"", ""coordinates"": [-123.169863122278, 49.2290569792681]}"
1279;2876 W 5TH AV;;C;;RT-7;Kitsilano;W 5TH AV;2876;;"{""type"": ""Point"", ""coordinates"": [-123.170069196183, 49.2672505912779]}"
1280;2886 W 29TH AV;;B;;RS-5;Arbutus-Ridge;W 29TH AV;2886;;"{""type"": ""Point"", ""coordinates"": [-123.169761084447, 49.2458315891973]}"
1283;2900 W 3RD AV;;B;;RT-8;Kitsilano;W 3RD AV;2900;;"{""type"": ""Point"", ""coordinates"": [-123.170172118836, 49.269015784203]}"
1286;2906 W 5TH AV;;C;;RT-7;Kitsilano;W 5TH AV;2906;;"{""type"": ""Point"", ""coordinates"": [-123.170357185997, 49.2672560139048]}"
1287;291 E GEORGIA ST;;B;;HA-1A;Strathcona;E GEORGIA ST;291;;"{""type"": ""Point"", ""coordinates"": [-123.097399460762, 49.2786769094854]}"
1289;2911 ONTARIO ST;;B;;RT-6;Mount Pleasant;ONTARIO ST;2911;;"{""type"": ""Point"", ""coordinates"": [-123.105314099499, 49.2590893106349]}"
1290;2912 W 3RD AV;;B;;RT-8;Kitsilano;W 3RD AV;2912;;"{""type"": ""Point"", ""coordinates"": [-123.170429865206, 49.2690176531089]}"
1291;2915 ONTARIO ST;;B;;RT-6;Mount Pleasant;ONTARIO ST;2915;;"{""type"": ""Point"", ""coordinates"": [-123.105314099499, 49.2590893106349]}"
1292;2916 MANITOBA ST;;C;;RT-6;Mount Pleasant;MANITOBA ST;2916;;"{""type"": ""Point"", ""coordinates"": [-123.106669150139, 49.2590682600859]}"
1294;2919 ONTARIO ST;;B;;RT-6;Mount Pleasant;ONTARIO ST;2919;;"{""type"": ""Point"", ""coordinates"": [-123.105314099499, 49.2590893106349]}"
1295;2922 W 3RD AV;;B;;RT-8;Kitsilano;W 3RD AV;2922;;"{""type"": ""Point"", ""coordinates"": [-123.170531642402, 49.2689540867722]}"
1296;2925 W 38TH AV;;B;;RS-5;Dunbar-Southlands;W 38TH AV;2925;;"{""type"": ""Point"", ""coordinates"": [-123.170962970091, 49.2378338548436]}"
1310;2967 W 42ND AV;;B;M;RS-5;Kerrisdale;W 42ND AV;2967;;"{""type"": ""Point"", ""coordinates"": [-123.172091194609, 49.2340280602335]}"
1312;2974 W 5TH AV;;B;;RT-7;Kitsilano;W 5TH AV;2974;;"{""type"": ""Point"", ""coordinates"": [-123.171768354948, 49.2672856670348]}"
1313;2975 OAK ST;VAN ARSDEL/SANTA F;B;M;RM-3;Fairview;OAK ST;2975;H;"{""type"": ""Point"", ""coordinates"": [-123.127133189196, 49.2589750441602]}"
1315;2980 W 5TH AV;;B;M;RT-7;Kitsilano;W 5TH AV;2980;;"{""type"": ""Point"", ""coordinates"": [-123.172164303506, 49.267297123997]}"
1316;2982 W 3RD AV;;C;;RT-8;Kitsilano;W 3RD AV;2982;;"{""type"": ""Point"", ""coordinates"": [-123.171644376363, 49.2690293391003]}"
1317;2991 W 42ND AV;;B;;RS-5;Kerrisdale;W 42ND AV;2991;;"{""type"": ""Point"", ""coordinates"": [-123.172698555891, 49.2340454052375]}"
1318;2993 W 3RD AV;;B;;RT-8;Kitsilano;W 3RD AV;2993;;"{""type"": ""Point"", ""coordinates"": [-123.171920928313, 49.2695457022267]}"
1320;3003 E 22ND AV;FIREHALL NO.15;B;M;CD-1;Renfrew-Collingwood;E 22ND AV;3003;;"{""type"": ""Point"", ""coordinates"": [-123.041230459809, 49.2508855557167]}"
1321;3004 ST. CATHERINES ST;;C;;RT-5;Mount Pleasant;ST. CATHERINES ST;3004;;"{""type"": ""Point"", ""coordinates"": [-123.085025140209, 49.2577302139502]}"
1322;3008 W 36TH AV;;C;;RS-5;Dunbar-Southlands;W 36TH AV;3008;;"{""type"": ""Point"", ""coordinates"": [-123.173291452406, 49.2391868510547]}"
1323;301 E HASTINGS ST;;C;;DEOD;Strathcona;E HASTINGS ST;301;;"{""type"": ""Point"", ""coordinates"": [-123.097053258713, 49.2815848800886]}"
1325;3010 W 5TH AV;;B;M;RT-7;Kitsilano;W 5TH AV;3010;;"{""type"": ""Point"", ""coordinates"": [-123.17248930685, 49.2672737914513]}"
1330;3025 FIR ST;;B;M;RS-1;Fairview;FIR ST;3025;;"{""type"": ""Point"", ""coordinates"": [-123.141682063126, 49.2583982479306]}"
1331;3026 W 36TH AV;;B;;RS-5;Dunbar-Southlands;W 36TH AV;3026;;"{""type"": ""Point"", ""coordinates"": [-123.173499586036, 49.2391883377104]}"
1332;3028 W 5TH AV;;B;;RT-7;Kitsilano;W 5TH AV;3028;;"{""type"": ""Point"", ""coordinates"": [-123.172648925369, 49.2673064754992]}"
1334;303 COLUMBIA ST;;C;;HA-2;Downtown;COLUMBIA ST;303;;"{""type"": ""Point"", ""coordinates"": [-123.10243970124, 49.2820700905971]}"
1336;303 E CORDOVA ST;ST JAMES' CHURCH;A;M;DEOD;Strathcona;E CORDOVA ST;303;;"{""type"": ""Point"", ""coordinates"": [-123.097184621122, 49.2825039093966]}"
1340;3030 ONTARIO ST;;C;;RM-4;Mount Pleasant;ONTARIO ST;3030;;"{""type"": ""Point"", ""coordinates"": [-123.104774265467, 49.2579492173138]}"
1341;3036 ONTARIO ST;;C;;RM-4;Mount Pleasant;ONTARIO ST;3036;;"{""type"": ""Point"", ""coordinates"": [-123.104780259408, 49.2578592597296]}"
1345;3040 W 5TH AV;;B;;RT-7;Kitsilano;W 5TH AV;3040;;"{""type"": ""Point"", ""coordinates"": [-123.172994412682, 49.2672997610454]}"
1348;305 HEATLEY AV;;B;;DEOD;Strathcona;HEATLEY AV;305;;"{""type"": ""Point"", ""coordinates"": [-123.08971197273, 49.2818361327103]}"
1353;3054 POINT GREY ROAD;;B;;RT-8;Kitsilano;POINT GREY ROAD;3054;;"{""type"": ""Point"", ""coordinates"": [-123.173018392937, 49.2708398405411]}"
1356;306 ABBOTT ST;;B;M;HA-2;Downtown;ABBOTT ST;306;;"{""type"": ""Point"", ""coordinates"": [-123.106632894969, 49.2826987057842]}"
1359;307 W BROADWAY;;B;;C-3A;Mount Pleasant;W BROADWAY;307;;"{""type"": ""Point"", ""coordinates"": [-123.111212127654, 49.263331282026]}"
1361;3075 W 39TH AV;;A;;RS-5;Dunbar-Southlands;W 39TH AV;3075;;"{""type"": ""Point"", ""coordinates"": [-123.174126661845, 49.2368899804631]}"
1363;309 CARRALL ST;;C;M;HA-2;Downtown;CARRALL ST;309;;"{""type"": ""Point"", ""coordinates"": [-123.104605551032, 49.2822373252557]}"
1364;309 E CORDOVA ST;ST LUKE'S HOME;A;M;DEOD;Strathcona;E CORDOVA ST;309;;"{""type"": ""Point"", ""coordinates"": [-123.096702327678, 49.2824942017339]}"
1368;3092 W 36TH AV;;B;;RS-5;Dunbar-Southlands;W 36TH AV;3092;;"{""type"": ""Point"", ""coordinates"": [-123.174328548817, 49.2391942769783]}"
1372;310 WATER ST;TAYLOR BUILDING;C;M;HA-2;Downtown;WATER ST;310;H;"{""type"": ""Point"", ""coordinates"": [-123.1092339265, 49.2841735808465]}"
1375;3106 W 12TH AV;;C;;RS-5;Kitsilano;W 12TH AV;3106;;"{""type"": ""Point"", ""coordinates"": [-123.174323873602, 49.2612115866087]}"
1377;311 HEATLEY AV;;B;;DEOD;Strathcona;HEATLEY AV;311;;"{""type"": ""Point"", ""coordinates"": [-123.08971197273, 49.2818361327103]}"
1379;311 WATER ST;;B;M;HA-2;Downtown;WATER ST;311;;"{""type"": ""Point"", ""coordinates"": [-123.109044421668, 49.2846173658124]}"
1383;3123 W BROADWAY;;B;;C-2C;Kitsilano;W BROADWAY;3123;;"{""type"": ""Point"", ""coordinates"": [-123.174770480376, 49.2644487111519]}"
1384;3126 W 12TH AV;;C;;RS-5;Kitsilano;W 12TH AV;3126;;"{""type"": ""Point"", ""coordinates"": [-123.174614163584, 49.2612165453862]}"
1387;3136 W 12TH AV;;C;;RS-5;Kitsilano;W 12TH AV;3136;;"{""type"": ""Point"", ""coordinates"": [-123.17481208355, 49.2612184949035]}"
1398;3160 W 3RD AV;;B;;RT-8;Kitsilano;W 3RD AV;3160;;"{""type"": ""Point"", ""coordinates"": [-123.174986209253, 49.2690827771835]}"
1399;3164 W 6TH AV;;B;;RT-7;Kitsilano;W 6TH AV;3164;;"{""type"": ""Point"", ""coordinates"": [-123.175312447179, 49.2664758685003]}"
1403;3171 W 5TH AV;;C;;RT-7;Kitsilano;W 5TH AV;3171;;"{""type"": ""Point"", ""coordinates"": [-123.175073974239, 49.2678462266938]}"
1411;3204 W 2ND AV;;B;;RT-8;Kitsilano;W 2ND AV;3204;;"{""type"": ""Point"", ""coordinates"": [-123.175923309296, 49.2699867391242]}"
1412;321 WATER ST;;B;M;HA-2;Downtown;WATER ST;321;;"{""type"": ""Point"", ""coordinates"": [-123.109274169174, 49.284669320783]}"
1414;3216 W 2ND AV;;C;;RT-8;Kitsilano;W 2ND AV;3216;;"{""type"": ""Point"", ""coordinates"": [-123.176200181115, 49.2699921641186]}"
1417;3223 W 37TH AV;SHEPPARD HOUSE;B;M;RS-5;Dunbar-Southlands;W 37TH AV;3223;;"{""type"": ""Point"", ""coordinates"": [-123.176477959568, 49.2388010514983]}"
1421;3242 W 2ND AV;;C;;RT-8;Kitsilano;W 2ND AV;3242;;"{""type"": ""Point"", ""coordinates"": [-123.176746875594, 49.2699998835754]}"
1423;325 CARRALL ST;;C;M;HA-2;Downtown;CARRALL ST;325;;"{""type"": ""Point"", ""coordinates"": [-123.104648447375, 49.281917498877]}"
1424;325 W 11TH AV;WAKEFIELD HOUSE;B;M;RT-6;Mount Pleasant;W 11TH AV;325;H;"{""type"": ""Point"", ""coordinates"": [-123.111685925564, 49.2615326330511]}"
1425;325 W 12TH AV;;B;;RT-6;Mount Pleasant;W 12TH AV;325;;"{""type"": ""Point"", ""coordinates"": [-123.111714729198, 49.2606115046766]}"
1431;3263 W 2ND AV;;C;;RT-8;Kitsilano;W 2ND AV;3263;;"{""type"": ""Point"", ""coordinates"": [-123.177161782198, 49.270517830407]}"
1434;3275 WILLIAM ST;;B;;RS-1;Hastings-Sunrise;WILLIAM ST;3275;;"{""type"": ""Point"", ""coordinates"": [-123.034100649569, 49.2743626408962]}"
1445;3308 ASH ST;PREFONTAINE HOUSE;B;M;RS-7;South Cambie;ASH ST;3308;H;"{""type"": ""Point"", ""coordinates"": [-123.117935091294, 49.2557051163926]}"
1448;332 WATER ST;;C;M;HA-2;Downtown;WATER ST;332;;"{""type"": ""Point"", ""coordinates"": [-123.109574932675, 49.2842451617156]}"
1449;3323 W 8TH AV;;C;;RT-7;Kitsilano;W 8TH AV;3323;;"{""type"": ""Point"", ""coordinates"": [-123.178364532738, 49.2653423348177]}"
1451;3327 W 6TH AV;;C;;RT-7;Kitsilano;W 6TH AV;3327;;"{""type"": ""Point"", ""coordinates"": [-123.178534348937, 49.2670020568754]}"
1453;3333 NEW BRIGHTON ROAD;ALBERTA WHEAT POOL;B;;CD-1;Hastings-Sunrise;NEW BRIGHTON ROAD;3333;;"{""type"": ""Point"", ""coordinates"": [-123.027964778211, 49.2920431593449]}"
1455;3333 W 6TH AV;;C;;RT-7;Kitsilano;W 6TH AV;3333;;"{""type"": ""Point"", ""coordinates"": [-123.178580890226, 49.2670245719105]}"
1457;3338 THE CRESCENT;;B;;FSD;Shaughnessy;THE CRESCENT;3338;;"{""type"": ""Point"", ""coordinates"": [-123.133662351437, 49.2563152377243]}"
1463;3350 W 37TH AV;W.S. BLACK HOUSE;C;M;RS-5;Dunbar-Southlands;W 37TH AV;3350;;"{""type"": ""Point"", ""coordinates"": [-123.179627135818, 49.2383023226758]}"
1467;3355 COBBLESTONE AV;;A;M;CD-1;Killarney;COBBLESTONE AV;3355;;"{""type"": ""Point"", ""coordinates"": [-123.034019878792, 49.207655670084]}"
1470;3361 W 38TH AV;;C;;RS-5;Dunbar-Southlands;W 38TH AV;3361;;"{""type"": ""Point"", ""coordinates"": [-123.179845220254, 49.2379466620021]}"
1471;3369 THE CRESCENT;;B;;FSD;Shaughnessy;THE CRESCENT;3369;;"{""type"": ""Point"", ""coordinates"": [-123.137208418704, 49.2557038676141]}"
1472;3377 W 38TH AV;;C;;RS-5;Dunbar-Southlands;W 38TH AV;3377;;"{""type"": ""Point"", ""coordinates"": [-123.180058845443, 49.2379485780521]}"
1479;341 W 18TH AV;;C;;RS-7;Riley Park;W 18TH AV;341;;"{""type"": ""Point"", ""coordinates"": [-123.111670694224, 49.2550683088192]}"
1482;342 W 12TH AV;;B;;RT-6;Mount Pleasant;W 12TH AV;342;;"{""type"": ""Point"", ""coordinates"": [-123.112145844256, 49.2600655454481]}"
1495;345 WATER ST;GREENSHIELDS;A;I;HA-2;Downtown;WATER ST;345;H;"{""type"": ""Point"", ""coordinates"": [-123.109806363088, 49.2847787642857]}"
1497;3450 W 3RD AV;;C;;RT-8;Kitsilano;W 3RD AV;3450;;"{""type"": ""Point"", ""coordinates"": [-123.180912624642, 49.2691946983239]}"
1499;347 W PENDER ST;;B;;DD;Downtown;W PENDER ST;347;;"{""type"": ""Point"", ""coordinates"": [-123.111517365793, 49.2827992314121]}"
1505;351 ABBOTT ST;;C;M;CD-1;Downtown;ABBOTT ST;351;H;"{""type"": ""Point"", ""coordinates"": [-123.107958012096, 49.2827156509953]}"
