RegistrationNum,RegisteredTypeMapped,RegisteredTypeDesc,RentalHousingUnits,PropertyName,RegisteredDate,ExpiresDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,PropertyContactName,Link,Latitude,Longitude,Location1
001-0126021,Rental Property,Registration,1,,2016-10-06,2021-10-06,Active Registration,6533 38TH AVE S,SEATTLE,WA,98118,Jason Huynh,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0126021,47.54329142,-122.28510244,"6533 38TH AVE S
SEATTLE, WA 98118
(47.54329142, -122.28510244)"
001-0133728,Rental Property,Registration,3,,2018-04-13,2023-04-13,Active Registration,3802 33RD AVE SW,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0133728,47.56962968,-122.37383853,"3802 33RD AVE SW
SEATTLE, WA 98126
(47.56962968, -122.37383853)"
001-0129507,Rental Property,Registration,1,,2016-12-22,2021-12-22,Active Registration,10044 51ST AVE S,SEATTLE,WA,98178,Brink Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0129507,47.50983057,-122.26969782,"10044 51ST AVE S
SEATTLE, WA 98178
(47.50983057, -122.26969782)"
001-0123191,Rental Property,Registration,1,,2016-06-29,2021-06-29,Active Registration,9028 A CORLISS AVE N,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0123191,47.69478897,-122.33037205,"9028 A CORLISS AVE N
SEATTLE, WA 98103
(47.69478897, -122.33037205)"
001-0104462,Rental Property,Registration,5,,2020-02-12,2022-03-24,Active Registration,2026 NW 58TH ST,SEATTLE,WA,98107,Heidi Fiechter,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0104462,47.67111371,-122.38329902,"2026 NW 58TH ST
SEATTLE, WA 98107
(47.67111371, -122.38329902)"
001-0110932,Rental Property,Registration,1,,2020-07-22,2022-09-17,Active Registration,8123 DELRIDGE WAY SW,SEATTLE,WA,98106,Marathon Properties,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0110932,47.52939417,-122.36072697,"8123 DELRIDGE WAY SW
SEATTLE, WA 98106
(47.52939417, -122.36072697)"
001-0100252,Rental Property,Registration,46,Ok Hotel,2019-07-26,2021-07-26,Active Registration,212 ALASKAN WAY S,SEATTLE,WA,98104,Ok Hotel,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0100252,47.60039051,-122.33518102,"212 ALASKAN WAY S
SEATTLE, WA 98104
(47.60039051, -122.33518102)"
001-0116013,Rental Property,Registration,1,,2016-01-12,2021-01-12,Active Registration,4015 BURTON PL W,SEATTLE,WA,98199,Gordon Hopwood,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0116013,47.65631003,-122.38888968,"4015 BURTON PL W
SEATTLE, WA 98199
(47.65631003, -122.38888968)"
001-0113348,Rental Property,Registration,3,,2020-12-02,2022-12-02,Active Registration,315 30TH AVE S,SEATTLE,WA,98144,Dennis/Dorene R Tully,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0113348,47.59983526,-122.29411811,"315 30TH AVE S
SEATTLE, WA 98144
(47.59983526, -122.29411811)"
001-0128240,Rental Property,Registration,1,,2016-11-28,2021-11-28,Active Registration,10625 59TH AVE S,SEATTLE,WA,98178,ALLEN F & JESUSA A MARIN,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0128240,47.50540418,-122.25984187,"10625 59TH AVE S
SEATTLE, WA 98178
(47.50540418, -122.25984187)"
001-0127839,Rental Property,Registration,1,,2016-10-28,2021-10-28,Active Registration,2124 31ST AVE S,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0127839,47.58384405,-122.29275575,"2124 31ST AVE S
SEATTLE, WA 98144
(47.58384405, -122.29275575)"
001-0104767,Rental Property,Registration,5,,2020-02-10,2022-03-26,Active Registration,3428 25TH AVE W,SEATTLE,WA,98199,Real Property Associates,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0104767,47.65126192,-122.38818375,"3428 25TH AVE W
SEATTLE, WA 98199
(47.65126192, -122.38818375)"
001-0123675,Rental Property,Registration,1,"1101 Nob Hill Avenue North Seattle, WA 98109",2016-07-05,2021-07-05,Active Registration,1101 NOB HILL AVE N,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0123675,47.62909103,-122.35045987,"1101 NOB HILL AVE N
SEATTLE, WA 98109
(47.62909103, -122.35045987)"
001-0130565,Rental Property,Registration,1,,2017-01-20,2022-01-20,Active Registration,5118 S HAZEL ST,SEATTLE,WA,98178,Judith Carter,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0130565,47.50509469,-122.26925164,"5118 S HAZEL ST
SEATTLE, WA 98178
(47.50509469, -122.26925164)"
001-0112784,Rental Property,Registration,1,,2020-09-07,2022-11-03,Active Registration,156 NW 82ND ST,SEATTLE,WA,98117,Stacy Kihlstrom,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0112784,47.6885473,-122.36045851,"156 NW 82ND ST
SEATTLE, WA 98117
(47.6885473, -122.36045851)"
001-0123724,Rental Property,Registration,1,,2016-08-05,2021-08-05,Active Registration,4026 5TH AVE NE,SEATTLE,WA,98105,LYNNE MCMANUS,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0123724,47.65634219,-122.3230192,"4026 5TH AVE NE
SEATTLE, WA 98105
(47.65634219, -122.3230192)"
001-0101620,Rental Property,Registration,35,Lorelei Apartments,2019-09-11,2021-09-26,Active Registration,501 SUMMIT AVE E,SEATTLE,WA,98102,"Phillips Real Estate, LLC",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101620,47.6232984,-122.32581742,"501 SUMMIT AVE E
SEATTLE, WA 98102
(47.6232984, -122.32581742)"
001-0137341,Rental Property,Registration,1,Xiaolu Zhang - 5519 27th Ave NE Seattle,2019-09-04,2021-09-04,Active Registration,5519 27th AVE NE,Seattle,WA,98105,Lydia Cheng,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0137341,47.66914269,-122.29889187,"5519 27th AVE NE
Seattle, WA 98105
(47.66914269, -122.29889187)"
001-0102413,Rental Property,Registration,11,eden rock apts,2019-08-29,2021-09-30,Active Registration,8401 RAINIER PL S,SEATTLE,WA,98118,columbia city condos,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0102413,47.52773326,-122.27071325,"8401 RAINIER PL S
SEATTLE, WA 98118
(47.52773326, -122.27071325)"
001-0117425,Rental Property,Registration,1,,2016-02-27,2021-02-27,Active Registration,3811 BURKE AVE N,SEATTLE,WA,98103,Rebecca Pleasure,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0117425,47.65349999,-122.33541292,"3811 BURKE AVE N
SEATTLE, WA 98103
(47.65349999, -122.33541292)"
001-0106079,Rental Property,Registration,40,Juno,2020-04-27,2022-05-25,Active Registration,4742 20TH AVE NE,SEATTLE,WA,98105,Keystone Properties NW LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0106079,47.66431096,-122.3062387,"4742 20TH AVE NE
SEATTLE, WA 98105
(47.66431096, -122.3062387)"
001-0120030,Rental Property,Registration,1,,2016-04-26,2021-04-26,Active Registration,11322 34TH AVE NE,SEATTLE,WA,98125,Brett Frosaker,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0120030,47.71086181,-122.29176837,"11322 34TH AVE NE
SEATTLE, WA 98125
(47.71086181, -122.29176837)"
001-0108229,Rental Property,Registration,2,,2020-06-09,2022-07-15,Active Registration,1418 NW 70TH ST,SEATTLE,WA,98117,Greg Payne,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0108229,47.6796256,-122.37449365,"1418 NW 70TH ST
SEATTLE, WA 98117
(47.6796256, -122.37449365)"
001-0139428,Rental Property,Registration,1,,2020-03-20,2022-03-20,Active Registration,3009 3RD AVE W,SEATTLE,WA,98119,Windermere Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0139428,47.64702313,-122.36123677,"3009 3RD AVE W
SEATTLE, WA 98119
(47.64702313, -122.36123677)"
001-0107528,Rental Property,Registration,1,Lansdowne,2020-06-04,2022-06-24,Active Registration,1902 BIGELOW AVE N,SEATTLE,WA,98109,Avenue One Residential,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0107528,47.63594864,-122.34799082,"1902 BIGELOW AVE N
SEATTLE, WA 98109
(47.63594864, -122.34799082)"
001-0118405,Rental Property,Registration,1,,2016-03-16,2021-03-16,Active Registration,14311 35TH AVE NE,SEATTLE,WA,98125,xuebing li,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0118405,47.73240705,-122.29133743,"14311 35TH AVE NE
SEATTLE, WA 98125
(47.73240705, -122.29133743)"
001-0101347,Rental Property,Registration,12,Phinney 12,2019-10-23,2021-10-23,Active Registration,8524 PHINNEY AVE N,SEATTLE,WA,98103,Walls Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101347,47.69144266,-122.35369003,"8524 PHINNEY AVE N
SEATTLE, WA 98103
(47.69144266, -122.35369003)"
001-0105720,Rental Property,Registration,10,,2020-04-14,2022-05-13,Active Registration,4753 18TH AVE NE,SEATTLE,WA,98105,MIchael Urquhart,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0105720,47.66462293,-122.30866118,"4753 18TH AVE NE
SEATTLE, WA 98105
(47.66462293, -122.30866118)"
001-0130231,Rental Property,Registration,1,,2017-01-17,2022-01-17,Active Registration,5500 S JUNIPER ST,SEATTLE,WA,98178,Larry Moore,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0130231,47.49578266,-122.26408632,"5500 S JUNIPER ST
SEATTLE, WA 98178
(47.49578266, -122.26408632)"
001-0123728,Rental Property,Registration,1,,2016-07-08,2021-07-08,Active Registration,9741 41ST AVE SW,SEATTLE,WA,98136,Didi and Mark Law,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0123728,47.51594183,-122.38501352,"9741 41ST AVE SW
SEATTLE, WA 98136
(47.51594183, -122.38501352)"
001-0119950,Rental Property,Registration,1,,2016-04-28,2021-04-28,Active Registration,2015 S BRANDON ST,SEATTLE,WA,98108,Carol Leong,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0119950,47.55395283,-122.30650668,"2015 S BRANDON ST
SEATTLE, WA 98108
(47.55395283, -122.30650668)"
001-0101456,Rental Property,Registration,38,Seward,2019-08-06,2021-09-30,Active Registration,215 13TH AVE E,SEATTLE,WA,98102,"CORNELL & ASSOCIATES, INC",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101456,47.6204525,-122.31586439,"215 13TH AVE E
SEATTLE, WA 98102
(47.6204525, -122.31586439)"
001-0122755,Rental Property,Registration,2,,2016-06-25,2021-06-25,Active Registration,521 N 73RD ST,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0122755,47.68163451,-122.35168229,"521 N 73RD ST
SEATTLE, WA 98103
(47.68163451, -122.35168229)"
001-0114431,Rental Property,Registration,1,,2016-01-04,2021-01-04,Active Registration,1740 AURORA AVE N,SEATTLE,WA,98109,Dave Poletti,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0114431,47.63584973,-122.34310635,"1740 AURORA AVE N
SEATTLE, WA 98109
(47.63584973, -122.34310635)"
001-0130317,Rental Property,Registration,1,,2017-01-17,2022-01-17,Active Registration,7756 30TH AVE NE,SEATTLE,WA,98115,Todd Mindermann,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0130317,47.6864703,-122.29559612,"7756 30TH AVE NE
SEATTLE, WA 98115
(47.6864703, -122.29559612)"
001-0115615,Rental Property,Registration,3,,2020-12-02,2022-12-31,Active Registration,1702 16TH AVE S,SEATTLE,WA,98144,Nolan Small,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0115615,47.58832628,-122.31243292,"1702 16TH AVE S
SEATTLE, WA 98144
(47.58832628, -122.31243292)"
001-0135134,Rental Property,Registration,4,Harrison Modern,2018-11-30,2023-11-30,Active Registration,1111 E HARRISON ST,SEATTLE,WA,98102,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0135134,47.62182027,-122.31717176,"1111 E HARRISON ST
SEATTLE, WA 98102
(47.62182027, -122.31717176)"
001-0115162,Rental Property,Registration,1,,2015-12-25,2020-12-25,Active Registration,119 CROCKETT ST,SEATTLE,WA,98109,Troy Sandal,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0115162,47.63726973,-122.35472058,"119 CROCKETT ST
SEATTLE, WA 98109
(47.63726973, -122.35472058)"
001-0108515,Rental Property,Registration,1,,2015-07-14,2020-07-14,Active Registration,1702 NE 98TH ST,SEATTLE,WA,98115,Prestige Rental Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0108515,47.70047975,-122.30931405,"1702 NE 98TH ST
SEATTLE, WA 98115
(47.70047975, -122.30931405)"
001-0102564,Rental Property,Registration,23,Fountain Court Apartments,2019-09-13,2021-10-02,Active Registration,2516 14th AVE W,SEATTLE,WA,98119,Rick Ebrecht,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0102564,47.64137137,-122.37450049,"2516 14th AVE W
SEATTLE, WA 98119
(47.64137137, -122.37450049)"
001-0135573,Rental Property,Registration,71,Luna,2019-02-11,2021-02-11,Active Registration,6921 Roosevelt WAY NE,,,,Redside Partners LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0135573,47.67916422,-122.31764267,"6921 Roosevelt WAY NE
(47.67916422, -122.31764267)"
001-0138741,Rental Property,Registration,1,,2019-12-20,2021-12-20,Active Registration,4417 3RD AVE NW,SEATTLE,WA,98107,Laura Montoya,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0138741,47.66102887,-122.36105766,"4417 3RD AVE NW
SEATTLE, WA 98107
(47.66102887, -122.36105766)"
001-0138377,Rental Property,Registration,1,,2019-12-05,2021-12-05,Active Registration,5363 S KENYON ST,SEATTLE,WA,98118,JACK HOU,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0138377,47.53155438,-122.26351099,"5363 S KENYON ST
SEATTLE, WA 98118
(47.53155438, -122.26351099)"
001-0137022,Rental Property,Registration,1,20th Ave,2019-08-13,2021-08-13,Active Registration,115 20TH AVE,SEATTLE,WA,98122,Stephen Scaff,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0137022,47.60214204,-122.30660606,"115 20TH AVE
SEATTLE, WA 98122
(47.60214204, -122.30660606)"
001-0133657,Rental Property,Registration,1,University Plaza 303,2018-04-04,2023-04-04,Active Registration,4540 8TH AVE NE,SEATTLE,WA,98105,Avenue One Residential,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0133657,47.6628958,-122.31883896,"4540 8TH AVE NE
SEATTLE, WA 98105
(47.6628958, -122.31883896)"
001-0123740,Rental Property,Registration,1,,2016-07-08,2021-07-08,Active Registration,1910 N 50TH ST,SEATTLE,WA,98103,Doreen Olson,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0123740,47.66523782,-122.33455905,"1910 N 50TH ST
SEATTLE, WA 98103
(47.66523782, -122.33455905)"
001-0121969,Rental Property,Registration,1,,2016-06-22,2021-06-22,Active Registration,1401 N 46TH ST,SEATTLE,WA,98103,Pale Moon Light Holdings LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0121969,47.66192647,-122.34048066,"1401 N 46TH ST
SEATTLE, WA 98103
(47.66192647, -122.34048066)"
001-0117935,Rental Property,Registration,1,,2016-03-09,2021-03-09,Active Registration,5417 BEACON AVE S,SEATTLE,WA,98108,Peh Kong,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0117935,47.55324248,-122.30300803,"5417 BEACON AVE S
SEATTLE, WA 98108
(47.55324248, -122.30300803)"
001-0101365,Rental Property,Registration,33,California Place Apartments,2019-08-29,2021-09-23,Active Registration,2735 CALIFORNIA AVE SW,SEATTLE,WA,98116,David Jarrell,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101365,47.57841022,-122.38688826,"2735 CALIFORNIA AVE SW
SEATTLE, WA 98116
(47.57841022, -122.38688826)"
001-0138927,Rental Property,Registration,1,,2020-01-15,2022-01-15,Active Registration,217 A 24th AVE E,Seattle,WA,98112,Andrew Parker,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0138927,47.62077336,-122.30144532,"217 A 24th AVE E
Seattle, WA 98112
(47.62077336, -122.30144532)"
001-0137724,Rental Property,Registration,4,,2019-10-15,2021-10-15,Active Registration,9015 9th AVE SW,Seattle,WA,98106,Dan Fitzpatrick,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0137724,47.52232676,-122.34706707,"9015 9th AVE SW
Seattle, WA 98106
(47.52232676, -122.34706707)"
001-0136631,Rental Property,Registration,1,,2019-07-10,2021-07-07,Active Registration,750 N 76TH ST,SEATTLE,WA,98103,MELISSA PATTERSON,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0136631,47.68423501,-122.34767077,"750 N 76TH ST
SEATTLE, WA 98103
(47.68423501, -122.34767077)"
001-0109065,Rental Property,Registration,76,Latitude,2020-09-02,2022-09-02,Active Registration,500 3RD AVE W,SEATTLE,WA,98119,Blanton Turner,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0109065,47.62366956,-122.36031425,"500 3RD AVE W
SEATTLE, WA 98119
(47.62366956, -122.36031425)"
001-0124587,Rental Property,Registration,1,,2016-08-17,2021-08-17,Active Registration,9242 38TH AVE S,SEATTLE,WA,98118,Bao Wi,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0124587,47.52014107,-122.28459015,"9242 38TH AVE S
SEATTLE, WA 98118
(47.52014107, -122.28459015)"
001-0122377,Rental Property,Registration,1,,2016-06-21,2021-06-21,Active Registration,10012 17TH AVE NE,SEATTLE,WA,98125,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0122377,47.70163475,-122.30944068,"10012 17TH AVE NE
SEATTLE, WA 98125
(47.70163475, -122.30944068)"
001-0133173,Rental Property,Registration,1,,2018-01-16,2023-01-16,Active Registration,9358 48TH AVE S,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0133173,47.51730543,-122.27295036,"9358 48TH AVE S
SEATTLE, WA 98118
(47.51730543, -122.27295036)"
001-0126059,Rental Property,Registration,1,,2016-09-15,2021-09-15,Active Registration,3423 D CALIFORNIA AVE SW,SEATTLE,WA,98116,Micah Wait,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0126059,47.57309713,-122.38705286,"3423 D CALIFORNIA AVE SW
SEATTLE, WA 98116
(47.57309713, -122.38705286)"
001-0124515,Rental Property,Registration,1,,2016-08-10,2021-08-10,Active Registration,3312 S HOLDEN ST,SEATTLE,WA,98118,Tanna Szeto,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0124515,47.53394291,-122.28861406,"3312 S HOLDEN ST
SEATTLE, WA 98118
(47.53394291, -122.28861406)"
001-0137762,Rental Property,Registration,1,,2019-10-21,2021-10-21,Active Registration,763 32ND AVE,SEATTLE,WA,98122,Studio 2.0,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0137762,47.60886123,-122.29178855,"763 32ND AVE
SEATTLE, WA 98122
(47.60886123, -122.29178855)"
001-0101988,Rental Property,Registration,20,Dannywood,2019-08-05,2021-09-30,Active Registration,3931 WHITMAN AVE N,SEATTLE,WA,98103,Cornell and Associates,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101988,47.65522319,-122.34626431,"3931 WHITMAN AVE N
SEATTLE, WA 98103
(47.65522319, -122.34626431)"
001-0135837,Rental Property,Registration,2,Ballard,2019-03-19,2021-03-19,Active Registration,801 NW 56TH ST,SEATTLE,WA,98107,Elliot Scher,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0135837,47.66921924,-122.36640996,"801 NW 56TH ST
SEATTLE, WA 98107
(47.66921924, -122.36640996)"
001-0101270,Rental Property,Registration,14,Amherst Apartments LLC,2019-08-26,2021-09-19,Active Registration,516 BELLEVUE AVE E,SEATTLE,WA,98102,Kevin Whitworth,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101270,47.62362281,-122.32645717,"516 BELLEVUE AVE E
SEATTLE, WA 98102
(47.62362281, -122.32645717)"
001-0126760,Rental Property,Registration,1,,2016-09-28,2021-09-28,Active Registration,3014 SW HARBOR LN,SEATTLE,WA,98126,Thuan Bui,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0126760,47.57704493,-122.37230207,"3014 SW HARBOR LN
SEATTLE, WA 98126
(47.57704493, -122.37230207)"
001-0112007,Rental Property,Registration,1,na,2020-08-15,2022-09-30,Active Registration,10745 PHINNEY AVE N,SEATTLE,WA,98133,Kevin Peck,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0112007,47.70823575,-122.35441719,"10745 PHINNEY AVE N
SEATTLE, WA 98133
(47.70823575, -122.35441719)"
001-0100846,Rental Property,Registration,11,Leongs Beacon Apartments,2019-07-31,2021-09-11,Active Registration,3212 BEACON AVE S,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0100846,47.57457547,-122.30868931,"3212 BEACON AVE S
SEATTLE, WA 98144
(47.57457547, -122.30868931)"
001-0117969,Rental Property,Registration,1,,2016-03-11,2021-03-11,Active Registration,4860 24TH AVE S,SEATTLE,WA,98108,Micheal Daniels,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0117969,47.55949593,-122.30272313,"4860 24TH AVE S
SEATTLE, WA 98108
(47.55949593, -122.30272313)"
001-0128498,Rental Property,Registration,1,,2016-11-30,2021-11-30,Active Registration,13705 GREENWOOD AVE N,SEATTLE,WA,98133,Stefanie Loh,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0128498,47.72894924,-122.35598797,"13705 GREENWOOD AVE N
SEATTLE, WA 98133
(47.72894924, -122.35598797)"
001-0112333,Rental Property,Registration,1,,2020-09-10,2022-10-19,Active Registration,421 N 125TH ST,SEATTLE,WA,98133,Shinsuke Nikaido,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0112333,47.71944163,-122.353202,"421 N 125TH ST
SEATTLE, WA 98133
(47.71944163, -122.353202)"
001-0128977,Rental Property,Registration,1,,2016-12-12,2021-12-12,Active Registration,6526 25TH AVE NW,SEATTLE,WA,98117,Maple Leaf Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0128977,47.67667976,-122.38839841,"6526 25TH AVE NW
SEATTLE, WA 98117
(47.67667976, -122.38839841)"
001-0108052,Rental Property,Registration,2,,2020-06-12,2022-06-30,Active Registration,2611 3RD AVE W,SEATTLE,WA,98119,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0108052,47.64365921,-122.36143485,"2611 3RD AVE W
SEATTLE, WA 98119
(47.64365921, -122.36143485)"
001-0128540,Rental Property,Registration,1,,2016-12-02,2021-12-02,Active Registration,7809 Rainier AVE S,SEATTLE,WA,98118,LOC VU,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0128540,47.53233563,-122.27037261,"7809 Rainier AVE S
SEATTLE, WA 98118
(47.53233563, -122.27037261)"
001-0124960,Rental Property,Registration,1,,2016-08-19,2021-08-19,Active Registration,9018 31ST AVE NW,SEATTLE,WA,98117,David Drake,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0124960,47.69473138,-122.39665332,"9018 31ST AVE NW
SEATTLE, WA 98117
(47.69473138, -122.39665332)"
001-0128960,Rental Property,Registration,1,Stone Ave HOme,2016-12-12,2021-12-12,Active Registration,13739 N STONE AVE N,SEATTLE,WA,98133,anna ngo,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0128960,47.7298546,-122.34263562,"13739 N STONE AVE N
SEATTLE, WA 98133
(47.7298546, -122.34263562)"
001-0116660,Rental Property,Registration,1,Garden Court,2016-02-05,2021-02-05,Active Registration,1631 16TH AVE,SEATTLE,WA,98122,Dylan Priest,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0116660,47.6163157,-122.31166355,"1631 16TH AVE
SEATTLE, WA 98122
(47.6163157, -122.31166355)"
001-0127498,Rental Property,Registration,1,,2016-11-16,2021-11-16,Active Registration,3111 SW TRENTON ST,SEATTLE,WA,98126,SHIRLEY KNOX,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0127498,47.5244639,-122.37314937,"3111 SW TRENTON ST
SEATTLE, WA 98126
(47.5244639, -122.37314937)"
001-0111433,Rental Property,Registration,1,"Zhang, Guo Wei",2020-08-28,2022-09-25,Active Registration,1766 N Northgate WAY,SEATTLE,WA,,Guo Zhang,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0111433,,,"1766 N Northgate WAY
SEATTLE, WA"
001-0138057,Rental Property,Registration,1,,2019-11-21,2021-11-21,Active Registration,6614 EAST GREEN LAKE WAY N,SEATTLE,WA,98103,David Burcham,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0138057,47.67774546,-122.33154928,"6614 EAST GREEN LAKE WAY N
SEATTLE, WA 98103
(47.67774546, -122.33154928)"
001-0138501,Rental Property,Registration,1,ENSO,2019-12-10,2021-12-10,Active Registration,820 BLANCHARD ST,SEATTLE,WA,98121,Matthew Yip,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0138501,47.61811095,-122.33909821,"820 BLANCHARD ST
SEATTLE, WA 98121
(47.61811095, -122.33909821)"
001-0133812,Rental Property,Registration,1,,2018-05-01,2023-05-01,Active Registration,106 N 42ND ST,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0133812,47.6578604,-122.35682498,"106 N 42ND ST
SEATTLE, WA 98103
(47.6578604, -122.35682498)"
001-0102051,Rental Property,Registration,5,Alan Building Apartments,2019-08-01,2021-09-29,Active Registration,5427 17TH AVE NW,SEATTLE,WA,98107,David Munko,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0102051,47.66851395,-122.3790699,"5427 17TH AVE NW
SEATTLE, WA 98107
(47.66851395, -122.3790699)"
001-0130157,Rental Property,Registration,1,,2017-01-12,2022-01-12,Active Registration,8238 21ST AVE NE,SEATTLE,WA,98115,John Turnquist,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0130157,47.68966443,-122.3053717,"8238 21ST AVE NE
SEATTLE, WA 98115
(47.68966443, -122.3053717)"
