TREE_ID,CIVIC_NUMBER,STD_STREET,GENUS_NAME,SPECIES_NAME,CULTIVAR_NAME,COMMON_NAME,ASSIGNED,ROOT_BARRIER,PLANT_AREA,ON_STREET_BLOCK,ON_STREET,NEIGHBOURHOOD_NAME,STREET_SIDE_NAME,HEIGHT_RANGE_ID,DIAMETER,CURB,DATE_PLANTED,Geom
146168,750,HORNBY ST,FAGUS,SYLVATICA,,EUROPEAN BEECH,N,N,G,700,HORNBY ST,DOWNTOWN,EVEN,4,10.0,Y,,"{'type': 'Point', 'coordinates': [-123.120218, 49.283583]}"
146170,750,HORNBY ST,FAGUS,SYLVATICA,,EUROPEAN BEECH,N,N,G,700,HORNBY ST,DOWNTOWN,EVEN,4,8.0,Y,,"{'type': 'Point', 'coordinates': [-123.120341, 49.283503]}"
146172,750,HORNBY ST,FAGUS,SYLVATICA,,EUROPEAN BEECH,N,N,G,700,HORNBY ST,DOWNTOWN,EVEN,4,15.0,Y,,"{'type': 'Point', 'coordinates': [-123.120586, 49.283342]}"
146180,3057,HORLEY ST,PRUNUS,CERASIFERA,ATROPURPUREUM,PISSARD PLUM,N,N,10,5000,CHATHAM ST,RENFREW-COLLINGWOOD,ODD,3,18.0,Y,,"{'type': 'Point', 'coordinates': [-123.041832, 49.238053]}"
146183,3522,MONMOUTH AV,CARPINUS,BETULUS,,EUROPEAN HORNBEAM,N,N,7,3500,MONMOUTH AV,RENFREW-COLLINGWOOD,EVEN,3,13.5,Y,,"{'type': 'Point', 'coordinates': [-123.027862, 49.240256]}"
146193,1110,W KING EDWARD AV,ULMUS,AMERICANA,,AMERICAN ELM,N,N,7,4100,OSLER ST,SHAUGHNESSY,ODD,8,34.0,N,,"{'type': 'Point', 'coordinates': [-123.129923, 49.248706]}"
146196,4269,OSLER ST,ULMUS,AMERICANA,,AMERICAN ELM,N,N,9,4200,OSLER ST,SHAUGHNESSY,ODD,6,30.5,Y,,"{'type': 'Point', 'coordinates': [-123.129961, 49.247656]}"
146197,4409,OSLER ST,PRUNUS,AVIUM,,MAZZARD CHERRY,N,N,9,4400,OSLER ST,SHAUGHNESSY,ODD,3,11.0,Y,,"{'type': 'Point', 'coordinates': [-123.130014, 49.246219]}"
146198,4430,OSLER ST,ULMUS,AMERICANA,,AMERICAN ELM,N,N,9,4400,OSLER ST,SHAUGHNESSY,EVEN,5,25.0,Y,,"{'type': 'Point', 'coordinates': [-123.129879, 49.245978]}"
146200,3203,E 1ST AV,ACER,FREEMANI   X,ARMSTRONG,ARMSTRONG RED MAPLE,N,N,3,3200,E 1ST AV,HASTINGS-SUNRISE,ODD,4,11.0,Y,1998-03-04,"{'type': 'Point', 'coordinates': [-123.036238, 49.269592]}"
146201,4596,OSLER ST,ULMUS,AMERICANA,,AMERICAN ELM,N,N,B,4500,OSLER ST,SHAUGHNESSY,EVEN,5,23.0,Y,,"{'type': 'Point', 'coordinates': [-123.129925, 49.244614]}"
146208,1628,MARPOLE AV,TILIA,AMERICANA,,BASSWOOD,N,N,10,1600,MARPOLE AV,SHAUGHNESSY,EVEN,4,12.0,Y,,"{'type': 'Point', 'coordinates': [-123.141422, 49.255675]}"
146218,3505,SLOCAN ST,TILIA,EUCHLORA   X,,CRIMEAN LINDEN,N,N,N,2600,E 19TH AV,RENFREW-COLLINGWOOD,EVEN,5,18.0,Y,,"{'type': 'Point', 'coordinates': [-123.049886, 49.253167]}"
146219,3505,SLOCAN ST,TILIA,EUCHLORA   X,,CRIMEAN LINDEN,N,N,N,2600,E 19TH AV,RENFREW-COLLINGWOOD,EVEN,5,18.0,Y,,"{'type': 'Point', 'coordinates': [-123.050039, 49.253164]}"
146221,1967,E 17TH AV,FRAXINUS,ORNUS,ARIE PETERS,FLOWERING ASH,N,Y,8,1900,E 17TH AV,RENFREW-COLLINGWOOD,ODD,1,2.5,Y,2005-01-26,
146225,2996,E 16TH AV,ACER,CAMPESTRE,,HEDGE MAPLE,N,N,8,3200,NOOTKA ST,RENFREW-COLLINGWOOD,ODD,2,4.0,Y,1996-12-12,"{'type': 'Point', 'coordinates': [-123.041659, 49.255147]}"
146273,3611,W 18TH AV,FAGUS,SYLVATICA,,EUROPEAN BEECH,N,N,12,3600,W 18TH AV,DUNBAR-SOUTHLANDS,ODD,2,3.0,Y,1999-02-19,"{'type': 'Point', 'coordinates': [-123.18563, 49.25654]}"
146308,3276,WINDERMERE ST,SORBUS,AUCUPARIA,,EUROPEAN MOUNTAIN ASH,N,N,N,3200,WINDERMERE ST,RENFREW-COLLINGWOOD,EVEN,4,17.0,Y,,
146311,3276,WINDERMERE ST,ACER,RUBRUM,,RED MAPLE,N,N,N,3200,WINDERMERE ST,RENFREW-COLLINGWOOD,EVEN,2,10.0,Y,,"{'type': 'Point', 'coordinates': [-123.036449, 49.255083]}"
146314,3205,E 16TH AV,CHAMAECYPARIS,PISIFERA,,SAWARA FALSECYPRESS,N,N,N,3100,WINDERMERE ST,RENFREW-COLLINGWOOD,EVEN,4,39.0,Y,,"{'type': 'Point', 'coordinates': [-123.036407, 49.255683]}"
146315,3205,E 16TH AV,CHAMAECYPARIS,PISIFERA,,SAWARA FALSECYPRESS,N,N,N,3100,WINDERMERE ST,RENFREW-COLLINGWOOD,EVEN,4,27.0,Y,,"{'type': 'Point', 'coordinates': [-123.036408, 49.255708]}"
146329,3541,NOOTKA ST,ACER,CAMPESTRE,,HEDGE MAPLE,Y,N,3,3500,NOOTKA ST,RENFREW-COLLINGWOOD,ODD,4,22.0,Y,,"{'type': 'Point', 'coordinates': [-123.041677, 49.252754]}"
146333,3202,E 18TH AV,SYRINGA,RETICULATA,IVORY SILK,TREE LILAC,N,N,8,3400,WINDERMERE ST,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2006-02-03,"{'type': 'Point', 'coordinates': [-123.03646, 49.253861]}"
146350,3738,WINDERMERE ST,FRAXINUS,AMERICANA,AUTUMN APPLAUSE,AUTUMN APPLAUSE ASH,N,N,8,3700,WINDERMERE ST,RENFREW-COLLINGWOOD,EVEN,2,5.0,Y,1995-03-23,"{'type': 'Point', 'coordinates': [-123.036465, 49.251274]}"
146360,3433,W KING EDWARD AV,CELTIS,OCCIDENTALIS,,COMMON HACKBERRY,Y,N,40,3400,W KING EDWARD AV,DUNBAR-SOUTHLANDS,MED,1,3.0,N,2010-11-18,"{'type': 'Point', 'coordinates': [-123.18078, 49.25009]}"
146364,4570,W 4TH AV,SYRINGA,RETICULATA,IVORY SILK,TREE LILAC,N,N,5,4500,W 4TH AV,WEST POINT GREY,EVEN,1,3.0,Y,2011-12-13,"{'type': 'Point', 'coordinates': [-123.21104, 49.26897]}"
146366,3395,W KING EDWARD AV,CELTIS,OCCIDENTALIS,,COMMON HACKBERRY,Y,N,40,3300,W KING EDWARD AV,DUNBAR-SOUTHLANDS,MED,1,3.0,N,2010-11-17,"{'type': 'Point', 'coordinates': [-123.18012, 49.25008]}"
146384,3415,W KING EDWARD AV,CELTIS,OCCIDENTALIS,,COMMON HACKBERRY,Y,N,40,3400,W KING EDWARD AV,DUNBAR-SOUTHLANDS,MED,1,3.0,N,2010-11-18,"{'type': 'Point', 'coordinates': [-123.18051, 49.25008]}"
146385,4562,W 4TH AV,SYRINGA,RETICULATA,IVORY SILK,TREE LILAC,N,N,5,4500,W 4TH AV,WEST POINT GREY,EVEN,1,3.0,Y,2011-12-13,"{'type': 'Point', 'coordinates': [-123.2108, 49.26896]}"
146386,2062,E 12TH AV,CARPINUS,CAROLINIANA,,AMERICAN HORNBEAM,N,N,B,2000,E 12TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,1,3.0,Y,2016-04-30,
146389,4562,W 4TH AV,SYRINGA,RETICULATA,IVORY SILK,TREE LILAC,N,N,5,4500,W 4TH AV,WEST POINT GREY,EVEN,1,3.0,Y,2011-12-13,"{'type': 'Point', 'coordinates': [-123.21067, 49.26896]}"
146394,1234,W 14TH AV,ACER,PLATANOIDES,PRINCETON GOLD,PRINCETON GOLD MAPLE,N,N,B,1200,W 14TH AV,FAIRVIEW,EVEN,1,3.0,Y,2012-02-23,"{'type': 'Point', 'coordinates': [-123.132564, 49.258747]}"
146399,3202,GRANDVIEW HIGHWAY,PINUS,CONTORTA,,SHORE PINE,N,N,N,2900,WINDERMERE ST,RENFREW-COLLINGWOOD,EVEN,4,22.0,Y,,"{'type': 'Point', 'coordinates': [-123.036406, 49.257822]}"
146409,3070,WINDERMERE ST,PYRUS,SPECIES,,PEAR SPECIES,N,N,N,3000,WINDERMERE ST,RENFREW-COLLINGWOOD,EVEN,2,6.0,Y,,"{'type': 'Point', 'coordinates': [-123.036433, 49.256792]}"
146418,2659,LILLOOET ST,CRATAEGUS,LAVALLEI  X,,LAVALLEI HYBRID HAWTHORN,N,N,12,2600,LILLOOET ST,RENFREW-COLLINGWOOD,ODD,1,2.75,Y,2007-03-21,"{'type': 'Point', 'coordinates': [-123.037999, 49.260628]}"
146431,3142,PENTICTON ST,QUERCUS,PHELLOS,,WILLOW OAK,Y,Y,8,3100,PENTICTON ST,RENFREW-COLLINGWOOD,EVEN,3,9.0,Y,2004-12-09,"{'type': 'Point', 'coordinates': [-123.052901, 49.256253]}"
146441,1128,W GEORGIA ST,ACER,FREEMANI   X,SCARLET SENTINEL,FREEMAN'S S.S. MAPLE,N,N,C,1100,W GEORGIA ST,WEST END,EVEN,2,3.0,Y,2009-03-30,"{'type': 'Point', 'coordinates': [-123.123575, 49.285885]}"
146452,2596,E 18TH AV,FRAXINUS,EXCELSIOR,WESTOFF'S GLORIE,WESTOFF'S GLORIE EUROPEAN ASH,N,N,5,3400,PENTICTON ST,RENFREW-COLLINGWOOD,ODD,2,10.0,Y,1996-10-21,"{'type': 'Point', 'coordinates': [-123.052261, 49.253856]}"
146456,2606,E 18TH AV,FRAXINUS,EXCELSIOR,WESTOFF'S GLORIE,WESTOFF'S GLORIE EUROPEAN ASH,N,N,5,3400,PENTICTON ST,RENFREW-COLLINGWOOD,EVEN,4,9.0,Y,1996-10-21,"{'type': 'Point', 'coordinates': [-123.052112, 49.253717]}"
146483,100,E PENDER ST,ACER,RUBRUM,,RED MAPLE,N,N,C,500,COLUMBIA ST,DOWNTOWN,EVEN,3,12.0,Y,,"{'type': 'Point', 'coordinates': [-123.102215, 49.280272]}"
146502,303,E 8TH AV,PYRUS,CALLERYANA,CHANTICLEER,CHANTICLEER PEAR,N,Y,5,2300,SCOTIA ST,MOUNT PLEASANT,EVEN,2,3.75,Y,2007-04-06,"{'type': 'Point', 'coordinates': [-123.098829, 49.263994]}"
146527,3435,SLOCAN ST,MESPILUS,GERMANICA,,MEDLAR APPLE,N,N,4,3400,SLOCAN ST,RENFREW-COLLINGWOOD,ODD,2,3.75,Y,2004-03-05,"{'type': 'Point', 'coordinates': [-123.049641, 49.253728]}"
146535,3529,SLOCAN ST,MESPILUS,GERMANICA,,MEDLAR APPLE,N,N,4,3500,SLOCAN ST,RENFREW-COLLINGWOOD,ODD,2,3.0,Y,2004-03-05,"{'type': 'Point', 'coordinates': [-123.049661, 49.252789]}"
146542,3655,SLOCAN ST,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,N,B,3600,SLOCAN ST,RENFREW-COLLINGWOOD,ODD,2,5.0,Y,1998-12-29,"{'type': 'Point', 'coordinates': [-123.049673, 49.251922]}"
146543,3677,SLOCAN ST,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,N,B,3600,SLOCAN ST,RENFREW-COLLINGWOOD,ODD,2,5.25,Y,1998-12-29,"{'type': 'Point', 'coordinates': [-123.049678, 49.251704]}"
146591,2505,E 18TH AV,PINUS,CONTORTA,,SHORE PINE,N,N,N,3300,KAMLOOPS ST,RENFREW-COLLINGWOOD,EVEN,3,13.25,N,,"{'type': 'Point', 'coordinates': [-123.054448, 49.254214]}"
146621,2128,LARCH ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,12,2100,LARCH ST,KITSILANO,EVEN,2,8.0,Y,1999-02-15,"{'type': 'Point', 'coordinates': [-123.162223, 49.266999]}"
146622,3780,W 1ST AV,ACER,PLATANOIDES,EMERALD QUEEN,EMERALD QUEEN NORWAY MAPLE,N,N,10,3700,W 1ST AV,WEST POINT GREY,EVEN,3,9.0,N,1999-02-18,"{'type': 'Point', 'coordinates': [-123.18709, 49.27128]}"
146626,2905,VICTORIA DRIVE,ACER,PLATANOIDES,CRIMSON SENTRY,CRIMSON SENTRY NORWAY MAPLE,N,N,6,1800,E 13TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,2,10.8,Y,1996-04-11,"{'type': 'Point', 'coordinates': [-123.066218, 49.258581]}"
146643,4543,JAMES ST,TILIA,EUCHLORA   X,,CRIMEAN LINDEN,N,N,10,4500,JAMES ST,RILEY PARK,ODD,4,15.0,Y,,"{'type': 'Point', 'coordinates': [-123.103995, 49.243928]}"
146647,556,W GEORGIA ST,TILIA,CORDATA,,LITTLE-LEAF LINDEN,N,N,C,700,SEYMOUR ST,DOWNTOWN,EVEN,3,9.0,Y,,
146650,4404,ONTARIO ST,SORBUS,SPECIES,,MOUNTAIN ASH SPECIES,N,N,9,4404,E 28TH AV,RILEY PARK,EVEN,2,6.0,Y,,
146658,4403,QUEBEC ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,4400,QUEBEC ST,RILEY PARK,ODD,2,8.0,Y,,"{'type': 'Point', 'coordinates': [-123.102615, 49.245839]}"
146664,168,E 28TH AV,FRAXINUS,AMERICANA,,WHITE ASH,N,N,7,100,E 28TH AV,RILEY PARK,EVEN,5,23.0,Y,,"{'type': 'Point', 'coordinates': [-123.102319, 49.245942]}"
146666,189,E 28TH AV,SORBUS,SPECIES,,MOUNTAIN ASH SPECIES,N,N,6,100,E 28TH AV,RILEY PARK,ODD,4,10.0,Y,,"{'type': 'Point', 'coordinates': [-123.101575, 49.246044]}"
146682,1296,W 26TH AV,ACER,PLATANOIDES,,NORWAY MAPLE,N,N,9,4200,HUDSON ST,SHAUGHNESSY,EVEN,4,25.0,Y,,"{'type': 'Point', 'coordinates': [-123.134335, 49.248072]}"
146691,1183,W 38TH AV,ACER,PSEUDOPLATANUS,,SYCAMORE MAPLE,N,N,10,5300,SELKIRK ST,SHAUGHNESSY,EVEN,3,13.0,Y,,"{'type': 'Point', 'coordinates': [-123.132357, 49.237103]}"
146696,7007,VICTORIA DRIVE,CARPINUS,BETULUS,,EUROPEAN HORNBEAM,N,N,18,1900,E 54TH AV,VICTORIA-FRASERVIEW,ODD,2,3.0,Y,1998-05-20,
146698,1191,W 41ST AV,CERCIDIPHYLLUM,JAPONICUM,,KATSURA TREE,N,N,12,5600,SELKIRK ST,SHAUGHNESSY,EVEN,3,24.0,Y,,"{'type': 'Point', 'coordinates': [-123.132453, 49.234529]}"
146731,189,W 40TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,5500,COLUMBIA ST,RILEY PARK,EVEN,3,15.25,Y,,"{'type': 'Point', 'coordinates': [-123.110593, 49.234942]}"
146741,2841,MCGILL ST,ACER,FREEMANI   X,ARMSTRONG,ARMSTRONG RED MAPLE,N,N,4,2800,MCGILL ST,HASTINGS-SUNRISE,MED,1,3.0,Y,2009-01-22,"{'type': 'Point', 'coordinates': [-123.045482, 49.288706]}"
146743,2879,E 15TH AV,CORNUS,OFFICIANALIS,,CORNEL DOGWOOD,N,N,N,2800,E 15TH AV,RENFREW-COLLINGWOOD,ODD,2,2.75,Y,2004-11-04,"{'type': 'Point', 'coordinates': [-123.045154, 49.256372]}"
146758,2854,E 15TH AV,CORNUS,OFFICIANALIS,,CORNEL DOGWOOD,N,N,N,2800,E 15TH AV,RENFREW-COLLINGWOOD,EVEN,2,2.75,Y,2004-11-03,"{'type': 'Point', 'coordinates': [-123.045777, 49.256278]}"
146761,2874,E 15TH AV,CERCIS,CANADENSIS,,EASTERN REDBUD,N,N,N,2800,E 15TH AV,RENFREW-COLLINGWOOD,EVEN,2,4.0,Y,2004-11-04,"{'type': 'Point', 'coordinates': [-123.045364, 49.256272]}"
146784,1932,E 3RD AV,PRUNUS,SARGENTII,,SARGENT FLOWERING CHERRY,N,N,6,1900,E 3RD AV,GRANDVIEW-WOODLAND,EVEN,3,29.0,Y,,"{'type': 'Point', 'coordinates': [-123.064847, 49.267707]}"
146785,1928,E 3RD AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,1900,E 3RD AV,GRANDVIEW-WOODLAND,EVEN,3,36.0,Y,,"{'type': 'Point', 'coordinates': [-123.065003, 49.267709]}"
146799,2695,E 22ND AV,FAGUS,SYLVATICA,DAWYCKII  PURPLE,PURPLE DAWYCK BEECH,N,N,10,2600,E 22ND AV,RENFREW-COLLINGWOOD,MED,1,2.5,Y,2005-01-27,"{'type': 'Point', 'coordinates': [-123.049909, 49.250661]}"
146922,3331,W KING EDWARD AV,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,Y,N,40,3300,W KING EDWARD AV,DUNBAR-SOUTHLANDS,MED,1,3.0,N,2010-11-16,"{'type': 'Point', 'coordinates': [-123.17912, 49.25008]}"
146932,2506,W 7TH AV,MAGNOLIA,KOBUS,,KOBUS MAGNOLIA,N,N,6,2500,W 7TH AV,KITSILANO,EVEN,1,3.0,Y,2013-03-04,"{'type': 'Point', 'coordinates': [-123.162621, 49.265689]}"
146936,8083,MONTCALM ST,ACER,TRUNCATUM,PACIFIC SUNSET,PACIFIC SUNSET MAPLE,N,N,7,8000,MONTCALM ST,MARPOLE,ODD,1,4.5,N,2010-12-22,
146945,3095,E 23RD AV,PSEUDOTSUGA,MENZIESII,,DOUGLAS FIR,N,N,B,3000,E 23RD AV,RENFREW-COLLINGWOOD,ODD,7,28.5,Y,,"{'type': 'Point', 'coordinates': [-123.039235, 49.249753]}"
146967,458,E 44TH AV,ACER,CAPPADOCICUM,RUBRUM,RED CAUCASIAN MAPLE,N,N,8,400,E 44TH AV,SUNSET,EVEN,2,7.0,Y,1999-11-02,"{'type': 'Point', 'coordinates': [-123.095587, 49.230108]}"
146972,566,E 44TH AV,ACER,CAMPESTRE,,HEDGE MAPLE,N,N,8,500,E 44TH AV,SUNSET,EVEN,4,20.0,N,,"{'type': 'Point', 'coordinates': [-123.093073, 49.230072]}"
146974,626,E 44TH AV,ACER,TRUNCATUM,PACIFIC SUNSET,PACIFIC SUNSET MAPLE,N,N,8,600,E 44TH AV,SUNSET,EVEN,2,8.75,Y,,"{'type': 'Point', 'coordinates': [-123.092335, 49.230056]}"
146975,5912,DUNBAR ST,AESCULUS,HIPPOCASTANUM,,COMMON HORSECHESTNUT,N,N,12,3500,W 43RD AV,DUNBAR-SOUTHLANDS,EVEN,5,34.0,Y,,"{'type': 'Point', 'coordinates': [-123.18462, 49.23281]}"
146977,6311,PRINCE ALBERT ST,QUERCUS,ROBUR,,ENGLISH OAK,N,N,5,700,E 47TH AV,SUNSET,EVEN,5,24.0,N,,"{'type': 'Point', 'coordinates': [-123.088266, 49.227289]}"
146979,6311,PRINCE ALBERT ST,QUERCUS,ROBUR,,ENGLISH OAK,N,N,5,700,E 47TH AV,SUNSET,ODD,5,32.0,N,,
146985,1188,WOLFE AV,QUERCUS,COCCINEA,,SCARLET OAK,Y,N,3,1100,WOLFE AV,SHAUGHNESSY,EVEN,3,18.0,Y,,
146988,17,ORIOLE WALK,TILIA,CORDATA,,LITTLE-LEAF LINDEN,N,N,10,0,ORIOLE WALK,RILEY PARK,ODD,2,9.0,Y,,
146989,5060,ONTARIO ST,TILIA,EUCHLORA   X,,CRIMEAN LINDEN,N,N,5,5000,ONTARIO ST,RILEY PARK,EVEN,3,13.25,Y,,
146999,6,W 27TH AV,MAGNOLIA,KOBUS,,KOBUS MAGNOLIA,N,N,6,4300,ONTARIO ST,RILEY PARK,ODD,2,6.5,Y,,"{'type': 'Point', 'coordinates': [-123.105165, 49.246631]}"
147056,3039,E 25TH AV,PLATANUS,ACERIFOLIA   X,BLOODGOOD,BLOODGOOD PLANE TREE,N,N,N,3000,E 25TH AV,RENFREW-COLLINGWOOD,ODD,2,10.0,Y,1997-12-05,"{'type': 'Point', 'coordinates': [-123.040435, 49.247936]}"
147065,3002,E 25TH AV,PLATANUS,ACERIFOLIA   X,BLOODGOOD,BLOODGOOD PLANE TREE,N,N,N,3000,E 25TH AV,RENFREW-COLLINGWOOD,EVEN,5,17.0,Y,1997-12-05,"{'type': 'Point', 'coordinates': [-123.041093, 49.247836]}"
147067,3028,E 25TH AV,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,N,3000,E 25TH AV,RENFREW-COLLINGWOOD,EVEN,4,7.5,Y,1997-04-02,"{'type': 'Point', 'coordinates': [-123.04056, 49.247836]}"
147086,3256,E 28TH AV,CRATAEGUS,PHAENOPYRUM,,WASHINGTON HAWTHORN,N,N,7,3200,E 28TH AV,RENFREW-COLLINGWOOD,EVEN,2,7.0,Y,2000-11-20,"{'type': 'Point', 'coordinates': [-123.035288, 49.245322]}"
147088,3270,E 28TH AV,ACER,PALMATUM,OSAKAZUKI,OSAKAZUKI JAPANESE MAPLE,N,N,7,3200,E 28TH AV,RENFREW-COLLINGWOOD,EVEN,2,10.0,Y,2000-11-20,"{'type': 'Point', 'coordinates': [-123.035091, 49.245319]}"
147090,4403,RUPERT ST,POPULUS,NIGRA,ITALICA,LOMBARDY POPLAR,N,N,7,3200,E 28TH AV,RENFREW-COLLINGWOOD,EVEN,4,19.0,N,,"{'type': 'Point', 'coordinates': [-123.034265, 49.245317]}"
147120,3593,E 24TH AV,QUERCUS,ROBUR,,ENGLISH OAK,N,N,N,3900,KOOTENAY ST,RENFREW-COLLINGWOOD,ODD,4,17.0,Y,,"{'type': 'Point', 'coordinates': [-123.026374, 49.249164]}"
147173,4270,ATLIN ST,ACER,PSEUDOPLATANUS,,SYCAMORE MAPLE,N,N,N,2800,E 27TH AV,RENFREW-COLLINGWOOD,ODD,2,8.5,N,,"{'type': 'Point', 'coordinates': [-123.045683, 49.246328]}"
147175,4270,ATLIN ST,ACER,PSEUDOPLATANUS,,SYCAMORE MAPLE,N,N,N,2800,E 27TH AV,RENFREW-COLLINGWOOD,ODD,2,4.0,N,,"{'type': 'Point', 'coordinates': [-123.045509, 49.246322]}"
147176,4270,ATLIN ST,ALNUS,RUBRA,,RED ALDER,N,N,N,2800,E 27TH AV,RENFREW-COLLINGWOOD,ODD,4,16.0,N,,"{'type': 'Point', 'coordinates': [-123.045435, 49.246311]}"
147256,2833,E 49TH AV,ACER,RUBRUM,BRANDYWINE,BRANDYWINE RED MAPLE,N,N,6,2800,E 49TH AV,KILLARNEY,ODD,1,3.0,Y,2012-12-07,"{'type': 'Point', 'coordinates': [-123.047094, 49.224825]}"
147257,206,DAVIE ST,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,Y,C,200,DAVIE ST,DOWNTOWN,EVEN,1,3.0,Y,2012-11-22,"{'type': 'Point', 'coordinates': [-123.121852, 49.274256]}"
147271,3543,E 25TH AV,PRUNUS,CERASIFERA,ATROPURPUREUM,PISSARD PLUM,N,N,7,3500,E 25TH AV,RENFREW-COLLINGWOOD,ODD,2,12.0,Y,,"{'type': 'Point', 'coordinates': [-123.027425, 49.247944]}"
147276,3593,E 25TH AV,PRUNUS,CERASIFERA,ATROPURPUREUM,PISSARD PLUM,N,N,7,3500,E 25TH AV,RENFREW-COLLINGWOOD,ODD,2,16.0,Y,,"{'type': 'Point', 'coordinates': [-123.026467, 49.24795]}"
147324,2429,E 12TH AV,SORBUS,AUCUPARIA,,EUROPEAN MOUNTAIN ASH,N,N,B,2400,E 12TH AV,RENFREW-COLLINGWOOD,ODD,2,8.0,Y,,"{'type': 'Point', 'coordinates': [-123.055825, 49.259214]}"
147334,2615,COLUMBIA ST,ACER,SPECIES,,MAPLE SPECIES,N,N,6,200,W 10TH AV,MOUNT PLEASANT,EVEN,5,30.5,Y,,"{'type': 'Point', 'coordinates': [-123.109741, 49.262117]}"
147347,533,SW MARINE DRIVE,PLATANUS,ACERIFOLIA   X,,LONDON PLANE TREE,N,N,B,500,SW MARINE DRIVE,MARPOLE,ODD,4,16.0,Y,,"{'type': 'Point', 'coordinates': [-123.118809, 49.209594]}"
147351,595,SW MARINE DRIVE,PLATANUS,ACERIFOLIA   X,,LONDON PLANE TREE,N,N,B,500,SW MARINE DRIVE,MARPOLE,ODD,4,15.0,Y,,"{'type': 'Point', 'coordinates': [-123.119642, 49.209244]}"
147357,595,SW MARINE DRIVE,PLATANUS,ACERIFOLIA   X,,LONDON PLANE TREE,N,N,B,500,SW MARINE DRIVE,MARPOLE,ODD,3,11.0,Y,,"{'type': 'Point', 'coordinates': [-123.120161, 49.209025]}"
147360,2244,E 3RD AV,QUERCUS,RUBRA,,RED OAK,N,N,7,2200,E 3RD AV,GRANDVIEW-WOODLAND,EVEN,8,45.0,Y,,
147361,2238,E 3RD AV,CATALPA,BIGNONIOIDES,,COMMON CATALPA,N,N,7,2200,E 3RD AV,GRANDVIEW-WOODLAND,EVEN,6,30.0,Y,,"{'type': 'Point', 'coordinates': [-123.059109, 49.267661]}"
147362,2237,E 3RD AV,CATALPA,BIGNONIOIDES,,COMMON CATALPA,Y,N,7,2200,E 3RD AV,GRANDVIEW-WOODLAND,ODD,6,36.0,Y,,"{'type': 'Point', 'coordinates': [-123.059076, 49.267758]}"
147363,2234,E 3RD AV,QUERCUS,RUBRA,,RED OAK,N,N,7,2200,E 3RD AV,GRANDVIEW-WOODLAND,EVEN,9,38.0,Y,,"{'type': 'Point', 'coordinates': [-123.059278, 49.267662]}"
147367,2223,E 3RD AV,CATALPA,BIGNONIOIDES,,COMMON CATALPA,Y,N,6,2200,E 3RD AV,GRANDVIEW-WOODLAND,ODD,7,24.0,Y,,"{'type': 'Point', 'coordinates': [-123.059475, 49.267761]}"
147395,3461,E 26TH AV,SORBUS,AUCUPARIA,,EUROPEAN MOUNTAIN ASH,N,N,5,3400,E 26TH AV,RENFREW-COLLINGWOOD,ODD,3,15.0,N,,
147407,4285,SKEENA ST,ACER,GRISEUM,,PAPERBARK MAPLE,N,N,7,3400,E 27TH AV,RENFREW-COLLINGWOOD,ODD,2,8.0,Y,1996-10-29,"{'type': 'Point', 'coordinates': [-123.028783, 49.246292]}"
147417,3395,E 27TH AV,ACER,GRISEUM,,PAPERBARK MAPLE,N,N,7,3300,E 27TH AV,RENFREW-COLLINGWOOD,ODD,2,11.0,Y,1996-10-30,"{'type': 'Point', 'coordinates': [-123.031195, 49.246278]}"
147418,3377,E 27TH AV,CORYLUS,COLURNA,,TURKISH HAZELNUT,N,N,7,3300,E 27TH AV,RENFREW-COLLINGWOOD,ODD,5,13.0,Y,1996-10-30,"{'type': 'Point', 'coordinates': [-123.031338, 49.246283]}"
147422,3351,E 27TH AV,ACER,GRISEUM,,PAPERBARK MAPLE,N,N,7,3300,E 27TH AV,RENFREW-COLLINGWOOD,ODD,2,9.0,Y,1996-10-30,"{'type': 'Point', 'coordinates': [-123.032294, 49.246292]}"
147423,3335,E 27TH AV,PRUNUS,CERASIFERA,ATROPURPUREUM,PISSARD PLUM,N,N,5,3300,E 27TH AV,RENFREW-COLLINGWOOD,ODD,3,20.0,N,,"{'type': 'Point', 'coordinates': [-123.032704, 49.2463]}"
147426,3302,E 27TH AV,CORYLUS,COLURNA,,TURKISH HAZELNUT,N,N,7,3300,E 27TH AV,RENFREW-COLLINGWOOD,EVEN,5,11.0,Y,1996-10-28,"{'type': 'Point', 'coordinates': [-123.033394, 49.246206]}"
