LANDMARK_NAME,ADDRESS,STOP_ID,LATITUDE,LONGITUDE,LOCATION
Westmount Centre,111 Avenue Groat Road NW,5204,53.56096333658869,-113.55562432368585,"(53.56096333658869, -113.55562432368585)"
St Paul's Anglican Church,10127 145 Street NW,5708,53.54187263796255,-113.57163444681876,"(53.54187263796255, -113.57163444681876)"
Railtown,10303 111 Street NW,1702,53.5467238607669,-113.50824697802864,"(53.5467238607669, -113.50824697802864)"
Curves For Women Kingsway,11455 Kingsway NW,1900,53.56475987267695,-113.51735093100837,"(53.56475987267695, -113.51735093100837)"
Campbell College (The),11748 Kingsway NW,1994,53.56596921090416,-113.52088440304627,"(53.56596921090416, -113.52088440304627)"
St Peter's Anglican Church,11035 127 Street NW,1782,53.558984529994746,-113.54319405087355,"(53.558984529994746, -113.54319405087355)"
MacDonald Estates,9925 Jasper Avenue NW,1863,53.54103850167086,-113.49171850917607,"(53.54103850167086, -113.49171850917607)"
Islamic Shia Ithna-Asheri Centre,4307 33 Avenue NW,3693,53.46418101961289,-113.40788748159379,"(53.46418101961289, -113.40788748159379)"
Northern Lights Folk Club,10425 University Avenue NW,2642,53.51229155260959,-113.50009783658932,"(53.51229155260959, -113.50009783658932)"
World Health West,10403 172 Street NW,8684,53.54522682660881,-113.61740535843367,"(53.54522682660881, -113.61740535843367)"
Maple Downs Park,1615  66 Avenue NW,2815,53.50277297543063,-113.36517761963194,"(53.50277297543063, -113.36517761963194)"
Redeemer Lutheran Church (LCC),9654 74 Avenue NW,2453,53.512221319056,-113.47943008263232,"(53.512221319056, -113.47943008263232)"
Northridge Estates,3104 116A Avenue NW,1156,53.57025724838047,-113.39087266323753,"(53.57025724838047, -113.39087266323753)"
WO's & SGT's Mess Hall Edtn. Garrison,Edmonton Garrison,7873,53.67494598972755,-113.48945726521367,"(53.67494598972755, -113.48945726521367)"
Child's Choice Too Daycare Ltd,12881 50 Street NW,7178,53.58765216997962,-113.41939271765108,"(53.58765216997962, -113.41939271765108)"
Windsor Park Community League,11840 87 Avenue NW,2512,53.523008551952344,-113.53489547507583,"(53.523008551952344, -113.53489547507583)"
John A Norris Park,12808 112 Avenue NW,1782,53.558984529994746,-113.54319405087355,"(53.558984529994746, -113.54319405087355)"
St Matthew R C Parish,13131 86 Street NW,7266,53.59221677925781,-113.47169586244715,"(53.59221677925781, -113.47169586244715)"
Northeast Day Care & Out of School Care,7210 144 Avenue NW,7188,53.60606250476011,-113.4513677143732,"(53.60606250476011, -113.4513677143732)"
Rutherford Library,114 Street 89 Avenue NW,2969,53.525021385466076,-113.52122596199837,"(53.525021385466076, -113.52122596199837)"
Gurdwara Millwoods,2606 Mill Woods Road East NW,3444,53.457779164568926,-113.40895520730943,"(53.457779164568926, -113.40895520730943)"
Bethel Eritrea Evangelical Church,9901 107 Street NW,1926,53.540921834489644,-113.50460312898325,"(53.540921834489644, -113.50460312898325)"
Grant MacEwan Robbins Health Learning Centre,10910 104 Avenue NW,1824,53.54612111285502,-113.50590030159817,"(53.54612111285502, -113.50590030159817)"
Londonderry Heights Apartments,7220 144 Avenue NW,7738,53.60640145541121,-113.45081939381843,"(53.60640145541121, -113.45081939381843)"
Parkside Towers,8920 100 Street NW,2829,53.524641462172546,-113.48598839946065,"(53.524641462172546, -113.48598839946065)"
Beverly Alliance Church,12235 50 Street NW,1990,53.579154965716555,-113.41827100321701,"(53.579154965716555, -113.41827100321701)"
Worldwide Church Of God,15641 96 Avenue NW,5299,53.531590634200256,-113.59160169963613,"(53.531590634200256, -113.59160169963613)"
Appleton Child Care Centre,10344 119 Street NW,1970,53.54518875997147,-113.52870798700091,"(53.54518875997147, -113.52870798700091)"
Pawn Shop,10551 82 Avenue NW,2722,53.517987167800214,-113.49972924373475,"(53.517987167800214, -113.49972924373475)"
Ross Sheppard High School,13546 111 Avenue NW,5329,53.55847420935756,-113.55562022398344,"(53.55847420935756, -113.55562022398344)"
Coliseum Inn,11845  Wayne Gretzky Drive NW,1294,53.57025252376156,-113.45312959739628,"(53.57025252376156, -113.45312959739628)"
Ermineskin Community League,10709 32A Avenue NW,4562,53.46513936077896,-113.50388962096211,"(53.46513936077896, -113.50388962096211)"
Sportsworld & Inline Roller Skating Rec Room,13710 104 Street NW,6436,53.59953753632688,-113.5003373261598,"(53.59953753632688, -113.5003373261598)"
St Dominic Catholic Elem School,5804 144 Avenue NW,7545,53.60606257363326,-113.43211886536258,"(53.60606257363326, -113.43211886536258)"
Zhi Yang Seniors Recreation Club,9628 102 Avenue NW,1253,53.54436671292928,-113.48620206750967,"(53.54436671292928, -113.48620206750967)"
Canadian Tire (South) - 3803 Calgary Trail NW,3803 Calgary Trail NW,4472,53.473820155626505,-113.49535370201166,"(53.473820155626505, -113.49535370201166)"
Inglewood Elementary School,11515 127 Street NW,1635,53.5636977549884,-113.54204142234971,"(53.5636977549884, -113.54204142234971)"
Al Ameen Islamic Centre Mosque,5410 122 Avenue NW,1432,53.57645406833155,-113.42464942591381,"(53.57645406833155, -113.42464942591381)"
Southgate Tower,11020 53 Avenue NW,2208,53.48477916168835,-113.51610485691603,"(53.48477916168835, -113.51610485691603)"
Northeast Community Health Centre,14007 50 Street NW,7981,53.603470960755956,-113.4201124951706,"(53.603470960755956, -113.4201124951706)"
Belvedere After School Care,13359 62 Street NW,7174,53.59550989884017,-113.43715447853407,"(53.59550989884017, -113.43715447853407)"
Red Arrow,10014 104 Street NW,1743,53.538774493520776,-113.5003591494485,"(53.538774493520776, -113.5003591494485)"
Fellowship Baptist Church,14323 107A Avenue NW,5386,53.55114184491036,-113.56793449463288,"(53.55114184491036, -113.56793449463288)"
Summerlea Place,93 Avenue 177 Street NW,5949,53.52667414061412,-113.62989342146385,"(53.52667414061412, -113.62989342146385)"
Bronx Bowl,12940 127 Street NW,6333,53.58853144620726,-113.54113866942741,"(53.58853144620726, -113.54113866942741)"
Edmonton Grads Park,12103 109 Avenue NW,1382,53.55537157041361,-113.53603463006584,"(53.55537157041361, -113.53603463006584)"
Days Inn Downtown Edmonton,10041 106 Street NW,1695,53.53877431229855,-113.50247104804826,"(53.53877431229855, -113.50247104804826)"
Glengarry Park,8520 132 Avenue NW,7363,53.59670675589591,-113.475099035901,"(53.59670675589591, -113.475099035901)"
Rest E Z Inn,21640 Stony Plain Road NW,8945,53.544714445725695,-113.68857536130014,"(53.544714445725695, -113.68857536130014)"
Grant MacEwan Center for Sports & Wellness,10700 104 Avenue NW,1829,53.547000570574205,-113.50128824979062,"(53.547000570574205, -113.50128824979062)"
Southgate Centre,11100 51 Avenue NW,2212,53.485058388493144,-113.51626740411308,"(53.485058388493144, -113.51626740411308)"
Centre Day Care at Telus Plaza,10025 Jasper Avenue NW,1336,53.54093310987804,-113.49229303005471,"(53.54093310987804, -113.49229303005471)"
Ed's Rec Room,8882 170 Street NW,5000,53.52045962544082,-113.62248378089275,"(53.52045962544082, -113.62248378089275)"
Victoria Soccer Club,14020 142 Street NW,6344,53.599001198043155,-113.56800523011334,"(53.599001198043155, -113.56800523011334)"
Alderwoods Group,13403 St Albert Trail NW,6164,53.59523259175577,-113.56952396757511,"(53.59523259175577, -113.56952396757511)"
Kaskitayo Park,1975 109 Street NW,4066,53.44822095854097,-113.50884348244894,"(53.44822095854097, -113.50884348244894)"
Baker Clinic,10405 Jasper Avenue NW,1622,53.54099361479243,-113.50025759120166,"(53.54099361479243, -113.50025759120166)"
Westridge Wolf Willow Community League Hall and Tennis Club,505 Wolf Willow Road NW,5696,53.5070422717819,-113.6026907353901,"(53.5070422717819, -113.6026907353901)"
The Learning Store at West Edmonton Mall,1043 West Edmonton Mall NW,5014,53.52010660773615,-113.62167269252592,"(53.52010660773615, -113.62167269252592)"
Workshop West Playwright's Theatre,11516 103 Street NW,1594,53.56601866560237,-113.49362288142233,"(53.56601866560237, -113.49362288142233)"
Edmonton Tourism,9990 Jasper Avenue NW,1120,53.5414714978211,-113.48789657925728,"(53.5414714978211, -113.48789657925728)"
Boardwalk Market,10320 102 Avenue NW,1780,53.54234798014011,-113.49751102916773,"(53.54234798014011, -113.49751102916773)"
Belgravia Elementary School,11605 74 Avenue NW,2956,53.51013235586453,-113.52594636811295,"(53.51013235586453, -113.52594636811295)"
Woodcroft Public Health Centre,13221 115 Avenue NW,1907,53.56319124542756,-113.55065026358744,"(53.56319124542756, -113.55065026358744)"
Beaumaris Park,10210 155 Avenue NW,6035,53.616100675134376,-113.49869097013489,"(53.616100675134376, -113.49869097013489)"
Peter Hemingway Fitness & Leisure Center in Coronation Park,13808 111 Avenue NW,5207,53.56102685249268,-113.55578967945046,"(53.56102685249268, -113.55578967945046)"
Alberta Aviation Museum Association-AAVIAM,11410 Kingsway NW,1900,53.56475987267695,-113.51735093100837,"(53.56475987267695, -113.51735093100837)"
Strathmore Manor,2911 109 Street NW,4131,53.45949571877554,-113.51033951710593,"(53.45949571877554, -113.51033951710593)"
Riverdale Community League,9231 100 Avenue NW,1356,53.547622205478426,-113.47234190699328,"(53.547622205478426, -113.47234190699328)"
Cedar Park Inn Best Western,5116 Gateway Boulevard NW,2378,53.48801846792348,-113.49117737441111,"(53.48801846792348, -113.49117737441111)"
M A P S Alberta Capital Region,10220 121 Street NW,1077,53.54084524666728,-113.53015919973613,"(53.54084524666728, -113.53015919973613)"
Courtyard Marriott,1 Thornton Court NW,1935,53.541084519115195,-113.49197441659835,"(53.541084519115195, -113.49197441659835)"
CN Tower,10004 104 Avenue NW,1691,53.54375828075449,-113.4889099648374,"(53.54375828075449, -113.4889099648374)"
Cricket Court Townhomes,609 Cricket Court NW,5463,53.521009892856014,-113.62890236843734,"(53.521009892856014, -113.62890236843734)"
Edmonton Folk Music Festival,9411 97 Avenue NW,2322,53.53208681694695,-113.47267079202862,"(53.53208681694695, -113.47267079202862)"
Evangelical Mission To Ukraine,9916 113 Street NW,1390,53.540848174821754,-113.51513381201426,"(53.540848174821754, -113.51513381201426)"
St Michaels Cemetery,13819 82 Street NW,7339,53.60352103040204,-113.46762671268027,"(53.60352103040204, -113.46762671268027)"
Fraser Park,14720 21 Street NW,7864,53.61003762577634,-113.37163889779328,"(53.61003762577634, -113.37163889779328)"
Jasper Avenue Medical Clinic,11464 Jasper Avenue NW,1700,53.541465596312236,-113.52117621098903,"(53.541465596312236, -113.52117621098903)"
Palace Casino,8882 170 Street NW,5000,53.52045962544082,-113.62248378089275,"(53.52045962544082, -113.62248378089275)"
Rosedale Manor,10053 111 Street NW,1754,53.53565231321039,-113.51024566836082,"(53.53565231321039, -113.51024566836082)"
Mother Teresa Catholic Elementary School,9008 105A Avenue NW,1178,53.551114504072096,-113.47364141968986,"(53.551114504072096, -113.47364141968986)"
Queen Alexandra Community League,10425 University Avenue NW,2974,53.50893006254838,-113.49778578991904,"(53.50893006254838, -113.49778578991904)"
Commonwealth Stadium,11000 Stadium Road NW,1403,53.55950777315442,-113.47168087878461,"(53.55950777315442, -113.47168087878461)"
Golden Horizon Seniors Society,10014 109 Street NW,1926,53.540921834489644,-113.50460312898325,"(53.540921834489644, -113.50460312898325)"
Rideau Park Elementary School,10605 42 Avenue NW,4598,53.479158286914554,-113.50838082198382,"(53.479158286914554, -113.50838082198382)"
Islamic Center Downtown (Al Jamiat Uth-Tableeq-Al-Islamia),11517 105 Avenue NW,1637,53.54781973934596,-113.52143643433101,"(53.54781973934596, -113.52143643433101)"
Boyle Street Education Centre,10312 105 Street NW,1985,53.5408956749134,-113.49832777117565,"(53.5408956749134, -113.49832777117565)"
McLeod Building,10134 100 Street NW,1707,53.5433555420722,-113.4892919814239,"(53.5433555420722, -113.4892919814239)"
Britannia A M I Montessori School,9520 165 Street NW,5363,53.53154596464013,-113.60778548708939,"(53.53154596464013, -113.60778548708939)"
Gardenwood Apartments,6103 35A Avenue NW,3448,53.46938361898074,-113.43376417425662,"(53.46938361898074, -113.43376417425662)"
Digital School,304 Edmonton City Centre NW,1655,53.543202907554594,-113.49354822743534,"(53.543202907554594, -113.49354822743534)"
Belgravia Elementary School,11605 74 Avenue NW,2691,53.512191721272565,-113.53089830582142,"(53.512191721272565, -113.53089830582142)"
St Anthony's Parish,10661 82 Avenue NW,2683,53.51815707431266,-113.50384344071139,"(53.51815707431266, -113.50384344071139)"
Century Place,9803 102A Avenue NW,1721,53.54454784925557,-113.48653178876933,"(53.54454784925557, -113.48653178876933)"
University of Alberta Saville Sports Centre,6501 115 Street NW,2711,53.502927836172105,-113.52880003739342,"(53.502927836172105, -113.52880003739342)"
Crowne Plaza - Chateau Lacombe,10111 Bellamy Hill NW,1591,53.54024678591514,-113.49361368053735,"(53.54024678591514, -113.49361368053735)"
ATB Place,100 Street Jasper Avenue  NW,1262,53.54117180994099,-113.49136993815918,"(53.54117180994099, -113.49136993815918)"
Terrace Fitness and Racquet Club,4440 Gateway Boulevard NW,2954,53.482495181448314,-113.49192139151646,"(53.482495181448314, -113.49192139151646)"
South Campus/Fort Edmonton Transit Centre,11457 68 Avenue NW,2713,53.503278217738895,-113.52878107958891,"(53.503278217738895, -113.52878107958891)"
Fresh Start Kids in the Hall (Jasper Avenue),9321 Jasper Avenue NW,1248,53.54722816036357,-113.47673741592017,"(53.54722816036357, -113.47673741592017)"
Redeemed Christian Church of God,8632 53 Avenue NW,2371,53.48803826665939,-113.4529371252661,"(53.48803826665939, -113.4529371252661)"
Irene Parlby Park,9545 100 Street NW,2637,53.52680795771349,-113.48618838054833,"(53.52680795771349, -113.48618838054833)"
Good Samaritan Society (71 Avenue),9649 71 Avenue NW,2051,53.507688074247966,-113.47639547091242,"(53.507688074247966, -113.47639547091242)"
First Baptist Church,10031 109 Street NW,1926,53.540921834489644,-113.50460312898325,"(53.540921834489644, -113.50460312898325)"
CityTV,10212 Jasper Avenue NW,1243,53.54216205148653,-113.49390763328472,"(53.54216205148653, -113.49390763328472)"
Overlanders Elementary School,1150 Hermitage Road NW,7643,53.580465433186276,-113.38912533080133,"(53.580465433186276, -113.38912533080133)"
Lauderdale Park,12935 107 Street NW,6585,53.58739298759549,-113.50356145290164,"(53.58739298759549, -113.50356145290164)"
Inner City Pastoral Ministry,9321 Jasper Avenue NW,1248,53.54722816036357,-113.47673741592017,"(53.54722816036357, -113.47673741592017)"
Jehovah's Witnesses Edmonton (Inglewood),10948 150 Street NW,5331,53.555906198124454,-113.57851003810389,"(53.555906198124454, -113.57851003810389)"
Prestigious Properties Canada Ltd,14218 Stony Plain Road NW,5169,53.542811569788455,-113.56537921128113,"(53.542811569788455, -113.56537921128113)"
Sir John Franklin,11111 87 Avenue NW,2969,53.525021385466076,-113.52122596199837,"(53.525021385466076, -113.52122596199837)"
Latitude 53 Gallery,10248 106 Street NW,1898,53.543473800244584,-113.50458841967277,"(53.543473800244584, -113.50458841967277)"
Van Vliet Physical Education,115 Street 89 Avenue NW,2001,53.52484149185844,-113.52118275051757,"(53.52484149185844, -113.52118275051757)"
Kinsmen Twin Arena,1979 111 Street NW,4961,53.45072164022673,-113.51607054037261,"(53.45072164022673, -113.51607054037261)"
Forest Heights Medical Clinic,7461 101 Avenue NW,2348,53.541127910219686,-113.43933941355678,"(53.541127910219686, -113.43933941355678)"
Gold Bar Elementary School,10524 46 Street NW,2562,53.548874195119545,-113.41135326572248,"(53.548874195119545, -113.41135326572248)"
McLeod Building,10134 100 Street NW,1763,53.54334759749727,-113.49164558791972,"(53.54334759749727, -113.49164558791972)"
Parkdale Out of School Care,11648 85 Street NW,1121,53.57045110461755,-113.47131804493999,"(53.57045110461755, -113.47131804493999)"
Southgate Shopping Centre,111 Street 51 Avenue NW,2215,53.485489761943754,-113.51627756254236,"(53.485489761943754, -113.51627756254236)"
Emmanuel Home,13425 57 Street NW,7261,53.5980042102046,-113.43065590641672,"(53.5980042102046, -113.43065590641672)"
Lions Kensington Court,13120 125 Street NW,6258,53.59226095792484,-113.53889308140788,"(53.59226095792484, -113.53889308140788)"
Downtown Medicentre,11807 Jasper Avenue NW,1700,53.541465596312236,-113.52117621098903,"(53.541465596312236, -113.52117621098903)"
Stollery Childrens Hospital,8440 112 Street NW,2752,53.51836954412454,-113.52068276998583,"(53.51836954412454, -113.52068276998583)"
Clarewood Apartments,3751 139 Avenue NW,7622,53.602455378284716,-113.39645260099887,"(53.602455378284716, -113.39645260099887)"
Canada Place Child Care Society,9700 Jasper Avenue NW,1571,53.54257528131374,-113.48545435738777,"(53.54257528131374, -113.48545435738777)"
High Park,11032 154 Street NW,5350,53.55590731342087,-113.58655353976029,"(53.55590731342087, -113.58655353976029)"
Northlands Park,7515 118 Avenue NW,1210,53.57105299699303,-113.45921825252157,"(53.57105299699303, -113.45921825252157)"
Worldwide Church Of God,15641 96 Avenue NW,5379,53.53436324225316,-113.59041360355727,"(53.53436324225316, -113.59041360355727)"
Point West Townhomes,9633 180 Street NW,5024,53.53346052123246,-113.63052806771213,"(53.53346052123246, -113.63052806771213)"
Northgate Centre,9499 137 Avenue NW,7005,53.599878842357235,-113.48965283276588,"(53.599878842357235, -113.48965283276588)"
Aurora Motel,15145 111 Avenue NW,5194,53.55580974698025,-113.57919009102915,"(53.55580974698025, -113.57919009102915)"
Gordon Drynan Park,10320 166 Street NW,5373,53.54668796090384,-113.60253077391191,"(53.54668796090384, -113.60253077391191)"
New Directions at Circle Square,11808 St Albert Trail NW,1947,53.572112296684274,-113.5501178835823,"(53.572112296684274, -113.5501178835823)"
Terrace Towers,11025 82 Avenue NW,2875,53.51888204447063,-113.51187149322257,"(53.51888204447063, -113.51187149322257)"
University of Alberta Farms,113 Street 65 Avenue NW,2885,53.50211276214709,-113.52267479572265,"(53.50211276214709, -113.52267479572265)"
St Joseph Catholic High School,10830 109 Street NW,1736,53.55491919395909,-113.50827268509332,"(53.55491919395909, -113.50827268509332)"
Castle Downs Recreation centre,11520 153 Avenue NW,6006,53.61665906650964,-113.51647202913183,"(53.61665906650964, -113.51647202913183)"
Woodside Central Elementary Junior/Senior High School,10305 Princess Elizabeth Avenue NW,1075,53.57039239900926,-113.50160182543647,"(53.57039239900926, -113.50160182543647)"
Millcrest Apartments,574 Millbourne Road East NW,3359,53.47452873823923,-113.44634795329878,"(53.47452873823923, -113.44634795329878)"
St Kevin Catholic Junior High School,10005 84 Street NW,2492,53.54075945832501,-113.45685880069414,"(53.54075945832501, -113.45685880069414)"
Victory Christian School,11520 Ellerslie Road SW,9841,53.42456886523065,-113.52879434246603,"(53.42456886523065, -113.52879434246603)"
Meadow Mews,12404 161 Avenue NW,6384,53.622786342766524,-113.53664085077142,"(53.622786342766524, -113.53664085077142)"
Butterdome,114 Street 87 Avenue NW,2019,53.5199360524483,-113.52592740412476,"(53.5199360524483, -113.52592740412476)"
Century Park LRT Station,111 Street 23 Avenue NW,4216,53.45779334342143,-113.51597508349086,"(53.45779334342143, -113.51597508349086)"
Fuzhou Association of Alberta,9913 108 Avenue NW,1426,53.554032283923455,-113.49384145369184,"(53.554032283923455, -113.49384145369184)"
Robertson Wesley United Church,10209 123 Street NW,1242,53.54226985426105,-113.53599686954938,"(53.54226985426105, -113.53599686954938)"
Hazeldean Park,9630 66 Avenue NW,2387,53.502850721684844,-113.4757466854716,"(53.502850721684844, -113.4757466854716)"
Greyhound Bus Terminal,10324 103 Street NW,1985,53.5408956749134,-113.49832777117565,"(53.5408956749134, -113.49832777117565)"
Meridian Banquet & Conference Centre,4820 76 Avenue NW,2362,53.51204852581755,-113.41854217926682,"(53.51204852581755, -113.41854217926682)"
Minchau Child Care Centre,4438 36 Avenue NW,3529,53.4670666483643,-113.40810333778914,"(53.4670666483643, -113.40810333778914)"
Fire Station #15 (5120 97 Street),5120 97 Street NW,2482,53.48820575001393,-113.48040220198135,"(53.48820575001393, -113.48040220198135)"
Fire Station #9 (5604 50 Street),5604 50 Street NW,2309,53.495607905746546,-113.41935483568021,"(53.495607905746546, -113.41935483568021)"
Meadowlark Park Childcare,9325 165 Street NW,5069,53.53172671736186,-113.60810054747742,"(53.53172671736186, -113.60810054747742)"
Towne House Senior Citizen's Apts,10625 99 Avenue NW,1794,53.53761532872418,-113.50468698158538,"(53.53761532872418, -113.50468698158538)"
St John Lutheran Church,10759 96 Street NW,1193,53.55235149004517,-113.48951564630255,"(53.55235149004517, -113.48951564630255)"
Lord Nelson Apartments,5125 Riverbend Road NW,4021,53.4904598882103,-113.57563333326607,"(53.4904598882103, -113.57563333326607)"
Abbottsfield Library Penny McKee Branch,3410 118 Avenue NW,1580,53.57070227359962,-113.39356852652682,"(53.57070227359962, -113.39356852652682)"
Royal Lady Manor,10746 102 Street NW,1360,53.550950114428495,-113.49384805472975,"(53.550950114428495, -113.49384805472975)"
Coliseum Transit Centre,7628 118 Avenue NW,1889,53.570619100169225,-113.45865012756016,"(53.570619100169225, -113.45865012756016)"
Ticketmaster Westmount Mall,Groat Road 111 Avenue NW,5201,53.56140374370114,-113.55564989412167,"(53.56140374370114, -113.55564989412167)"
Edmonton Northwest  Out of School Care Centre,11515 127 Street NW,1635,53.5636977549884,-113.54204142234971,"(53.5636977549884, -113.54204142234971)"
Kensington Bingo Hall,12538 132 Avenue NW,6487,53.5926915238898,-113.54103318266996,"(53.5926915238898, -113.54103318266996)"
Johnny Bright Sports Park,9217 165 Street NW,5522,53.52728757837943,-113.60263702332186,"(53.52728757837943, -113.60263702332186)"
Holiday Light Up,Sir Winston Churchill Square NW,1691,53.54375828075449,-113.4889099648374,"(53.54375828075449, -113.4889099648374)"
Greenfield Park,3755 114 Street NW,4343,53.4714676878023,-113.52883228923008,"(53.4714676878023, -113.52883228923008)"
River Of Life Church & Ministries Edmonton,12428 55 Street NW,1490,53.578303935802374,-113.42252553429783,"(53.578303935802374, -113.42252553429783)"
World Health City Centre,10205 101 Street NW,1655,53.543202907554594,-113.49354822743534,"(53.543202907554594, -113.49354822743534)"
Holy Trinity Orthodox Church,10902 96 Street NW,1160,53.55619612189347,-113.48500237971054,"(53.55619612189347, -113.48500237971054)"
Dick Mather Gazebo,10425 99 Avenue NW,1309,53.536150178855976,-113.5045834088636,"(53.536150178855976, -113.5045834088636)"
Shiva Day Care,121 Millbourne Road East NW,3228,53.468544640344184,-113.45038663474115,"(53.468544640344184, -113.45038663474115)"
Mira Health Centre,11910 111 Avenue NW,1497,53.55895974230911,-113.52755886848585,"(53.55895974230911, -113.52755886848585)"
Commonwealth Sports & Fitness Centre,11000 Stadium Road NW,1981,53.56012243408942,-113.47046581330788,"(53.56012243408942, -113.47046581330788)"
Castledowns Medical Clinic,11812 145 Avenue NW,6480,53.60814954652914,-113.52548394851507,"(53.60814954652914, -113.52548394851507)"
Sikh Society Of Alberta,14211 133 Avenue NW,6646,53.59626100025934,-113.56566163550241,"(53.59626100025934, -113.56566163550241)"
Royal Lawn Bowling Club,107 Street 97 Avenue NW,1304,53.53601489514369,-113.50446431611832,"(53.53601489514369, -113.50446431611832)"
Word of Faith Fellowship,3904 91 Street NW,3242,53.474396960222414,-113.45877595717221,"(53.474396960222414, -113.45877595717221)"
McConnell Place North,9113 144 Avenue NW,7728,53.60563728718973,-113.47887127190228,"(53.60563728718973, -113.47887127190228)"
Sky Shuttle,10135 31 Avenue NW,3283,53.46265287032243,-113.4853972923282,"(53.46265287032243, -113.4853972923282)"
Glengarry Elementary School,9211 135 Avenue NW,7597,53.59661313080219,-113.48248682844911,"(53.59661313080219, -113.48248682844911)"
Northwest Pentecostal Assembly,9949 169 Avenue NW,6073,53.63085154175927,-113.49774513524828,"(53.63085154175927, -113.49774513524828)"
Deville,10020 115 Street NW,1918,53.54103164190981,-113.51828464093592,"(53.54103164190981, -113.51828464093592)"
Donnan Elem Jr High School,7803 87 Street NW,2498,53.51444983159455,-113.45522029213457,"(53.51444983159455, -113.45522029213457)"
Plaza Bowl,10418 118 Avenue NW,1075,53.57039239900926,-113.50160182543647,"(53.57039239900926, -113.50160182543647)"
Belgravia/McKernan LRT Station,114 Street 76 Avenue NW,2863,53.51219594443421,-113.52513941174846,"(53.51219594443421, -113.52513941174846)"
Holy Cross Cemetery and Mausoleum,14611 Mark Messier Trail NW,6297,53.60647433698408,-113.58231277987606,"(53.60647433698408, -113.58231277987606)"
West Clareview Transit Centre,Manning Drive 140 Avenue NW,7102,53.60143075937512,-113.41083430932831,"(53.60143075937512, -113.41083430932831)"
Riverbend Retirement Residence,103 Rabbit Hill Court NW,4597,53.47252205141101,-113.5932534217626,"(53.47252205141101, -113.5932534217626)"
Riverbend Montessori Child Development Centre,536 Riverbend Square NW,4056,53.469420485191065,-113.58501495974424,"(53.469420485191065, -113.58501495974424)"
U of A,114 Street 89 Avenue NW,2000,53.52482599476519,-113.52180120550072,"(53.52482599476519, -113.52180120550072)"
Howard & McBride Funeral Homes (Downtown),10179 108 Street NW,1980,53.542690577212994,-113.50859545090948,"(53.542690577212994, -113.50859545090948)"
Victory Church On The Rock Northeast,13411 Fort Road NW,7558,53.59539578850526,-113.43013208366523,"(53.59539578850526, -113.43013208366523)"
Southgate Tower,11020 53 Avenue NW,2203,53.48565975798313,-113.51609483519995,"(53.48565975798313, -113.51609483519995)"
Wal-Mart (Westend),184 Street Stony Plain Road NW,5506,53.54040529938597,-113.64490440304802,"(53.54040529938597, -113.64490440304802)"
Aberhart Centre One,11402 University Avenue NW,2014,53.52038491574596,-113.52581684413015,"(53.52038491574596, -113.52581684413015)"
Belmead Elementary School,9011 182 Street NW,5899,53.52582188247245,-113.63917523220371,"(53.52582188247245, -113.63917523220371)"
Grant MacEwan College Child Care,10700 104 Avenue NW,1989,53.54633651721763,-113.50583744224608,"(53.54633651721763, -113.50583744224608)"
Edmonton Journal,10006 101 Street NW,1863,53.54103850167086,-113.49171850917607,"(53.54103850167086, -113.49171850917607)"
Hillview Elementary School,355 Woodvale Road East NW,3471,53.46742662879548,-113.42851931844437,"(53.46742662879548, -113.42851931844437)"
Mount Carmel Bible School,4725 106 Avenue NW,2449,53.55091425170122,-113.41874891767611,"(53.55091425170122, -113.41874891767611)"
Alberta Legislature Building,10800 97 Avenue NW,1567,53.53380469966994,-113.5089094995942,"(53.53380469966994, -113.5089094995942)"
Royal Lawn Bowling Club,107 Street 97 Avenue NW,1300,53.53614967890285,-113.50446274238173,"(53.53614967890285, -113.50446274238173)"
Riverdale Elementary School,8901 101 Avenue NW,1155,53.54488751400416,-113.46964514110084,"(53.54488751400416, -113.46964514110084)"
Oliver Place,10130 117 Street NW,1960,53.541031994318736,-113.52285562366082,"(53.541031994318736, -113.52285562366082)"
Lokken Career College,10665 Jasper Avenue NW,1926,53.540921834489644,-113.50460312898325,"(53.540921834489644, -113.50460312898325)"
Glenwood Park,16430 97 Avenue NW,5181,53.53154200118865,-113.60657893643291,"(53.53154200118865, -113.60657893643291)"
Christopher County,1112 Hermitage Road NW,7956,53.58241995992726,-113.39178505589537,"(53.58241995992726, -113.39178505589537)"
New City,10081 Jasper Avenue NW,1336,53.54093310987804,-113.49229303005471,"(53.54093310987804, -113.49229303005471)"
Central Memorial Chapel,10530 116 Street NW,1825,53.54942737451436,-113.52122214410339,"(53.54942737451436, -113.52122214410339)"
Saddleback Child Care Centre,306 Saddleback Road NW,4179,53.45924280137289,-113.53015712041964,"(53.45924280137289, -113.53015712041964)"
Prestige Health Studio,8204 Coronet Road NW,2123,53.50397457778077,-113.45380212457314,"(53.50397457778077, -113.45380212457314)"
St Anne Catholic Parish (French) Residence,16422 99A Avenue NW,5060,53.541406203639276,-113.60858441757136,"(53.541406203639276, -113.60858441757136)"
Castle Downs Transit Centre,Castle Downs Road 153 Avenue NW,6005,53.616506008107315,-113.51639821477293,"(53.616506008107315, -113.51639821477293)"
Edmonton John Howard Society,10010 105 Street NW,1695,53.53877431229855,-113.50247104804826,"(53.53877431229855, -113.50247104804826)"
