_id,LONGITURE,INSPECTION_CLOSED_DATE,INSPECTION_OPENED_DATE,PROPERY_WARD,LATITUDE,VIOLATION_DESCRIPTION,PROPERTY_ADDRESS,VIOLATION_FIRE_CODE
2233880,-79.2715314234,2019-09-17 15:04:44,2017-07-05 19:59:16,20,43.7133504142,2.2.3.3 Operation of closures,570 Birchmount Rd,2.2.3.3
2233881,-79.5159933375,2017-06-15 19:26:50,2017-05-24 17:05:18,5,43.7005890595,,1901 Weston Rd,
2233882,-79.5134047928,2017-06-07 16:30:54,2017-05-24 20:53:21,7,43.7242716939,,170 Chalkfarm Dr,
2233883,-79.394332157,2018-04-09 16:23:43,2017-12-19 21:30:56,12,43.706198547,6.5.3.4 Sprinkler heads,45 Dunfield Ave,6.5.3.4
2233884,-79.3275443337,2017-09-05 04:00:00,2017-05-24 04:00:00,16,43.7611846362,2.7.2.1 Door release hardware,1264 York Mills Rd,2.7.2.1
2233885,-79.37888718,2020-11-24 14:00:31,2018-02-20 15:00:42,10,43.639991683999995,1.1.2.1 Records to be prepared,77 Harbour Sq,1.1.2.1
2233886,-79.37888718,2020-11-24 14:00:31,2018-02-20 15:00:42,10,43.639991683999995,2.4.1.1 Accumulation of combustible materials,77 Harbour Sq,2.4.1.1
2233887,-79.37888718,2020-11-24 14:00:31,2018-02-20 15:00:42,10,43.639991683999995,"6.2.7.1 Inspection, Testing and Maintenance ",77 Harbour Sq,6.2.7.1
2233888,-79.2555525508,2017-07-11 15:29:51,2017-05-25 21:01:48,21,43.7737398671,,70 Town Centre Crt,
2233889,-79.6140657224,2017-09-11 19:58:45,2017-05-31 20:42:15,1,43.731736309700004,6.3.1.4 Fire Alarm Maintenance ,20 Humberline Dr,6.3.1.4
2233890,-79.3039495236,2018-02-26 15:27:15,2017-07-13 14:01:06,16,43.7254548941,2.2.3.2 Maintenance of closures,1530 Victoria Park Ave,2.2.3.2
2233891,-79.38802108600001,2017-07-25 20:20:01,2017-07-25 20:20:01,11,43.665387974,,57 St Joseph St,
2233892,-79.5186026134,2017-10-17 04:00:00,2017-10-17 04:00:00,7,43.768687676400006,,35 Shoreham Dr,
2233893,-79.35682479,2017-07-28 17:06:56,2017-07-28 17:06:56,13,43.6628971029,,220 Oak St,
2233894,-79.5833699085,2017-07-31 11:41:38,2017-07-31 11:41:38,1,43.7485044507,,2667 Kipling Ave,
2233895,-79.40181566689999,2017-08-22 21:58:46,2017-08-01 15:24:04,11,43.671232824499995,2.4.1.1 Accumulation of combustible materials,214 St George St,2.4.1.1
2233896,-79.4253300731,2017-08-30 18:21:49,2017-08-03 19:41:17,8,43.7039163389,7.2.5.1 Maintenance of certain fire emergency systems,2121 Bathurst St,7.2.5.1
2233897,-79.50859075609999,2018-09-07 13:03:52,2017-07-18 14:06:30,5,43.691334689399994,2.16.2.1 Installation requirements,333 Sidney Belsey Cres,2.16.2.1
2233898,-79.5479578196,2017-11-06 20:17:37,2017-08-01 12:16:36,1,43.7012039566,6.3.1.4,2063 Islington Ave,6.3.1.4
2233899,-79.38040483510001,2017-08-02 13:20:28,2017-08-02 13:20:28,13,43.663147788900005,,484 Church St,
2233900,-79.59312182939999,2017-08-03 17:39:28,2017-08-03 17:39:28,1,43.7453896515,,10 Garfella Dr,
2233901,-79.5134047928,2017-11-23 14:53:33,2017-07-25 15:29:36,7,43.7242716939,2.2.3.3 Operation of closures,170 Chalkfarm Dr,2.2.3.3
2233902,-79.4030545037,2018-06-05 16:53:21,2017-08-03 20:00:13,12,43.6890752462,1.1.2.3./6.6.3.5. Records of Test (Fire Pump),150 Heath St W,1.1.2.3./6.6.3.5.
2233903,-79.4102383763,2017-08-11 13:15:00,2017-08-09 20:00:00,18,43.767502902299995,,188 Doris Ave,
2233904,-79.3413660205,2017-08-10 17:59:18,2017-08-09 19:54:49,15,43.707345332399996,6.3.1.4 Fire Alarm Maintenance ,95 Thorncliffe Park Dr,6.3.1.4
2233905,-79.41881192449999,2017-08-16 04:00:00,2017-08-08 04:00:00,10,43.6452193786,,41 Ossington Ave,
2233906,-79.4276516523,2020-01-22 20:44:44,2017-10-10 21:15:54,4,43.6366349836,2.2.3.2 Maintenance of closures,99 Tyndall Ave,2.2.3.2
2233907,-79.4276516523,2020-01-22 20:44:44,2017-10-10 21:15:54,4,43.6366349836,2.4.1.1 Accumulation of combustible materials,99 Tyndall Ave,2.4.1.1
2233908,-79.3457777572,2018-01-04 19:55:43,2017-07-25 20:12:07,16,43.764621932299995,2.2.3.1 Damaged closures,50 Graydon Hall Dr,2.2.3.1
2233909,-79.43773771810001,2017-08-29 23:39:07,2017-08-15 22:55:59,4,43.639146507700005,,3 Laxton Ave,
2233910,-79.3478742316,2017-11-30 21:35:21,2017-07-27 17:55:12,17,43.7822996863,2.8.2.1 Measures in a fire safety plan,40 Godstone Rd,2.8.2.1
2233911,-79.3495861019,2017-12-04 16:12:28,2017-07-27 17:55:57,17,43.7763920506,6.5.6.5 Spare sprinkler heads,25 Leith Hill Rd,6.5.6.5
2233912,-79.3495861019,2017-12-04 16:12:28,2017-07-27 17:55:57,17,43.7763920506,9.6.2.6 Protection of openings in fire separations,25 Leith Hill Rd,9.6.2.6
2233913,-79.348101055,2017-11-29 19:19:42,2017-07-28 17:59:09,17,43.7682616864,2.2.3.2.(1) - Maintenance of closures,75 Havenbrook Blvd,2.2.3.2.(1)
2233914,-79.332845454,2017-08-25 15:32:57,2017-08-16 18:11:41,16,43.708313291,,701 Don Mills Rd,
2233915,-79.3284613121,2019-10-30 12:48:11,2017-08-17 19:00:43,16,43.711405543000005,6.5.1.5 Obstructions,100 Leeward Glenway,6.5.1.5
2233916,-79.3284613121,2019-10-30 12:48:11,2017-08-17 19:00:43,16,43.711405543000005,6.5.4.5 Sprinkler control valves,100 Leeward Glenway,6.5.4.5
2233917,-79.4803989264,2018-07-24 12:52:00,2017-07-25 19:35:53,5,43.7073903147,2.2.3.2.(1) - Maintenance of closures,1465 Lawrence Ave W,2.2.3.2.(1)
2233918,-79.4803989264,2018-07-24 12:52:00,2017-07-25 19:35:53,5,43.7073903147,2.7.3.2 Exit Signs,1465 Lawrence Ave W,2.7.3.2
2233919,-79.4803989264,2018-07-24 12:52:00,2017-07-25 19:35:53,5,43.7073903147,2.8.2.5 Posting fire emergency procedures,1465 Lawrence Ave W,2.8.2.5
2233920,-79.4803989264,2018-07-24 12:52:00,2017-07-25 19:35:53,5,43.7073903147,9.6.4.2 Automatic detection,1465 Lawrence Ave W,9.6.4.2
2233921,-79.51474864069999,2017-08-23 17:07:00,2017-08-23 17:07:00,7,43.7243235641,,160 Chalkfarm Dr,
2233922,-79.2234312468,2017-12-28 14:40:09,2017-08-18 12:58:54,24,43.7583695279,,20 Greencrest Crct,
2233923,-79.39239786,2018-01-12 21:07:13,2017-08-30 19:35:33,10,43.651457871000005,2.2.3.2 Maintenance of closures,50 Stephanie St,2.2.3.2
2233924,-79.389615062,2018-06-01 14:58:57,2017-12-06 14:30:53,10,43.645601714499996,1.1.2.3./2.7.3.3.(3) Records of Test (Emergency Lighting),50 John St,1.1.2.3./2.7.3.3.(3)
2233925,-79.389615062,2018-06-01 14:58:57,2017-12-06 14:30:53,10,43.645601714499996,"2.7.2.2 Requirements for locking, latching and fastening devices",50 John St,2.7.2.2
2233926,-79.3738227016,2017-08-30 16:00:30,2017-08-22 18:30:12,13,43.6492853484,6.3.1.4 Fire Alarm Maintenance ,35 Church St,6.3.1.4
2233927,-79.33343933489999,2018-04-10 11:57:36,2017-08-14 20:38:15,16,43.7546536057,9.6.2.6 Protection of openings in fire separations,44 Valley Woods Rd,9.6.2.6
2233928,-79.38204618399999,2017-08-25 18:49:33,2017-08-25 18:49:33,13,43.663558663,,40 Alexander St,
2233929,-79.3372290663,2017-08-29 17:25:40,2017-08-29 17:25:40,17,43.775261517299995,,2015 Sheppard Ave E,
2233930,-79.39239786,2017-09-08 13:30:45,2017-08-30 19:34:48,10,43.651457871000005,,50 Stephanie St,
2233931,-79.2311695919,2018-01-10 22:00:29,2017-08-29 19:00:35,24,43.777612123000004,9.6.3.6 Exit signs,2180 Ellesmere Rd,9.6.3.6
2233932,-79.5643051616,2017-09-26 15:12:06,2017-08-30 21:32:25,2,43.682156045,,60 Callowhill Dr,
2233933,-79.37226324,2017-09-07 20:35:57,2017-08-28 19:34:19,13,43.664421836,,55 Bleecker St,
2233934,-79.36167580600001,2018-12-12 14:00:00,2017-09-05 16:30:00,15,43.754388627,,17 Farmstead Rd,
2233935,-79.349074394,2017-09-13 04:00:00,2017-09-01 04:00:00,16,43.72047370399999,,1101 Leslie St,
2233936,-79.2498185184,2017-12-07 22:00:24,2017-12-04 23:00:51,24,43.772909836000004,,1680 Ellesmere Rd,
2233937,-79.2307170153,2017-12-12 20:09:32,2017-10-25 18:03:20,21,43.742414564700006,6.2.4.3 Distance above floor,130 Bellamy Rd N,6.2.4.3
2233938,-79.2563164754,2018-09-14 17:49:24,2017-12-13 22:03:39,21,43.7362636983,2.2.2.1 Damaged fire separations,31 Gilder Dr,2.2.2.1
2233939,-79.24995508229999,2017-09-14 20:21:22,2017-09-08 11:31:08,21,43.7559421372,,3010 Lawrence Ave E,
2233940,-79.4353464505,2018-04-17 20:50:04,2017-09-14 15:25:02,4,43.6343822215,6.3.1.2 Monitoring,90 Jameson Ave,6.3.1.2
2233941,-79.5304239994,2017-10-10 16:12:11,2017-09-05 17:46:34,3,43.6464066096,2.1.2.2 Hazardous activities,57 Mabelle Ave,2.1.2.2
2233942,-79.3284613121,2018-03-09 05:00:00,2017-09-12 04:00:00,16,43.711405543000005,6.5.1.5 Obstructions,100 Leeward Glenway,6.5.1.5
2233943,-79.3755829365,2017-09-07 13:30:31,2017-09-07 13:30:31,10,43.6424220032,,10 Yonge St,
2233944,-79.360783756,2017-12-20 17:22:43,2017-09-07 13:14:40,14,43.678107418,2.2.3.2 Maintenance of closures,70 Cambridge Ave,2.2.3.2
2233945,-79.32540301819999,2018-01-08 05:00:00,2017-09-07 04:00:00,16,43.761593976099995,2.2.2.1 Damaged fire separations,1284 York Mills Rd,2.2.2.1
2233946,-79.32540301819999,2018-01-08 05:00:00,2017-09-07 04:00:00,16,43.761593976099995,2.7.3.3 Emergency lighting,1284 York Mills Rd,2.7.3.3
2233947,-79.2307170153,2017-12-12 20:09:32,2017-10-25 18:03:20,21,43.742414564700006,2.8.2.5 Posting fire emergency procedures,130 Bellamy Rd N,2.8.2.5
2233948,-79.2307170153,2017-12-12 20:09:32,2017-10-25 18:03:20,21,43.742414564700006,"6.5.1.2 Repair, replacement, alterations, inspection, testing and maintenance",130 Bellamy Rd N,6.5.1.2
2233949,-79.4351614024,2018-05-23 21:21:00,2017-10-19 21:16:47,4,43.6361641445,2.8.2.5 Posting fire emergency procedures,125 Jameson Ave,2.8.2.5
2233950,-79.52014173479999,2018-02-13 05:00:00,2017-10-13 04:00:00,7,43.7652223646,2.2.3.3 Operation of closures,4400 Jane St,2.2.3.3
2233951,-79.3244862305,2018-02-28 16:30:43,2017-10-24 05:30:28,22,43.77905163,6.4.2.6 Standpipe identification,2743 Victoria Park Ave,6.4.2.6
2233952,-79.3272775031,2017-10-05 04:00:00,2017-09-20 04:00:00,16,43.7234844831,,215 Wynford Dr,
2233953,-79.271727231,2017-09-14 20:35:29,2017-09-14 20:35:29,20,43.7306169901,,2293 Eglinton Ave E,
2233954,-79.3506939201,2018-01-23 21:20:10,2017-09-19 12:32:04,17,43.7798043698,2.5.1.3 Maintenance,20 Esterbrooke Ave,2.5.1.3
2233955,-79.468140737,2017-11-07 19:51:58,2017-08-04 16:41:38,5,43.69202835,2.1.2.2 Hazardous activities,2468 Eglinton Ave W,2.1.2.2
2233956,-79.405620062,2017-11-14 20:11:53,2017-09-20 17:11:43,11,43.66913353899999,2.7.3.2 Exit Signs,35 Walmer Rd,2.7.3.2
2233957,-79.5304239994,2019-04-10 18:25:59,2017-09-28 20:52:46,3,43.6464066096,6.4.2.1 Hose stations,57 Mabelle Ave,6.4.2.1
2233958,-79.3894662772,2017-12-19 16:21:17,2017-10-05 15:01:04,10,43.6538851559,2.2.2.1 Damaged fire separations,127 St Patrick St,2.2.2.1
2233959,-79.51166059999998,2017-11-16 16:09:12,2017-09-06 15:36:18,2,43.68334265399999,"2.7.2.2 Requirements for locking, latching and fastening devices",38 Fontenay Crt,2.7.2.2
2233960,-79.5434359501,2017-11-20 19:27:27,2017-09-08 20:36:22,7,43.7498192236,2.2.2.1 Damaged fire separations,3400 Weston Rd,2.2.2.1
2233961,-79.4416573827,2017-10-11 19:00:38,2017-10-05 18:00:09,18,43.792836602,,755 Steeles Ave W,
2233962,-79.3255853729,2017-12-12 16:30:41,2017-09-26 16:30:47,22,43.8155060017,2.2.3.2 Maintenance of closures,25 Bamburgh Crcl,2.2.3.2
2233963,-79.453504422,2017-10-18 04:00:19,2017-09-25 04:00:12,8,43.714501906,6.3.1.4 Fire Alarm Maintenance ,800 Lawrence Ave W,6.3.1.4
2233964,-79.2741030573,2019-04-24 19:20:12,2017-10-19 20:40:29,21,43.7322696922,1.1.2.1./6.5.5.3. Records of Test (Water Flow Test),15 Rosemount Dr,1.1.2.1./6.5.5.3.
2233965,-79.2626268384,2017-11-30 18:20:14,2017-10-18 20:18:32,21,43.753482896099996,6.4.2.6 Standpipe identification,5 Brockley Dr,6.4.2.6
2233966,-79.3111844084,2017-11-06 19:49:49,2017-10-06 16:06:18,21,43.7475988109,2.8.2.5 Posting fire emergency procedures,1911 Victoria Park Ave,2.8.2.5
2233967,-79.3055213856,2018-03-28 12:36:39,2017-10-05 17:00:15,21,43.7328848087,2.2.3.2 Maintenance of closures,1651 Victoria Park Ave,2.2.3.2
2233968,-79.3055213856,2018-03-28 12:36:39,2017-10-05 17:00:15,21,43.7328848087,6.4.2.6 Standpipe identification,1651 Victoria Park Ave,6.4.2.6
2233969,-79.3055213856,2018-03-28 12:36:39,2017-10-05 17:00:15,21,43.7328848087,9.6.2.6 Protection of openings in fire separations,1651 Victoria Park Ave,9.6.2.6
2233970,-79.2446148639,2018-02-07 14:00:37,2017-12-04 22:00:38,21,43.740965573400004,1.1.2.3./6.2.7.5. Records of Test (Fire Extinguishers),1299 Danforth Rd,1.1.2.3./6.2.7.5.
2233971,-79.258614594,2018-01-30 18:53:27,2017-10-23 15:36:33,23,43.7880273326,1.1.2.3./2.7.3.3.(3) Records of Test (Emergency Lighting),360 Pitfield Rd,1.1.2.3./2.7.3.3.(3)
2233972,-79.258614594,2018-01-30 18:53:27,2017-10-23 15:36:33,23,43.7880273326,6.3.1.4 Fire Alarm Maintenance ,360 Pitfield Rd,6.3.1.4
2233973,-79.2319698725,2018-02-07 21:58:25,2017-10-20 20:19:00,21,43.742426479799995,2.16.2.1 Installation requirements,126 Bellamy Rd N,2.16.2.1
2233974,-79.2301866878,2018-02-15 15:31:11,2017-10-20 13:12:54,24,43.7801851032,2.2.3.1 Damaged closures,20 Tuxedo Crt,2.2.3.1
2233975,-79.245837542,2018-03-16 04:00:00,2017-12-27 21:56:59,21,43.744243098999995,2.2.2.1 Damaged fire separations,1350 Danforth Rd,2.2.2.1
2233976,-79.4298532286,2018-04-24 15:58:43,2017-12-05 21:45:01,4,43.6367976107,9.6.2.6 Protection of openings in fire separations,75 Spencer Ave,9.6.2.6
2233977,-79.4382671328,2018-04-20 20:44:54,2017-10-19 21:12:12,4,43.6382286578,"1.1.1.2 Check, inspect and test",32 Maynard Ave,1.1.1.2
2233978,-79.4370268337,2019-07-26 17:15:53,2017-10-10 18:35:34,4,43.6389025378,"2.7.2.2 Requirements for locking, latching and fastening devices",182 Jameson Ave,2.7.2.2
2233979,-79.42849810050001,2018-03-05 21:26:32,2017-12-05 21:43:05,4,43.635622675200004,1.1.2.1 Records to be prepared,40 Tyndall Ave,1.1.2.1
2233980,-79.42849810050001,2018-03-05 21:26:32,2017-12-05 21:43:05,4,43.635622675200004,2.2.3.2 Maintenance of closures,40 Tyndall Ave,2.2.3.2
2233981,-79.4368190607,2018-03-16 13:25:46,2017-11-22 21:13:04,4,43.638273606800006,9.6.2.6 Protection of openings in fire separations,170 Jameson Ave,9.6.2.6
2233982,-79.429353908,2018-01-30 18:09:56,2017-10-19 21:17:52,4,43.635370450500005,2.7.2.1 Door release hardware,35 Spencer Ave,2.7.2.1
2233983,-79.4349062431,2020-05-05 19:30:36,2017-12-07 16:40:51,4,43.6354033108,2.2.3.2 Maintenance of closures,95 Jameson Ave,2.2.3.2
2233984,-79.3826287128,2018-02-13 05:00:00,2017-06-23 04:06:00,15,43.709650713900004,9.6.2.7 Storage rooms,445 Eglinton Ave E,9.6.2.7
2233985,-79.3963342082,2018-06-12 18:18:46,2017-09-14 21:02:46,12,43.6931297884,9.6.2.11 Refuse storage rooms,85 Lawton Blvd,9.6.2.11
2233986,-79.3941268366,2017-09-12 04:00:00,2017-08-03 04:00:00,12,43.696329454799994,2.3.2.1 Flame resistance of textiles,71 Merton St,2.3.2.1
2233987,-79.586565549,2017-05-23 19:59:35,2017-05-23 19:59:35,1,43.753301348,,2737 Kipling Ave,
2233988,-79.4032770166,2018-06-04 04:00:00,2017-07-10 20:27:21,12,43.697013865,9.6.2.12 Vertical service spaces,240 Oriole Pkwy,9.6.2.12
2233989,-79.4040338654,2018-01-24 05:00:00,2017-09-18 04:00:00,12,43.6856691737,2.2.2.1 Damaged fire separations,268 Poplar Plains Rd,2.2.2.1
2233990,-79.40728417300001,2018-03-09 05:00:00,2017-08-16 04:00:00,12,43.685105293999996,1.1.2.3 Records to be made available on request,263 Russell Hill Rd,1.1.2.3
2233991,-79.48189258880001,2017-06-14 19:09:06,2017-06-06 18:16:58,5,43.6784336179,"2.7.2.2 Requirements for locking, latching and fastening devices",121 Humber Blvd,2.7.2.2
2233992,-79.5169169125,2017-06-30 20:41:44,2017-06-20 04:00:00,7,43.7501032079,"2.7.2.2 Requirements for locking, latching and fastening devices",2850 Jane St,2.7.2.2
2233993,-79.3669889916,2019-05-16 13:30:00,2017-09-28 18:00:02,13,43.6563595982,2.8.2.5 Posting fire emergency procedures,285 Shuter St,2.8.2.5
2233994,-79.2982003313,2017-06-06 20:24:19,2017-05-18 16:15:22,19,43.7002035696,,390 Dawes Rd,
2233995,-79.3922142682,2018-01-16 17:19:58,2017-05-19 19:33:30,12,43.698778807,1.1.2.3./6.3.2.2. Records of Test (Fire Alarm),111 Davisville Ave,1.1.2.3./6.3.2.2.
2233996,-79.3922142682,2018-01-16 17:19:58,2017-05-19 19:33:30,12,43.698778807,2.2.3.3 Operation of closures,111 Davisville Ave,2.2.3.3
2233997,-79.3922142682,2018-01-16 17:19:58,2017-05-19 19:33:30,12,43.698778807,9.6.2.5 Fire separations between dwelling units and corridors,111 Davisville Ave,9.6.2.5
2233998,-79.3990127319,2018-02-22 22:02:17,2017-09-14 16:00:12,12,43.6878705594,2.4.1.1 Accumulation of combustible materials,4 Deer Park Cres,2.4.1.1
2233999,-79.4010047716,2017-12-13 20:30:57,2017-10-02 19:30:24,12,43.684495213999995,9.6.2.6 Protection of openings in fire separations,160 Balmoral Ave,9.6.2.6
2234000,-79.40160629399999,2019-01-02 14:05:21,2017-10-04 20:22:41,12,43.688402926,1.1.2.3./6.2.7.5. Records of Test (Fire Extinguishers),567 Avenue Rd,1.1.2.3./6.2.7.5.
2234001,-79.38822076390001,2017-08-10 20:59:01,2017-07-10 18:25:35,12,43.6995710441,2.8.2.5 Posting fire emergency procedures,225 Davisville Ave,2.8.2.5
2234002,-79.40332135140001,2018-02-21 18:31:24,2017-10-04 20:37:32,12,43.6896239325,2.4.1.1 Accumulation of combustible materials,606 Avenue Rd,2.4.1.1
2234003,-79.3949972041,2017-10-20 19:05:55,2017-10-20 19:05:55,12,43.697360037399996,,45 Balliol St,
2234004,-79.387810749,2018-02-01 16:11:36,2017-11-28 21:33:58,12,43.698777377,2.13.2.1 Installation requirements,265 Balliol St,2.13.2.1
2234005,-79.402478988,2018-02-14 19:17:30,2017-10-04 20:26:13,12,43.687758523,9.6.2.6 Protection of openings in fire separations,494 Avenue Rd,9.6.2.6
2234006,-79.391625027,2018-01-24 20:33:50,2017-10-12 20:12:33,12,43.7083967721,1.1.2.3./2.7.3.3.(3) Records of Test (Emergency Lighting),220 Eglinton Ave E,1.1.2.3./2.7.3.3.(3)
2234007,-79.39240244770001,2018-06-04 21:04:40,2017-12-18 21:33:03,12,43.709543884300004,6.4.2.6 Standpipe identification,200 Roehampton Ave,6.4.2.6
2234008,-79.3920429105,2018-02-01 15:53:17,2017-12-07 19:05:57,12,43.7069494634,1.1.2.3./6.7.1.1. Records of Test (Emergency Power Systems),95 Redpath Ave,1.1.2.3./6.7.1.1.
2234009,-79.3920429105,2018-02-01 15:53:17,2017-12-07 19:05:57,12,43.7069494634,2.8.2.5 Posting fire emergency procedures,95 Redpath Ave,2.8.2.5
2234010,-79.3912954794,2018-04-19 04:00:00,2017-12-04 16:41:57,12,43.7091689282,2.2.3.2 Maintenance of closures,245 Roehampton Ave,2.2.3.2
2234011,-79.3985426023,2017-10-27 20:10:01,2017-10-27 20:10:01,12,43.695483986899994,,23 Lascelles Blvd,
2234012,-79.3910147039,2018-01-25 18:48:37,2018-01-25 18:48:37,12,43.6870059134,,50 Rosehill Ave,
2234013,-79.3925729601,2018-09-06 19:01:41,2017-12-20 12:14:32,12,43.7062911075,2.8.2.5 Posting fire emergency procedures,88 Redpath Ave,2.8.2.5
2234014,-79.3971554349,2018-05-17 17:33:40,2017-11-24 21:09:18,12,43.6953413778,6.2.6.2 Building protection,21 Lascelles Blvd,6.2.6.2
2234015,-79.3890965678,2018-03-23 13:32:15,2017-12-01 18:30:14,15,43.708925086899995,1.1.2.3./2.7.3.3.(3) Records of Test (Emergency Lighting),300 Eglinton Ave E,1.1.2.3./2.7.3.3.(3)
2234016,-79.4394028974,2017-08-10 12:44:59,2017-05-23 19:47:08,4,43.6375473099,2.7.3.2 Exit Signs,146 Dowling Ave,2.7.3.2
2234017,-79.450030785,2017-11-15 17:00:03,2017-05-18 19:06:06,6,43.7812935158,2.4.1.1 Accumulation of combustible materials,300 Antibes Dr,2.4.1.1
2234018,-79.450030785,2017-11-15 17:00:03,2017-05-18 19:06:06,6,43.7812935158,9.6.3.4 Stairway separations,300 Antibes Dr,9.6.3.4
2234019,-79.3402691534,2017-05-24 20:07:56,2017-05-23 18:26:30,15,43.703487555600006,,65 Thorncliffe Park Dr - 1812,
2234020,-79.42716151100001,2017-08-24 20:39:52,2017-05-17 19:29:11,18,43.795891151199996,6.3.1.4 Fire Alarm Maintenance ,10 Tangreen Crt,6.3.1.4
2234021,-79.2864410678,2018-06-18 16:00:00,2017-10-31 20:19:53,20,43.6972076653,9.6.3.6 Exit signs,40 Teesdale Pl,9.6.3.6
2234022,-79.28779229199999,2018-05-02 20:27:15,2017-09-15 18:31:01,20,43.697003832200004,2.2.2.1 Damaged fire separations,30 Teesdale Pl,2.2.2.1
2234023,-79.28779229199999,2018-05-02 20:27:15,2017-09-15 18:31:01,20,43.697003832200004,2.7.1.7 Maintenance and lighting for exits,30 Teesdale Pl,2.7.1.7
2234024,-79.5808305747,2017-10-31 14:30:49,2017-10-04 19:17:09,1,43.7376027043,2.2.3.2 Maintenance of closures,121 Kendleton Dr,2.2.3.2
2234025,-79.5808305747,2017-10-31 14:30:49,2017-10-04 19:17:09,1,43.7376027043,"6.2.7.1 Inspection, Testing and Maintenance ",121 Kendleton Dr,6.2.7.1
2234026,-79.5228139137,2018-07-03 21:00:00,2017-12-28 14:30:32,7,43.769272039700006,2.2.2.1 Damaged fire separations,215 Gosford Blvd,2.2.2.1
2234027,-79.37226324,2017-12-08 20:30:00,2017-12-08 20:30:00,13,43.664421836,,55 Bleecker St,
2234028,-79.2563164754,2018-04-16 11:57:55,2017-12-13 21:44:06,21,43.7362636983,,31 Gilder Dr,
2234029,-79.3058371196,2018-02-28 22:03:30,2017-12-12 19:45:22,16,43.725422629200004,2.2.3.2 Maintenance of closures,1770 Eglinton Ave E,2.2.3.2
2234030,-79.3058371196,2018-02-28 22:03:30,2017-12-12 19:45:22,16,43.725422629200004,6.2.1.2 Maintenance,1770 Eglinton Ave E,6.2.1.2
2234031,-79.447735502,2018-12-13 14:06:09,2017-12-11 16:19:50,6,43.786076743500004,1.1.2.3./2.7.3.3.(3) Records of Test (Emergency Lighting),12 Rockford Rd,1.1.2.3./2.7.3.3.(3)
2234032,-79.4478362845,2019-01-16 12:30:52,2017-12-11 17:37:50,6,43.784966077200004,1.1.2.3./2.7.3.3.(3) Records of Test (Emergency Lighting),15 Rockford Rd,1.1.2.3./2.7.3.3.(3)
2234033,-79.444994843,2018-04-18 14:54:03,2017-12-11 17:41:32,18,43.783662468,1.1.2.1./6.4.3.5. Records of Test (Flow and Pressure Tests),485 Patricia Ave,1.1.2.1./6.4.3.5.
2234034,-79.502065617,2019-01-04 17:26:55,2017-12-13 19:13:31,7,43.762976118100006,1.1.2.1 Records to be prepared,470 Sentinel Rd,1.1.2.1
2234035,-79.2921137026,2017-12-28 15:09:31,2017-12-28 15:09:31,19,43.6805240722,,828 Kingston Rd,
2234036,-79.509638013,2018-06-21 21:30:50,2017-12-05 22:00:45,7,43.761263869,9.6.3.6 Exit signs,35 Tobermory Dr,9.6.3.6
2234037,-79.457795659,2017-12-20 05:00:00,2017-12-20 05:00:00,9,43.66925972,,61 Pelham Park Gdns,
2234038,-79.5079300215,2017-12-19 21:31:25,2017-12-19 21:31:25,6,43.7222134695,,2195 Jane St,
2234039,-79.4937789732,2018-04-06 16:44:39,2017-12-18 15:58:57,5,43.6734652134,2.2.3.2 Maintenance of closures,787 Jane St,2.2.3.2
2234040,-79.4763948236,2018-05-30 19:31:01,2017-12-20 20:19:07,5,43.6979738679,2.2.3.1 Damaged closures,2050 Keele St,2.2.3.1
2234041,-79.44279930489999,2018-05-01 16:00:31,2017-12-27 16:00:57,18,43.7923879042,2.2.3.2 Maintenance of closures,765 Steeles Ave W,2.2.3.2
2234042,-79.51993719560001,2019-03-06 21:00:00,2017-12-28 16:30:30,7,43.7621440095,2.2.2.1 Damaged fire separations,100 York Gate Blvd,2.2.2.1
2234043,-79.435885913,2017-12-21 14:25:38,2017-12-21 14:25:38,4,43.644918456000006,,103 West Lodge Ave,
2234044,-79.4566977894,2018-04-11 13:00:16,2018-01-24 21:00:44,6,43.7520424745,,906 Sheppard Ave W,
2234045,-79.3717553706,2018-12-11 14:06:07,2018-09-11 17:30:39,13,43.6680679061,6.3.3.1 Application,240 Wellesley St E,6.3.3.1
2234046,-79.5088611192,2018-01-22 19:16:21,2017-12-27 20:02:30,3,43.601763149899995,6.3.1.4 Fire Alarm Maintenance ,10 Garnett Janes Rd,6.3.1.4
2234047,-79.40578131470001,2018-01-12 18:46:07,2018-01-02 13:19:41,11,43.6705855591,6.3.1.4 Fire Alarm Maintenance ,70 Spadina Rd,6.3.1.4
2234048,-79.5885159003,2018-01-09 13:27:45,2018-01-02 16:22:37,1,43.758193991999995,,2901 Kipling Ave,
2234049,-79.34267566369999,2018-01-05 05:00:00,2018-01-02 18:27:59,15,43.70079232609999,6.4.1.2 Testing,47 Thorncliffe Park Dr,6.4.1.2
2234050,-79.3739456506,2018-01-31 20:30:22,2018-01-03 17:00:35,13,43.6709382453,2.8.3.4 Records,730 Ontario St,2.8.3.4
2234051,-79.4823985,2018-02-06 15:19:19,2018-01-03 14:41:20,3,43.622457467,2.8.1.2 Instructions in emergency procedures,2212 Lake Shore Blvd W,2.8.1.2
2234052,-79.3981866137,2019-01-04 16:58:37,2018-01-02 19:01:41,15,43.71040307770001,2.5.1.2 Maintaining access free of obstructions,12 Broadway Ave,2.5.1.2
