index,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,director
2738,12500000,Comedy Romance,,222899,duringcreditsstinger,en,About Last Night,"A modern reimagining of the classic romantic comedy, this contemporary version closely follows new love for two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.",11.828068,"[{""name"": ""Screen Gems, Inc."", ""id"": 127}, {""name"": ""Rainforest Films"", ""id"": 1309}, {""name"": ""Olive Bridge Entertainment"", ""id"": 7291}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-02-14,49002684,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's about compromise. It's about love. It's about a good wingman.,About Last Night,6.0,210,Kevin Hart Michael Ealy Regina Hall Joy Bryant Christopher McDonald,Steve Pink
344,100000000,Action Thriller,,44048,runaway train,en,Unstoppable,"A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania, and only two men can stop it: a veteran engineer and a young conductor. Thousands of lives hang in the balance as these ordinary heroes attempt to chase down one million tons of hurtling steel and prevent an epic disaster.",37.698465,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Firm Films"", ""id"": 1838}, {""name"": ""Prospect Park"", ""id"": 19776}, {""name"": ""Millbrook Farm Productions"", ""id"": 19777}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-11-04,167805466,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"1,000,000 Tons. 100,000 Lives. 100 Minutes.",Unstoppable,6.3,1165,Denzel Washington Chris Pine Rosario Dawson Ethan Suplee Kevin Corrigan,Tony Scott
3045,10000000,Comedy Crime,,1542,suburbia downsizing software engineer burnout dallas texas,en,Office Space,Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.,18.366362,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Cubicle Inc."", ""id"": 7458}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-02-19,12827813,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Work sucks.,Office Space,7.4,1050,Ron Livingston Jennifer Aniston David Herman Ajay Naidu Diedrich Bader,Mike Judge
1261,0,Comedy,,11025,twin sister music video geek vacation university,en,New York Minute,"Top student Jane Ryan heads to Manhattan for a college-scholarship competition. Her rebellious twin Roxy Ryan goes along to crash a video shoot. But anything can happen - and does - in a romp involving a pursuing truant officer, a smuggler, hunkalicious guys and the girls' realization that when the chips are down, a sister can be the best friend of all.",10.0403,"[{""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Dualstar Productions"", ""id"": 6130}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-05-01,0,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,New York Minute,5.5,185,Ashley Olsen Mary-Kate Olsen Eugene Levy Andy Richter Riley Smith,Dennie Gordon
4150,0,Comedy Drama,,174311,christmas tree salesman french canadian,en,All Is Bright,"Two French Canadian ne’er-do-wells travel to New York City with a scheme to a get rich quick selling Christmas trees. Easygoing charmer Rene (Paul Rudd) clashes with misanthropic ex-con Dennis (Paul Giamatti), whose wife Rene just stole. Still, this odd couple must make an honest go of it in this fresh buddy comedy co-starring Sally Hawkins, by the director of the indie breakout hit Junebug.",3.613577,"[{""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Touchy Feely Films"", ""id"": 5161}, {""name"": ""GreenStreet Films"", ""id"": 12936}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-10,0,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,All is busted. All is broke. All is bitter. All is BRIGHT.,All Is Bright,5.3,36,Paul Rudd Paul Giamatti Sally Hawkins Peter Hermann Michael Drayer,Phil Morrison
4788,12000,Horror Comedy Crime,,692,gay trailer park pop culture drug dealer heroin,en,Pink Flamingos,"Notorious Baltimore criminal and underground figure Divine goes up against Connie &amp; Raymond Marble, a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive"".",4.553644,"[{""name"": ""Dreamland Productions"", ""id"": 407}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1972-03-12,6000000,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An exercise in poor taste.,Pink Flamingos,6.2,110,Divine David Lochary Mary Vivian Pearce Mink Stole Danny Mills,John Waters
2257,10000000,Drama Romance,,314385,france hotel 1970s grief travel,en,By the Sea,"Set in France during the mid-1970s, Vanessa, a former dancer, and her husband Roland, an American writer, travel the country together. They seem to be growing apart, but when they linger in one quiet, seaside town they begin to draw close to some of its more vibrant inhabitants, such as a local bar/café-keeper and a hotel owner.",11.267676,"[{""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Jolie Pas"", ""id"": 39443}, {""name"": ""Pellikola"", ""id"": 73249}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-12,3727746,122.0,"[{""iso_639_1"": ""uk"", ""name"": ""\u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,,By the Sea,5.4,156,Angelina Jolie Brad Pitt M\u00e9lanie Laurent Melvil Poupaud Niels Arestrup,Angelina Jolie
3365,7000000,Romance Drama,http://beyondthelightsmovie.tumblr.com/,241771,talent success musician woman director,en,Beyond the Lights,"Noni Jean is a hot new rising star. But not all is what it seems, and the pressure causes Noni to nearly fall apart - until she meets Kaz Nicol, a promising young cop and aspiring politician who's been assigned to her detail. Can Kaz's love give Noni the courage to find her own voice and break free to become the artist she was meant to be?",8.079046,"[{""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Homegrown Pictures"", ""id"": 8840}, {""name"": ""Black Entertainment Television (BET)"", ""id"": 42321}, {""name"": ""Relativity Sports"", ""id"": 86115}, {""name"": ""Undisputed Cinema"", ""id"": 86116}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-09-10,14618727,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Open your heart, find your voice.",Beyond the Lights,7.0,139,Gugu Mbatha-Raw Nate Parker Minnie Driver Machine Gun Kelly Danny Glover,Gina Prince-Bythewood
3014,10000000,Horror Science Fiction Thriller,,11336,coma sheriff based on novel sacrifice suspense,en,The Dead Zone,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.",16.785120000000006,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Lorimar Film Entertainment"", ""id"": 1176}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983-10-21,20766616,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,"In his mind, he has the power to see the future. In his hands, he has the power to change it.",The Dead Zone,6.9,311,Christopher Walken Brooke Adams Tom Skerritt Martin Sheen Herbert Lom,David Cronenberg
1495,32000000,Drama Fantasy Romance Science Fiction,,9294,brain tumor telekinesis genius terminal illness doctor,en,Phenomenon,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",15.039407,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-07-05,152036382,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some things in life just can't be explained.,Phenomenon,6.2,323,John Travolta Kyra Sedgwick Forest Whitaker Robert Duvall Jeffrey DeMunn,Jon Turteltaub
3447,6000000,History Drama Western Crime,,642,wyoming historical figure loot sharing,en,Butch Cassidy and the Sundance Kid,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",24.499996,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Campanile Productions"", ""id"": 381}, {""name"": ""Newman-Foreman Productions"", ""id"": 382}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1969-09-23,102308889,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"Not that it matters, but most of it is true.",Butch Cassidy and the Sundance Kid,7.4,650,Paul Newman Robert Redford Katharine Ross Strother Martin Henry Jones,George Roy Hill
4051,0,Thriller Drama,,433715,christian film sex trafficking,en,8 Days,"After sneaking to a party with her friends, 16-year-old Amber Stevens goes missing. Forced into the world of sex trafficking, her family and community fight to get her back. Inspired by actual events.",0.015295,"[{""name"": ""After Eden Pictures"", ""id"": 85248}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-06-15,0,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She never knew it could happen to her...,8 Days,0.0,0,Nicole Smolen Kim Baldwin Ariana Stephens Bryson Funk,Jaco Booyens
2291,19100000,Drama Action Thriller Crime War,,62630,palace impostor pervertion,en,The Devil's Double,A chilling vision of the House of Saddam Hussein comes to life through the eyes of the man who was forced to become the double of Hussein's sadistic son.,10.559414,"[{""name"": ""Corrino Media Corporation"", ""id"": 7178}, {""name"": ""Corsan"", ""id"": 7299}, {""name"": ""Staccato Films"", ""id"": 7300}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}]",2011-02-11,5728213,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The 80's were brilliant, if you were in charge.",The Devil's Double,6.5,208,Dominic Cooper Ludivine Sagnier Raad Rawi Mehmet Ferda Philip Quast,Lee Tamahori
832,55000000,Fantasy Comedy,,9374,jealousy beauty immortality rivalry potion,en,Death Becomes Her,"Madeline is married to Ernest, who was once arch-rival Helen's fiance. After recovering from a mental breakdown, Helen vows to kill Madeline and steal back Ernest. Unfortunately for everyone, the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot.",29.498303999999997,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-07-30,149022650,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,In one small bottle... The fountain of youth. The secret of eternal life. The power of an ancient potion. Sometimes it works... sometimes it doesn't.,Death Becomes Her,6.3,636,Meryl Streep Bruce Willis Goldie Hawn Isabella Rossellini Ian Ogilvy,Robert Zemeckis
3334,7500000,Comedy Drama Romance,http://www.foxsearchlight.com/juno/,7326,sexuality becoming an adult puberty first time oscar award,en,Juno,"A young girl named Juno gets herself pregnant and tries to stand on her own, but soon learns a few lessons about being grown up.",19.782725,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Mandate Pictures"", ""id"": 771}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-12-05,231411584,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A comedy about growing up... and the bumps along the way.,Juno,7.0,2244,Ellen Page Michael Cera Jennifer Garner Jason Bateman Allison Janney,Jason Reitman
3677,4800000,Horror,http://www.hostelfilm.com/,1690,bathroom sex amsterdam europe brothel,en,Hostel,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",38.831920000000004,"[{""name"": ""International Production Company"", ""id"": 1507}, {""name"": ""Raw Nerve"", ""id"": 1631}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Next Entertainment"", ""id"": 1633}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Hostel LLC"", ""id"": 17793}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-01-06,80578934,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Welcome To Your Worst Nightmare,Hostel,5.7,887,Jay Hernandez Derek Richardson Eythor Gudjonsson Barbara Nedeljakova Jana Kaderabkova,Eli Roth
4245,1500000,Horror Mystery Science Fiction,,23963,disc jockey radio station winter survival zombie,en,Pontypool,"When disc jockey Grant Mazzy reports to his basement radio station in the Canadian town of Pontypool, he thinks it's just another day at work. But when he hears reports of a virus that turns people into zombies, Mazzy barricades himself in the radio booth and tries to figure out a way to warn his listeners about the virus and its unlikely mode of transmission.",4.680206,"[{""name"": ""Ponty Up Pictures"", ""id"": 12975}, {""name"": ""Shadow Shows"", ""id"": 12976}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2009-03-06,32000,93.0,"[{""iso_639_1"": ""hy"", ""name"": """"}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Shut up or die.,Pontypool,6.6,183,Stephen McHattie Lisa Houle Georgina Reilly Hrant Alianak Rick Roberts,Bruce McDonald
3792,16000000,Drama,,111190,lovers woman director,en,Adore,"Lil and Roz are two lifelong friends, having grown up together as neighbors in an idyllic beach town. As adults, their sons have developed a friendship as strong as that which binds their mothers. One summer, all four are confronted by simmering emotions that have been mounting between them, and each find unexpected happiness in relationships that cross the bounds of convention.",18.790221,"[{""name"": ""Gaumont"", ""id"": 9}, {""name"": ""Cin\u00e9@"", ""id"": 2564}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Screen Australia"", ""id"": 7584}, {""name"": ""Screen NSW"", ""id"": 10951}, {""name"": ""France T\u00e9l\u00e9visions"", ""id"": 11795}, {""name"": ""France 2 Cin\u00e9ma"", ""id"": 15671}, {""name"": ""Hopscotch Features"", ""id"": 21079}, {""name"": ""Mon Voisin Productions"", ""id"": 22983}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2013-04-03,318982,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Adore,6.1,291,Naomi Watts Robin Wright Xavier Samuel James Frecheville Ben Mendelsohn,Anne Fontaine
1766,27000000,Horror Mystery Thriller,http://www.case39movie.com/mainsite/,28355,child abuse detective social worker supernatural murder,en,Case 39,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",23.917982000000002,"[{""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Misher Films"", ""id"": 11581}, {""name"": ""Case 39 Productions"", ""id"": 11582}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-13,29000000,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some cases should  never be opened.,Case 39,6.1,563,Ren\u00e9e Zellweger Jodelle Ferland Ian McShane Kerry O'Malley Callum Keith Rennie,Christian Alvart
497,78000000,Crime Thriller Horror,,9533,psychopath serial killer fbi agent,en,Red Dragon,"Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.",10.083905,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-09-29,209196298,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Before the Silence.,Red Dragon,6.7,1115,Anthony Hopkins Edward Norton Ralph Fiennes Harvey Keitel Emily Watson,Brett Ratner
1597,30000000,Action Drama,,307081,sport,en,Southpaw,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.",65.364452,"[{""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Riche-Ludwig Productions"", ""id"": 28438}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-06-15,91709827,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Believe in Hope.,Southpaw,7.3,2067,Jake Gyllenhaal Rachel McAdams Forest Whitaker Oona Laurence 50 Cent,Antoine Fuqua
2564,20000000,Action Comedy Drama Romance,,14736,lovers affection sport basketball high school sports,en,Love & Basketball,"A young African-American couple navigates the tricky paths of romance and athletics in this drama. Quincy McCall (Omar Epps) and Monica Wright (Sanaa Lathan) grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball. They've followed the game all their lives and have no small amount of talent on the court. As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.",2.027393,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-04-21,27728118,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,All's fair in love and basketball.,Love & Basketball,7.4,88,"Chris Warren, Jr. Kyla Pratt Sanaa Lathan Omar Epps Alfre Woodard",Gina Prince-Bythewood
3782,0,Drama Fantasy,,103328,limousine multiple identities wig penis talking car,en,Holy Motors,"We follow 24 hours in the life of a being moving from life to life like a cold and solitary assassin moving from hit to hit. In each of these interwoven lives, the being possesses an entirely distinct identity: sometimes a man, sometimes a woman, sometimes youthful, sometimes old. By turns murderer, beggar, company chairman, monstrous creature, worker, family man.",9.140936,"[{""name"": ""Pandora Filmproduktion"", ""id"": 254}, {""name"": ""Canal+"", ""id"": 5358}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2012-07-02,641100,115.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"From dawn to dusk, a few hours in the shadowy life of a mystic man named Monsieur Oscar.",Holy Motors,6.9,228,Eva Mendes Kylie Minogue Michel Piccoli Edith Scob Denis Lavant,Leos Carax
4748,70000,Mystery Horror Thriller,,74777,pregnancy declared dead returned alive,en,Absentia,"Tricia's husband Daniel has been missing for seven years. Her younger sister Callie comes to live with her as the pressure mounts to finally declare him 'dead in absentia.' As Tricia sifts through the wreckage and tries to move on with her life, Callie finds herself drawn to an ominous tunnel near the house. As she begins to link it to other mysterious disappearances, it becomes clear that Daniel's presumed death might be anything but 'natural.' The ancient force at work in the tunnel might have set its sights on Callie and Tricia... and Daniel might be suffering a fate far worse than death in its grasp.",6.328665,"[{""name"": ""Blue Dot Productions"", ""id"": 24562}, {""name"": ""FallBack Plan Productions"", ""id"": 24563}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-03,0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There are fates worse than death.,Absentia,5.8,121,Katie Parker Courtney Bell Morgan Peter Brown Dave Levine Justin Gordon,Mike Flanagan
2774,13000000,Comedy Crime Drama,,47502,kitchen female protagonist bathtub wedding anniversary flashback,en,Faithful,"A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.",1.6473349999999998,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-04-03,9789900,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"A comedy about a wife, her husband and his hit man.",Faithful,4.8,4,Cher Chazz Palminteri Ryan O'Neal Paul Mazursky Amber Smith,Paul Mazursky
918,45000000,Crime Drama Thriller,http://theinsideman.net,388,bank manager kidnapping nazi background document ultimatum,en,Inside Man,"Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations.",45.220386,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-23,184376254,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""sq"", ""name"": ""shqip""}]",Released,It looked like the perfect bank robbery. But you can't judge a crime by its cover.,Inside Man,7.3,1630,Denzel Washington Clive Owen Jodie Foster Christopher Plummer Willem Dafoe,Spike Lee
3989,0,Comedy Drama Romance,,21461,historical figure comedy bollywood india,en,Lage Raho Munna Bhai,"A hilarious underworld gangster known as Munna Bhai falls comically in love with a radio host by the name of Jahnvi, who runs an elders' home, which is taken over by an unscrupulous builder, who gets the residents kicked out ironically with the help of Munna's sidekick, Circuit, while Munna is busy romancing Jahnvi elsewhere.",2.436019,[],"[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2006-01-01,0,144.0,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,They're back... and they're not alone!,Lage Raho Munna Bhai,7.6,44,Sanjay Dutt Arshad Warsi Dilip Prabhavalkar Vidya Balan Dia Mirza,Rajkumar Hirani
3352,7000000,Action Adventure Comedy Crime Drama,,10117,showdown suspicion of murder boxer suspension organized crime,en,Action Jackson,Vengence drives a tough Detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition.,6.8727839999999984,"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Lorimar Motion Pictures"", ""id"": 1887}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-02-12,20256975,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,It's Time For,Action Jackson,4.9,50,Carl Weathers Craig T. Nelson Vanity Sharon Stone Thomas F. Wilson,Craig R. Baxley
228,120000000,Action Science Fiction Adventure Mystery,https://www.uphe.com/movies/oblivion,75612,spacecraft dystopia space drone imax,en,Oblivion,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",67.698004,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Chernin Entertainment"", ""id"": 7076}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Monolith Pictures (III)"", ""id"": 19647}, {""name"": ""Radical Studios"", ""id"": 19648}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-04-10,286168572,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Earth is a memory worth fighting for,Oblivion,6.4,4800,Tom Cruise Morgan Freeman Olga Kurylenko Andrea Riseborough Nikolaj Coster-Waldau,Joseph Kosinski
1967,24000000,Comedy Drama,,177,holy grail homeless person loss of lover mental disease sense of guilt,en,The Fisher King,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,16.146572,"[{""name"": ""TriStar Pictures"", ""id"": 559}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-09-09,41895491,137.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"A Modern Day Tale About The Search For Love, Sanity, Ethel Merman And The Holy Grail.",The Fisher King,7.2,341,Jeff Bridges Robin Williams Mercedes Ruehl Amanda Plummer Michael Jeter,Terry Gilliam
1052,45000000,Action Crime Drama Thriller,,2034,police brutality war on drugs drug traffic drug dealer los angeles,en,Training Day,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",52.081131,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Outlaw Productions (I)"", ""id"": 19507}, {""name"": ""WV Films II"", ""id"": 24939}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-10-05,104876233,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Released,"The only thing more dangerous than the line being crossed, is the cop who will cross it.",Training Day,7.3,1634,Denzel Washington Ethan Hawke Scott Glenn Tom Berenger Harris Yulin,Antoine Fuqua
553,70000000,Thriller Action Drama,http://www.thekingdommovie.com/,4349,assassination assassin terrorist explosive fbi,en,The Kingdom,A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.,26.123704999999998,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""FilmWorks"", ""id"": 7786}, {""name"": ""MDBF Zweite Filmgesellschaft"", ""id"": 12246}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-08-22,86658558,110.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,How do you stop an enemy who isn't afraid to die?,The Kingdom,6.5,513,Jamie Foxx Jennifer Garner Chris Cooper Jason Bateman Ali Suliman,Peter Berg
2244,20000000,Action Thriller,,77948,kidnapping spying government,en,The Cold Light of Day,"A young American uncovers a conspiracy during his attempt to save his family, that was kidnapped while on vacation in Spain.",15.131867000000002,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Intrepid Pictures"", ""id"": 1224}, {""name"": ""Film Rites"", ""id"": 8083}, {""name"": ""Galavis Film"", ""id"": 8084}, {""name"": ""Picture Machine"", ""id"": 8085}, {""name"": ""Fria Luz Del Dia, A.I.E."", ""id"": 23625}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-04,16863583,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Be careful who you trust.,The Cold Light of Day,4.8,271,Henry Cavill Ver\u00f3nica Echegui Sigourney Weaver Bruce Willis Caroline Goodall,Mabrouk El Mechri
