id,title,duration,MPA,rating,votes,meta_score,description,movie_link,writers,directors,stars,budget,opening_weekend_gross,gross_worldwide,gross_us_canada,release_date,countries_origin,filming_locations,production_companies,awards_content,genres,languages
tt0012482,Mr. Pim Passes by,1h,,,,,When a woman's 'dead' husband returns she refuses to remarry her second until he consents to her niece's wedding.,https://www.imdb.com/title/tt0012482/,['A.A. Milne'],['Albert Ward'],"['Peggy Hyland', 'Campbell Gullan', 'Maudie Dunham', 'Tom Reynolds', 'Henry Kendall', 'Hubert Harben', 'Annie Esmond', 'Wyndham Guise']",,,,,1921-04-17,['United Kingdom'],,['G.B. Samuelson Productions'],,['Comedy'],"['None', 'English']"
tt0136243,Herzog Ferrantes Ende,,,,,,,https://www.imdb.com/title/tt0136243/,['Paul Wegener'],"['Paul Wegener', 'Rochus Gliese']","['Paul Wegener', 'Hans Stürm', 'Hugo Döblin', 'Ferdinand Gregori', 'Lyda Salmonova', 'Ernst Deutsch', 'Adele Sandrock', 'Walter Janssen', 'Wilhelm Diegelmann', 'Werner Krauskopf']",,,,,1922-11-11,['Germany'],,['Europäische Film-Allianz'],,['Drama'],['None']
tt0174708,Hanzo the Razor: Who's Got the Gold?,1h 24m,Not Rated,6.5,1K,,"After extracting information by raping a ghost, Hanzo uncovers a plot among high officials to steal the shogunate's gold and loan it out to the poor.",https://www.imdb.com/title/tt0174708/,"['Takeshi Kanda', 'Kazuo Koike', 'Yasuzô Masumura']",['Yoshio Inoue'],"['Shintarô Katsu', 'Kô Nishimura', 'Mako Midori', 'Mikio Narita', 'Asao Koike', 'Etsushi Takahashi', 'Daigo Kusano', 'Keizô Kanie', 'Aoi Nakajima', 'Hiroshi Nawa']",,,,,1974-02-09,['Japan'],,"['Katsu Production', 'Toho']",,['Action'],['Japanese']
tt0139632,The Symbol of the Unconquered,54m,TV-PG,5.8,596,,"Racists learn that the land a negro owns lies over a vast oil field, and threaten his life when he refuses to sell.",https://www.imdb.com/title/tt0139632/,['Oscar Micheaux'],['Oscar Micheaux'],"['Iris Hall', 'Walker Thompson', 'Lawrence Chenault', 'Mattie Wilkes', 'Louis Dean', 'Leigh Whipper', 'Jim Burris', 'E.G. Tatum', 'James Burrough', 'George Catlin']",,,,,1920-11-29,['United States'],"['Fort Lee, New Jersey, USA']",['Micheaux Film'],,"['Drama', 'Romance']",['None']
tt0064146,The Brain,1h 55m,G,6.8,4.5K,,"When NATO transfers some of its funds from Paris to Brussels by train, a criminal mastermind posing as a British colonel plans to steal it but two petty French thieves also have the same intent.",https://www.imdb.com/title/tt0064146/,"['Gérard Oury', 'Marcel Jullian', 'Danièle Thompson']",['Gérard Oury'],"['Jean-Paul Belmondo', 'Bourvil', 'David Niven', 'Eli Wallach', 'Silvia Monti', 'Raymond Gérôme', 'Jacques Balutin', 'Henri Attal', 'Yves Barsacq', 'Jacques Ciron']","$3,600,000 (estimated)",,,,1969-11-13,"['France', 'Italy']","['Carnaby Street, Soho, London, England, UK']","['Gaumont International', 'Dino de Laurentiis Cinematografica']",,"['Caper', 'Slapstick', 'Adventure', 'Comedy', 'Crime']","['Italian', 'French', 'English', 'German']"
tt0025333,Journal of a Crime,1h 5m,Approved,6.1,519,,"A wife shoots her husband's mistress. Afterwards, she is tormented by guilt when someone else is blamed for the crime.",https://www.imdb.com/title/tt0025333/,"['F. Hugh Herbert', 'Charles Kenyon', 'Jacques Deval']",['William Keighley'],"['Ruth Chatterton', 'Adolphe Menjou', 'Claire Dodd', 'George Barbier', 'Douglass Dumbrille', 'Noel Madison', ""Henry O'Neill"", 'Phillip Reed', 'Henry Kolker', 'Frank Reicher']",,,,,1934-03-10,['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA (Studio)']",['First National Pictures'],,['Drama'],"['English', 'German']"
tt1459012,Love Crime,1h 46m,Not Rated,6.5,5.7K,63.0,"Ruthless executive Christine brings on young Isabelle as her assistant taking delight in toying with her innocence. But when Christine starts passing on her protege's ideas as her own, things take a dark turn.",https://www.imdb.com/title/tt1459012/,"['Alain Corneau', 'Natalie Carter']",['Alain Corneau'],"['Ludivine Sagnier', 'Kristin Scott Thomas', 'Patrick Mille', 'Guillaume Marquet', 'Gérald Laroche', 'Julien Rochefort', 'Olivier Rabourdin', 'Marie Guillard', 'Mike Powers', 'Matthew Gonder']",,"$35,375","$3,696,522","$539,792",2011-09-02,"['France', 'United States']","['Paris, France']","['SBS Films', 'France 2 Cinéma', 'Divali Films']","Awards, 1 nomination total","['Psychological Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']","['French', 'English', 'Japanese']"
tt0070297,The Legend of the 7 Golden Vampires,1h 29m,R,5.8,5.2K,,"In China, Professor Van Helsing helps eight kung fu-trained siblings reclaim their ancestral mountain village, now the domain of seven powerful vampires and their army of undead slaves.",https://www.imdb.com/title/tt0070297/,"['Don Houghton', 'Bram Stoker']","['Roy Ward Baker', 'Cheh Chang']","['Peter Cushing', 'David Chiang', 'Julie Ege', 'Han-Chen Wang', 'Robin Stewart', 'Szu Shih', 'John Forbes-Robertson', 'Robert Hanna', 'Shen Chan', 'Tsan-Hsi Ma']",,,,,1979-06-17,"['United Kingdom', 'Hong Kong']","['Hong Kong, China']","['Hammer Films', 'Shaw Brothers']","Awards, 1 nomination total","['B-Action', 'B-Horror', 'Martial Arts', 'Vampire Horror', 'Action', 'Horror']","['English', 'Mandarin', 'Cantonese']"
tt0050622,The Land Unknown,1h 18m,Approved,5.7,2.1K,,"Three men and a woman crash-land in a deep crater in Antarctica, where they find a prehistoric world.",https://www.imdb.com/title/tt0050622/,"['László Görög', 'William N. Robson', 'Charles Palmer']",['Virgil W. Vogel'],"['Jock Mahoney', 'Shirley Patterson', 'William Reynolds', 'Henry Brandon', 'Douglas Kennedy', 'Phil Harvey', 'Ralph Brooks', 'George Calliga', 'Tom Coleman', 'Kenner G. Kemp']",,,,,1957-10-30,['United States'],"['Universal Studios - 100 Universal City Plaza, Universal City, California, USA']",['Universal International Pictures (UI)'],,"['Dinosaur Adventure', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",['English']
tt0047388,The Raid,1h 23m,Approved,6.8,1.1K,,"A group of Confederate prisoners escape to Canada and plan to rob the banks and set fire to the small town of Saint Albans, Vermont. To get the lay of the land, their leader spends a few days in the town and finds he is getting drawn into its life--especially into that of an attractive widow and her son.",https://www.imdb.com/title/tt0047388/,"['Sydney Boehm', 'Francis M. Cockrell', 'Herbert Ravenel Sass']",['Hugo Fregonese'],"['Van Heflin', 'Anne Bancroft', 'Richard Boone', 'Lee Marvin', 'Tommy Rettig', 'Peter Graves', 'Douglas Spencer', 'Paul Cavanagh', 'Will Wright', 'James Best']","$650,000 (estimated)",,,,1954-08-04,['United States'],"['Sherwood Forest, Lake Sherwood, California, USA']",['Panoramic Productions'],,"['War', 'Western']",['English']
tt0191754,28 Days,1h 43m,PG-13,6.1,56K,46.0,A big-city newspaper columnist is forced to enter a drug and alcohol rehab center after ruining her sister's wedding and crashing a stolen limousine.,https://www.imdb.com/title/tt0191754/,['Susannah Grant'],['Betty Thomas'],"['Sandra Bullock', 'Viggo Mortensen', 'Dominic West', 'Elizabeth Perkins', 'Azura Skye', 'Steve Buscemi', 'Alan Tudyk', ""Mike O'Malley"", 'Marianne Jean-Baptiste', 'Reni Santoni']","$43,000,000 (estimated)","$10,310,672","$62,198,945","$37,170,488",2000-04-14,['United States'],"['Asheville, North Carolina, USA']","['Columbia Pictures', 'Tall Trees Productions']","Awards, 1 win total","['Comedy', 'Drama']",['English']
tt0389860,Click,1h 47m,PG-13,6.4,370K,45.0,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,https://www.imdb.com/title/tt0389860/,"['Steve Koren', ""Mark O'Keefe""]",['Frank Coraci'],"['Adam Sandler', 'Kate Beckinsale', 'Christopher Walken', 'David Hasselhoff', 'Henry Winkler', 'Julie Kavner', 'Sean Astin', 'Joseph Castanon', 'Jonah Hill', 'Jake Hoffman']","$82,500,000 (estimated)","$40,011,365","$240,685,326","$137,355,633",2006-06-23,['United States'],"['Shreveport, Louisiana, USA']","['Columbia Pictures', 'Revolution Studios', 'Happy Madison Productions']","Nominated for 1 Oscar, 3 wins & 12 nominations total","['High-Concept Comedy', 'Supernatural Fantasy', 'Comedy', 'Drama', 'Fantasy', 'Romance']","['English', 'Spanish', 'Japanese', 'Portuguese']"
tt0179634,I Aliki sto Naftiko,1h 30m,,6.4,2.1K,,"The frustration of an unkept promise and an insuppressible youthful rebellion lead to an unprecedented act of love, as the daughter of the Hellenic Naval Academy's commander and a fourth-year cadet meet again in the strangest of places.",https://www.imdb.com/title/tt0179634/,['Alekos Sakellarios'],['Alekos Sakellarios'],"['Aliki Vougiouklaki', 'Dimitris Papamichael', 'Giannis Gionakis', 'Giannis Malouhos', 'Giorgos Tsitsopoulos', 'Rafael Denogias', 'Kaiti Lambropoulou', 'Despo Diamantidou', 'Giorgos Bellos', 'Kostas Papahristos']",,,,,1961-02-20,['Greece'],"['Poros, Greece (exterior scenes in the beginning of the film)']","['Damaskinos-Mihailidis (DM) [gr]', 'Finos Film']",,"['Comedy', 'Musical', 'Romance']",['Greek']
tt0011428,The Man from Kangaroo,1h 12m,,6.2,43,,"John Harland is a former boxer turned reverend posted to the town of Kangaroo. He falls in love with Muriel, an orphaned heiress, and discovers that her guardian Martin Giles is embezzling her inheritance. Harland earns the ire of parishioners by teaching young boys to box, and Giles manipulates local opinion to have the bishop remove him. Harland rescues a gentleman from a mugging in Sydney who suggests that he go to Kalmaroo where a criminal gang has driven the church out of the area. Harland preaches, and unexpectedly sees Muriel in the congregation; her property is near Kalmaroo. But her overseer is Red Jack Braggan who leads the gang which violently breaks up Harland's mission - much to the distress of Muriel who regards Harland as too timid - and is in cahoots with Giles. Harland goes to work as a station hand at a property neighbouring Muriel's. Giles arranges for Red Jack to kidnap Muriel so that he might marry the girl and thus prevent her giving evidence against him. Harland rescues Muriel: they leap from the stage coach as it thunders across Hampden Bridge into the Kangaroo River.",https://www.imdb.com/title/tt0011428/,['Bess Meredyth'],['Wilfred Lucas'],"[""Rex 'Snowy' Baker"", 'Agnes Vernon', 'Charles Villiers', 'Wilfred Lucas', 'Walter Vincent', 'Malcolm MacKellar', 'David Edelsten']",,,,,1922-01-01,['Australia'],['Australia'],"['Carroll-Baker Australian Productions', 'Selig-Rork Productions']",,['Drama'],"['None', 'English']"
tt0147153,The Patent Leather Pug,50m,,,,,"The morning after his engagement party, wealthy young New York playboy Billy Hepburn awakens, battered and bruised, but without any memory of what happened the night before. Billy's valet then informs him that he and prize fighter Battling Burke had gotten into a brawl over Billy's fiancée, and Burke won. Determined to regain his honor, Billy goes into training, with his valet's help. Billy arranges to finance a boxing match with Burke, but because Billy's father objects, the fight must take place on a raft near Coney Island. Billy finally wins the fight, thereby impressing his fiancée and winning the respect of his father.",https://www.imdb.com/title/tt0147153/,['Grover Jones'],['Albert S. Rogell'],"['Billy Sullivan', 'Ruth Dwyer', 'J.P. McGowan', 'Gloria Grey', 'Vivian Vance', 'John Sinclair', 'Melbourne MacDowell', 'Kit Guard', 'Hayden Stevenson', 'Eddie Diggins']",,,,,1926-01-01,['United States'],,['Harry J. Brown Productions'],,['Drama'],"['None', 'English']"
tt0039053,Two Guys from Milwaukee,1h 30m,Approved,6.4,748,,"In the midst of a political vote, a Balkan prince comes to New York City to observe ordinary life, where he befriends a cabby and falls for his girlfriend.",https://www.imdb.com/title/tt0039053/,"['Charles Hoffman', 'I.A.L. Diamond']",['David Butler'],"['Dennis Morgan', 'Jack Carson', 'Joan Leslie', 'Janis Paige', 'S.Z. Sakall', 'Patti Brady', 'Rosemary DeCamp', ""Tom D'Andrea"", 'John Ridgely', 'Patrick McVey']","$400,000 (estimated)",,,,1947-07-18,['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA (Studio)']",['Warner Bros.'],,"['Buddy Comedy', 'Comedy']",['English']
tt0039327,Do Bhai,,,,,,,https://www.imdb.com/title/tt0039327/,"['Ulhas', 'Noor Jehan', 'Ramayan Tiwari']",['Munshi Dil'],"['Ulhas', 'Noor Jehan', 'Ramayan Tiwari', 'Rajan Haksar', 'Paro', 'S.B. Nayampalli', 'Vikram Kapoor', 'Majid', 'Rajendra Singh', 'Kanta Kumari']",,,,,1947-08-17,['India'],,['Filmistan'],,"['Drama', 'Family']",['Hindi']
tt0026914,Reckless,1h 37m,Approved,6.4,1.6K,,Wealthy man Bob Harrison buys all theater seats to watch Mona Leslie's musical alone. He and her agent Ned Riley love her. Rivalry between the two men over Mona Leslie creates conflict.,https://www.imdb.com/title/tt0026914/,"['P.J. Wolfson', 'David O. Selznick', 'Joseph L. Mankiewicz']",['Victor Fleming'],"['Jean Harlow', 'William Powell', 'Franchot Tone', 'May Robson', 'Ted Healy', 'Nat Pendleton', 'Rosalind Russell', 'Mickey Rooney', 'Henry Stephenson', 'Man Mountain Dean']","$858,000 (estimated)",,,,1935-04-19,['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],,"['Romantic Comedy', 'Screwball Comedy', 'Comedy', 'Drama', 'Musical', 'Romance']",['English']
tt0088025,Running Hot,1h 35m,R,5.7,250,,"A teenager, wrongly convicted and sentenced to death for the murder of his father, escapes from jail. He hooks up with a prostitute and they take to the road to find the real killer of his father.",https://www.imdb.com/title/tt0088025/,['Mark Griffiths'],['Mark Griffiths'],"['Monica Carrico', 'Eric Stoltz', 'Stuart Margolin', 'Virgil Frye', 'Richard Bradford', 'Louise Baker', 'Joe George', 'Laurel Patrick', 'Sorrells Pickard', 'Ben Hammer']","$500,000 (estimated)",,,,1984-02-17,['United States'],"['West Hollywood, California, USA (Location)']","['Highroad', 'Lucky 13']",,"['Crime', 'Drama']",['English']
tt0174699,Golgo 13,1h 44m,,6.1,417,,Golgo 13 is assigned to murder a man named Boss Goa.,https://www.imdb.com/title/tt0174699/,"['Takao Saitô', 'K. Motomitsu']","[""Jun'ya Satô""]","['Ken Takakura', 'Mohsen Sohrabi', 'Jaleh Sam', 'Pouri Baneai', 'Tahere Ghaffari', 'Ahmad Ghadakchian', 'Jalal Pishvaian', 'Nosratollah Karimi', 'Arash Taj', 'Reza Azargun']",,,,,1973-12-29,"['Japan', 'Iran']","['Tehran, Iran']","['Société Anonyme Cinématographique', 'Toei Tokyo']",,"['Action', 'Crime', 'Thriller']",['Japanese']
tt21481226,Volchiy dol,,,,,,,https://www.imdb.com/title/tt21481226/,['Anton Stachinskiy'],['Sergei Tsenin'],"['Lidiya Ferdinandova', 'Leonid Khazanov', 'Aleksandr Nikitin', 'Karl Tomski', 'Sergei Tsenin']",,,,,1922-08-17,['Russia'],,['Vseukrasinskij Kinokomitet'],,['Drama'],['None']
tt0103340,Life for Life: Maximilian Kolbe,1h 30m,,6.4,433,,"The story of Catholic saint Maximilian Kolbe (1894-1941), who volunteered to die in place of a stranger in the Nazi concentration camp of Auschwitz.",https://www.imdb.com/title/tt0103340/,"['Jan Józef Szczepanski', 'Krzysztof Zanussi']",['Krzysztof Zanussi'],"['Edward Zentara', 'Christoph Waltz', 'Artur Barcis', 'Gustaw Lutkiewicz', 'Krzysztof Zaleski', 'Andrzej Szczepkowski', 'Krzysztof Kowalewski', 'Jerzy Stuhr', 'Franciszek Pieczka', 'Tadeusz Bradecki']",,,,,1991-03-03,"['Poland', 'Germany']",['Poland'],"['Ifage Filmproduktion', 'Zespol Filmowy ""Tor""']",,"['Biography', 'Drama']","['Polish', 'German']"
tt0118925,"Dancer, Texas Pop. 81",1h 37m,PG,6.7,2.6K,,"Four high school friends that grew up together in a tiny Texas town, plan to leave for the big city the day after graduation. Over a week's time, their backstory and present day realities collide to determine how their plans play out.",https://www.imdb.com/title/tt0118925/,['Tim McCanlies'],['Tim McCanlies'],"['Breckin Meyer', 'Peter Facinelli', 'Eddie Mills', 'Ethan Embry', 'Ashley Johnson', 'Patricia Wettig', ""Michael O'Neill"", 'Eddie Jones', 'Wayne Tippit', 'Alexandra Holden']",,"$87,983","$676,631","$676,631",1998-05-01,['United States'],"['Alpine, Texas, USA']","['Caribou Pictures', 'Chase Productions', 'HSX Films']","Awards, 2 wins total","['Comedy', 'Drama', 'Family']",['English']
tt0043108,A Dog's Life,1h 44m,,7.2,358,,Tragicomedy telling of the trials and tribulations of a troupe of variety show artists.,https://www.imdb.com/title/tt0043108/,"['Mario Monicelli', 'Steno', 'Sergio Amidei']","['Mario Monicelli', 'Steno']","['Aldo Fabrizi', 'Gina Lollobrigida', 'Delia Scala', 'Tamara Lees', 'Giovanni Barrella', 'Bruno Corelli', 'Enzo Furlai', 'Enzo Maggio', 'Michele Malaspina', 'Pasquale Misiano']",,,,,1954-03-12,['Italy'],"['Titanus Studios, Rome, Lazio, Italy (Studio)']","['Artisti Tecnici Associati (ATA)', 'Carlo Ponti Cinematografica']",,"['Comedy', 'Drama']",['Italian']
tt14857528,Time Cut,1h 31m,TV-14,5.0,18K,36.0,High school student accidentally travels back to 2003 and decides to stop the serial killer who murdered her sister.,https://www.imdb.com/title/tt14857528/,"['Michael Kennedy', 'Hannah Macpherson']",['Hannah Macpherson'],"['Madison Bailey', 'Antonia Gentry', 'Michael Shanks', 'Griffin Gluck', 'Megan Best', 'Samuel Braun', 'Sydney Sabiston', ""Kataem O'Connor"", 'Rachael Crawford', 'David Lawrence Brown']",,,,,2024-10-30,"['United States', 'Canada']","['Winnipeg, Manitoba, Canada']",['Ace Entertainment'],,"['Slasher Horror', 'Teen Horror', 'Time Travel', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",['English']
tt0043640,"Hilfe, ich bin unsichtbar",1h 28m,,6.2,30,,At the funfair inventor wannabe Fritz is fascinated by a contraption that makes objects disappear. Inadvertently he himself becomes invisible with no chance to revert his predicament - only a huge dose of booze seems to help - temporarily.,https://www.imdb.com/title/tt0043640/,"['Curth Flatow', 'Erwin Kreker', 'Rolf Meyer']",['E.W. Emo'],"['Theo Lingen', 'Inge Landgut', 'Fita Benkhoff', 'Arno Assmann', 'Hubert von Meyerinck', 'Margarete Haagen', 'Käte Pontow', 'Arno Paulsen', 'Paul Westermeier', 'Josef Sieber']",,,,,1951-07-07,['West Germany'],,['Junge Film-Union Rolf Meyer'],,"['Comedy', 'Sci-Fi']",['German']
tt0286476,Babí léto,1h 40m,PG-13,7.4,1.9K,68.0,"Faced with a looming death, an aging prankster makes the most of his remaining life.",https://www.imdb.com/title/tt0286476/,['Jirí Hubac'],['Vladimír Michálek'],"['Vlastimil Brodský', 'Stella Zázvorková', 'Stanislav Zindulka', 'Ondrej Vetchý', 'Petra Spalková', 'Jirí Lábus', 'Zita Kabátová', 'Katerina Pindejová', 'Lubomír Kostelka', 'Juraj Johanides']",,"$10,046","$333,117","$96,269",2001-09-27,['Czech Republic'],"['Prague, Czech Republic']","['BKP Film', 'Buc-Film', 'Ceská Televize']","Awards, 9 wins & 6 nominations total","['Comedy', 'Drama', 'Family']","['Czech', 'Slovak']"
tt0068233,The French Conspiracy,2h,PG,7.0,956,,"Sadiel, a Leftist leader in a North African state, takes refuge in Switzerland in the aftermath of a coup. Aware of the threat Sadiel poses, ruthless Colonel Kassar contacts the French security services for help to capture the political activist. Darien, a police informer, is forced to lure Sadiel to Paris, allegedly to make a television piece about the newly independent Western colonies. When Sadiel gets to Paris, he is captured and delivered to his opponents. Disgusted by the way he has been manipulated, Darien tries to turn back the clock, but he doesn't know with whom he's dealing. Loosely based on the true story of Mehdi Ben Barka.",https://www.imdb.com/title/tt0068233/,"['Ben Barzman', 'Basilio Franchina', 'Jorge Semprún']",['Yves Boisset'],"['Jean-Louis Trintignant', 'Michel Piccoli', 'Jean Seberg', 'Gian Maria Volontè', 'Michel Bouquet', 'Bruno Cremer', 'Daniel Ivernel', 'Philippe Noiret', 'François Périer', 'Roy Scheider']",,,,,1972-10-04,"['France', 'Italy', 'West Germany']","['Orly Airport, Orly, Val-de-Marne, France']","['AMLF', 'Corona Filmproduktion', 'Sancrosiap']","Awards, 1 win & 1 nomination total",['Thriller'],"['English', 'French']"
tt4669296,Lords of Chaos,1h 58m,R,6.6,21K,48.0,A teenager's quest to launch Norwegian Black Metal in Oslo in the early 1990s results in a very violent outcome.,https://www.imdb.com/title/tt4669296/,"['Dennis Magnusson', 'Jonas Åkerlund', 'Michael Moynihan']",['Jonas Åkerlund'],"['Rory Culkin', 'Emory Cohen', 'Jack Kilmer', 'Sky Ferreira', 'Valter Skarsgård', 'Anthony De La Torre', 'Jonathan Barnwell', 'Sam Coleman', 'Wilson Gonzalez', 'Lucian Charles Collier']",,"$27,649","$365,353","$253,184",2019-02-08,"['Hungary', 'United Kingdom', 'Sweden', 'Norway', 'United States']","['Budapest, Hungary']","['Proton Cinema', '4 1/2 Film', 'Chimney']","Awards, 5 wins & 3 nominations total","['Dark Comedy', 'Biography', 'Drama', 'Horror', 'Music', 'Thriller']",['English']
tt0084953,The Quack,2h 8m,,7.8,4K,,"Abandoned by his wife and daughter, a famous surgeon starts drinking, hurts his head and loses his memory. His medical knowledge gradually resurfaces and he becomes a village healer, not remembering who he is.",https://www.imdb.com/title/tt0084953/,"['Tadeusz Dolega-Mostowicz', 'Jacek Fuksiewicz', 'Jerzy Hoffman']",['Jerzy Hoffman'],"['Jerzy Binczycki', 'Anna Dymna', 'Tomasz Stockinger', 'Bernard Ladysz', 'Artur Barcis', 'Andrzej Kopiczynski', 'Piotr Grabowski', 'Bozena Dykiel', 'Maria Homerska', 'Igor Smialowski']",,,,,1982-04-12,['Poland'],"['Radziejowice, Mazowieckie, Poland (palace)']","['Zespol Filmowy ""Zodiak""']",,"['Drama', 'Romance']",['Polish']
tt0058323,The Winston Affair,1h 34m,Approved,6.6,949,,"In WW2, a US lieutenant stationed in India shoots dead a British NCO and admits his crime but his reason for the murder is so bizarre that it puzzles his defense counsel.",https://www.imdb.com/title/tt0058323/,"['Keith Waterhouse', 'Willis Hall', 'Howard Fast']",['Guy Hamilton'],"['Robert Mitchum', 'France Nuyen', 'Barry Sullivan', 'Trevor Howard', 'Keenan Wynn', 'Sam Wanamaker', 'Alexander Knox', 'Gary Cockrell', 'Robert Nichols', 'Michael Goodliffe']",,,,,1964-02-05,"['United Kingdom', 'United States']","['New Delhi, Delhi, India (made on actual locations in India)']","['Talbot Productions', 'Pennebaker Productions']",,"['Drama', 'War']",['English']
tt0071897,Nazareno Cruz and the Wolf,1h 32m,,6.9,829,,"Nazareno Cruz is the seventh son of a couple living in a high mountain village. According to a myth, a seventh son will become a wolf on nights of the full moon. Everyone in the village is relieved when this doesn't happen. The boy grows up and falls in love with a beautiful girl, Griselda. When he's 20 years old, he is visited by the Devil, who offers him the wealth of the world if he will turn his back on his love for Griselda, and if he fails to do this, he will become a wolf.",https://www.imdb.com/title/tt0071897/,"['Juan Carlos Chiappe', 'Leonardo Favio', 'Jorge Zuhair Jury']",['Leonardo Favio'],"['Juan José Camero', 'Marina Magali', 'Alfredo Alcón', 'Lautaro Murúa', 'Nora Cullen', 'Elcira Olivera Garcés', 'Saul Jarlip', 'Juanita Lara', 'Yolanda Mayorani', 'Marcelo Marcote']",,,,,1975-06-05,"['Argentina', 'Mexico']","['La Paisanita, Córdoba, Argentina (Cordoba)']","['Choila Producciones Cinematográficas', 'Choila', 'Instituto Nacional de Cinematografia Argentína (INCA)']","Awards, 1 nomination total","['Drama', 'Fantasy', 'Horror']","['Spanish', 'Quechua']"
tt0052391,The Whole Truth,1h 24m,Approved,6.3,657,,"A movie executive is framed for the murder of his beautiful promiscuous leading lady by her jealous, estranged husband.",https://www.imdb.com/title/tt0052391/,"['Jonathan Latimer', 'Philip Mackie']","['John Guillermin', 'Dan Cohen']","['Stewart Granger', 'Donna Reed', 'George Sanders', 'Gianna Maria Canale', 'Michael Shillo', 'Richard Molinas', 'Peter Dyneley', 'John Van Eyssen', 'Philip Vickers', 'Jimmy Thompson']",,,,,1958-09-17,"['United Kingdom', 'United States']","['Walton Studios, Walton-on-Thames, Surrey, England, UK (studio: made at)']","['Columbia Pictures Corporation', 'Romulus Films', 'Valiant Films']",,"['Crime', 'Drama', 'Mystery', 'Thriller']","['English', 'Italian', 'French']"
tt32627545,Watchmen: Chapter II,1h 30m,R,7.0,2.8K,,"In an alternate 1985 America, a group of retired superheroes investigate a conspiracy after one of their own is murdered.",https://www.imdb.com/title/tt32627545/,"['Dave Gibbons', 'Alan Moore', 'J. Michael Straczynski']","['Vinton Heuck', 'Brandon Vietti']","['Troy Baker', 'Adrienne Barbeau', 'Michael Cerveris', 'Zehra Fazal', 'Phil Fondacaro', 'Grey Griffin', 'John Marshall Jones', 'Max Koch', 'Phil LaMarr', 'Yuri Lowenthal']",,,,,2024-11-26,['United States'],,"['DC Entertainment', 'Paramount Pictures', 'Warner Bros. Animation']",,"['Adult Animation', 'Computer Animation', 'Dystopian Sci-Fi', 'Action', 'Animation', 'Drama', 'Mystery', 'Sci-Fi']",['English']
tt0062479,The Way West,2h 2m,Approved,6.2,3.9K,42.0,"In 1843, a former U.S. Senator leads a wagon train of settlers to Oregon, but his megalomania leads to growing dissatisfaction with his leadership.",https://www.imdb.com/title/tt0062479/,"['Ben Maddow', 'Mitch Lindemann', 'A.B. Guthrie Jr.']",['Andrew V. McLaglen'],"['Kirk Douglas', 'Robert Mitchum', 'Richard Widmark', 'Lola Albright', 'Jack Elam', 'Stubby Kaye', 'Michael McGreevey', 'Harry Carey Jr.', 'Connie Sawyer', 'Michael Witney']","$5,000,000 (estimated)",,,,1967-05-24,['United States'],"['Bend, Oregon, USA']",['Harold Hecht Company'],,"['Classical Western', 'Adventure', 'Drama', 'Western']",['English']
tt0044481,Caribbean,1h 31m,Approved,5.8,245,,"Francis Barclay, a former member of the British Admiralty, who was captured in the early 1700s and sold into slavery by Andrew MacAllister, and forced into piracy, enlists the aid of Dick Lindsay, to help him invade MacAllister's fortified island. The latter falls in love with MacAllister's daughter Christine. Complications arise as the man thought to be a nephew of one man may not be, and the daughter of one man may be the other man's daughter.",https://www.imdb.com/title/tt0044481/,"['Ellery H. Clark', 'Frank L. Moss', 'Edward Ludwig']",['Edward Ludwig'],"['John Payne', 'Arlene Dahl', 'Cedric Hardwicke', 'Francis L. Sullivan', 'Willard Parker', 'Dennis Hoey', 'Clarence Muse', 'William Pullen', 'Walter Reed', 'Ramsay Hill']",,,,,1952-09-17,['United States'],"['Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA (Studio)']",['Pine-Thomas Productions'],,"['Action', 'Adventure', 'Romance']",['English']
tt0014287,Modern Matrimony,50m,,,,,"Chester Waddington secretly marries society girl Patricia Flynn, a fact that is revealed at a party celebrating her engagement to another suitor. A brawl ensues, during which Chester defeats his would-be rival. After searching the city for apartments, the lovers buy a home in the suburbs on the installment plan. Chester takes an option on a plot of land, believing the proceeds will make them wealthy. However, Chester's employer declares the plot to be worthless and fires him. The couple endure weeks of struggle, until the land suddenly becomes a valuable asset.",https://www.imdb.com/title/tt0014287/,"['Victor Heerman', 'Sarah Y. Mason']","['Victor Heerman', 'Lawrence C. Windom']","['Owen Moore', 'Alice Lake', 'Mayme Kelso', 'Frank Campeau', 'Kate Lester', 'Victor Potel', 'Snitz Edwards', 'Douglas Carter']",,,,,1923-09-15,['United States'],,"['F.X.B. Pictures', 'Selznick Pictures Corporation']",,"['Comedy', 'Drama', 'Mystery']",['None']
